Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.11,0.0
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.118,1.1e-22
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.122,1.537e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.128,1.878e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.144,2.027e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.176,1.9039999999999998e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.218,1.682e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.339,1.124e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.505,8.77e-21
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),0.665,8.49e-21
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),1.037,9.02e-21
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),1.914,1.0989999999999999e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),2.197,1.1159999999999999e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),2.68,1.032e-20
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),4.366,6.38e-21
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),8.16,3.54e-21
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),16.207,1.77e-21
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),41.09,7.200000000000001e-22
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),101.037,2.9e-22
13,EXCITATION,C2H4 -> C2H4(v1),0.11,e / C2H4,E + C2H4 -> E + C2H4(v1),260.069,1.1e-22
