Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,14,0.0
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,15,5.4431000000000005e-25
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,16,3.4261400000000004e-24
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,17,9.233780000000001e-24
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,18,1.77083e-23
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,19,2.83104e-23
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,20,4.0462700000000004e-23
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,30,1.71813e-22
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,40,2.55553e-22
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,50,2.98232e-22
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,60,3.17734e-22
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,70,3.24578e-22
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,80,3.2443999999999997e-22
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,90,3.20429e-22
32,EXCITATION,CH4(v13) -> C H2 H2,14.0,e / CH4(v13),E + CH4(v13) -> E + C + H2 + H2,100,3.1429e-22
