,Time [s],bolsig:CH4->CH4(V24),bolsig:CH4->CH4(V13),bolsig:CH4(V24)->CH4,bolsig:CH4(V13)->CH4,bolsig:C2H6->C2H6(V24),bolsig:C2H6->C2H6(V13),bolsig:C2H6(V24)->C2H6,bolsig:C2H6(V13)->C2H6,bolsig:C2H4->C2H4(V2),bolsig:C2H4->C2H4(V1),bolsig:C2H4(V2)->C2H4,bolsig:C2H4(V1)->C2H4,bolsig:C2H2->C2H2(V2),bolsig:C2H2->C2H2(V5),bolsig:C2H2->C2H2(V13),bolsig:C2H2(V2)->C2H2,bolsig:C2H2(V5)->C2H2,bolsig:C2H2(V13)->C2H2,bolsig:C3H8->C3H8(V2),bolsig:C3H8->C3H8(V1),bolsig:C3H8(V2)->C3H8,bolsig:C3H8(V1)->C3H8,bolsig:C3H6->C3H6(V),bolsig:C3H6(V)->C3H6,bolsig:CH3->CH3^+,bolsig:CH4->CH4^+,bolsig:CH4(V24)->CH4^+,bolsig:CH4(V13)->CH4^+,bolsig:C2H6->C2H6^+,bolsig:C2H6(V24)->C2H6^+,bolsig:C2H6(V13)->C2H6^+,bolsig:C2H4->C2H4^+,bolsig:C2H4(V2)->C2H4^+,bolsig:C2H4(V1)->C2H4^+,bolsig:C2H2->C2H2^+,bolsig:C2H2(V2)->C2H2^+,bolsig:C2H2(V5)->C2H2^+,bolsig:C2H2(V13)->C2H2^+,bolsig:C3H8->C3H8^+,bolsig:C3H8(V2)->C3H8^+,bolsig:C3H8(V1)->C3H8^+,bolsig:C3H6->C3H6^+,bolsig:C3H6(V)->C3H6^+,bolsig:CH3^+->CH3,bolsig:CH4^+->CH4,bolsig:C2H6^+->C2H6,bolsig:C2H4^+->C2H4,bolsig:C2H2^+->C2H2,bolsig:C3H8^+->C3H8,bolsig:C3H6^+->C3H6,bolsig:CH4->CH3H,bolsig:CH4(V24)->CH3H,bolsig:CH4(V13)->CH3H,bolsig:CH4->CH2H2,bolsig:CH4(V24)->CH2H2,bolsig:CH4(V13)->CH2H2,bolsig:C2H6->C2H4H2,bolsig:C2H6(V24)->C2H4H2,bolsig:C2H6(V13)->C2H4H2,E+C2H5^+=>C2H3+H+H,bolsig:C2H4->C2H2H2,bolsig:C2H4(V1)->C2H2H2,bolsig:C2H4(V2)->C2H2H2,E+C2H5^+=>C2H2+H2+H,bolsig:C3H6->C2H2CH4,bolsig:C3H6(V)->C2H2CH4,E+C2H5^+=>C2H2+H+H+H,bolsig:C2H4->C2H3H,bolsig:C2H4(V1)->C2H3H,bolsig:C2H4(V2)->C2H3H,bolsig:C3H8->C3H6H2,bolsig:C3H8(V1)->C3H6H2,bolsig:C3H8(V2)->C3H6H2,bolsig:CH4->CHH2H,bolsig:CH4(V24)->CHH2H,bolsig:CH4(V13)->CHH2H,bolsig:CH->CH,CH3+H=>CH4,CH3+CH3=>C2H6,C2H4+H=>C2H5,C2H4(V1)+H=>C2H5,C2H4(V2)+H=>C2H5,CH+CH4=>C2H4+H,CH+CH4(V24)=>C2H4+H,CH+CH4(V13)=>C2H4+H,C2H5+H=>C2H6,C2H5+C2H5=>C4H9H,CH2+H=>CH+H2,CH2+CH3=>C2H4+H,C2H5+H=>CH3+CH3,CH4+CH4^+=>CH3+CH5^+,CH4(V24)+CH4^+=>CH3+CH5^+,CH4(V13)+CH4^+=>CH3+CH5^+,CH3+C2H5=>C3H8,CH3+C2H3=>C3H6,C3H6+H=>C3H7,C3H6(V)+H=>C3H7,C4H9H+CH2=>C5H12,C3H7+H2=>C3H8+H,C2H6+CH5^+=>CH4+H2+C2H5^+,C2H6(V24)+CH5^+=>CH4+H2+C2H5^+,C2H6(V13)+CH5^+=>CH4+H2+C2H5^+,C2H4+CH5^+=>CH4+C2H5^+,C2H4(V1)+CH5^+=>CH4+C2H5^+,C2H4(V2)+CH5^+=>CH4+C2H5^+,C3H7+H=>C3H8,C2H3+H=>C2H2+H2,C3H8+CH2=>C4H9H,C3H8(V1)+CH2=>C4H9H,C3H8(V2)+CH2=>C4H9H,CH4+CH3^+=>H2+C2H5^+,CH4(V24)+CH3^+=>H2+C2H5^+,CH4(V13)+CH3^+=>H2+C2H5^+,H+H=>H2
274,0.009301,1545119710.0000005,1184297149.9999995,0.05555615296960001,0.033175728033,2360.2027367478677,2086.842808874664,4.216412660078045e-08,3.355333553482609e-08,7694.366944377899,27226.263379507,4.865969986769554e-08,5.976996376347494e-07,2.793829749645427,9.102513052942037,1.8341759720520998,9.222995162575732e-12,9.726145849593193e-11,4.009264536934633e-12,0.05835345215718838,0.07242546802912785,1.1849324922234861e-12,1.7854485532049135e-12,0.0017153404120459198,3.380265697846258e-14,2.301807224894417e-06,1.964085935400001,6.9631932503767e-11,5.337133761709702e-11,7.374882538181802e-07,1.2989189863936718e-17,1.1484797152859798e-17,4.3423730882432715e-05,2.6707876483428213e-16,9.450462360472301e-16,3.315670006576263e-08,1.0815206292645782e-19,3.5236609683193703e-19,7.100292189620151e-20,1.1892975058593632e-11,2.343480373492209e-22,2.9086051185290185e-22,1.265304063974732e-12,2.4796962753357364e-23,4.67645803936181e-20,1.0190005487150251e-07,1.7462857586969126e-15,7.243728945050624e-13,5.522113258904906e-16,2.0559427485503207e-20,7.976145525356258e-21,745379900200.0002,26.425290960973,20.254407778275002,332943527400000.0,11803.621413616,9047.202047715999,10775044074.21659,0.18977838726547702,0.16779801827170665,1.64434808621928,109276549.15671164,0.002378230199923064,0.0006721090562340113,1.0857133795721108,11.845714177529596,2.321478896027563e-10,0.47699102351261896,711381658988.5917,15.482060849768597,4.375378171326945,7.016008640366487e-09,1.7158571745149198e-19,1.382485949599452e-19,582975930519999.5,20668.163156219,15841.672628959,1054184774459.9989,0.0005303516348664128,0.0005371358609227614,181892051290364.66,4317.005885673926,1220.0259951672383,889240145619999.9,33285.322776608,25512.336176628007,102480103956981.67,36318055049.519585,307320647042458.06,1587601291946.3188,47225599459307.51,150700001.96408188,6.963193250386201e-11,5.3371337617192014e-11,2456645095.3195148,72220361.18922351,1435450.821803709,2.8524395873465583e-05,818982222.1460454,964061.939532937,3080.102942091103,2.2779290022690297e-08,2.014095233013039e-08,1007365.2504065001,8.449724852041643e-06,2.3879719734671596e-06,263486.56800161337,629063291692.3016,1680380.2304758911,4.026852465810885e-05,3.244444899282958e-05,2.301801490049519e-06,1.3385891991441014e-16,1.0259689729517912e-16,3.8283523412570785e-05
275,0.009401,1561731710.0000005,1197029149.9999995,0.0567624529696,0.033896048033,2469.962736747867,2183.8878088746637,4.474792660078044e-08,3.560953553482608e-08,7853.376944377898,27788.923379506996,5.0166799867695536e-08,6.162116376347493e-07,2.8983597496454268,9.443083052942034,1.9028009720520993,9.696155162575728e-12,1.022511584959319e-10,4.2149445369346326e-12,0.06263855215718836,0.07774386802912782,1.2906124922234856e-12,1.9446785532049126e-12,0.0018257804120459192,3.6467856978462566e-14,2.4077272248944163e-06,1.985206935400001,7.114383250376699e-11,5.453013761709701e-11,7.717842538181801e-07,1.3785169863936714e-17,1.2188587152859795e-17,4.432113088243271e-05,2.7535066483428207e-16,9.7431623604723e-16,3.439730006576262e-08,1.1370046292645778e-19,3.704430968319369e-19,7.464552189620149e-20,1.2766315058593627e-11,2.5524803734922076e-22,3.168005118529017e-22,1.3467680639747314e-12,2.675216275335735e-23,4.891648039361809e-20,1.0190005546161252e-07,1.853295758696912e-15,7.482978945050623e-13,5.805413258904904e-16,2.2393027485503196e-20,8.607215525356255e-21,753395300200.0002,26.999070960972997,20.694177778274998,336523827400000.0,12059.911413615999,9243.642047715997,11276114074.216587,0.20140838726547694,0.17808101827170658,1.66809308621928,111534849.15671162,0.0024518881999230635,0.0006929250562340112,1.1013913795721106,12.60837417752959,2.504518896027562e-10,0.4838790235126189,726082658988.5916,15.961560849768594,4.510888171326944,7.531218640366483e-09,1.868887174514919e-19,1.5057759495994512e-19,589245030519999.5,21116.933156219,16185.632628958998,1065927774459.9988,0.0005575646348664126,0.0005795348609227611,186768151290364.62,4476.045885673925,1264.971995167238,899144845619999.9,33994.342776608,26055.766176628003,105623403956981.66,37639255049.51958,310967947042458.06,1648015291946.3184,48674099459307.5,150700001.98520288,7.1143832503862e-11,5.4530137617192005e-11,2596595095.319514,75802061.1892235,1535232.8218037083,3.0919195873465566e-05,856333222.1460452,1036192.9395329366,3080.116095091103,2.2779595292690295e-08,2.014122225013039e-08,1007365.3917665001,8.449729462541644e-06,2.3879732764671597e-06,281579.56800161325,643477291692.3015,1790850.2304758905,4.354972465810883e-05,3.508814899282956e-05,2.4077214900495185e-06,1.4144081991441008e-16,1.0840799729517908e-16,3.921269341257078e-05
276,0.009501,1578343710.0000007,1209761149.9999998,0.057981752969600016,0.03462411803300001,2583.052736747868,2283.882808874665,4.745092660078047e-08,3.77605355348261e-08,8013.5269443779,28355.593379507,5.1700199867695555e-08,6.350466376347496e-07,3.005269749645428,9.791393052942038,1.9729869720521,1.0186895162575734e-11,1.0742625849593196e-10,4.428264536934635e-12,0.06716565215718841,0.08336266802912788,1.403982492223487e-12,2.1155085532049146e-12,0.0019416104120459205,3.9302556978462596e-14,2.5168372248944174e-06,2.006327935400001,7.2672032503767e-11,5.5701437617097024e-11,8.071222538181805e-07,1.4617869863936722e-17,1.2924847152859803e-17,4.522493088243272e-05,2.8376716483428216e-16,1.0040972360472302e-15,3.5666100065762634e-08,1.1945496292645785e-19,3.891920968319371e-19,7.842342189620153e-20,1.3688985058593637e-11,2.7767003734922104e-22,3.4462951185290203e-22,1.4322080639747323e-12,2.883166275335738e-23,5.113318039361811e-20,1.0190005605172252e-07,1.9652457586969135e-15,7.727138945050625e-13,6.099233258904907e-16,2.436022748550322e-20,9.278615525356262e-21,761410700200.0004,27.579010960973005,21.138677778275003,340104127400000.06,12318.961413616002,9442.192047716,11792414074.216593,0.2135743872654771,0.1888380182717067,1.6918380862192803,113809249.15671165,0.002526834199923064,0.0007141050562340114,1.1170693795721107,13.408264177529599,2.6991988960275645e-10,0.49076702351261897,740888658988.5917,16.4494508497686,4.648768171326946,8.07552864036649e-09,2.0330571745149208e-19,1.6380459495994528e-19,595514130519999.6,21570.523156219002,16533.292628959003,1077662774459.9989,0.0005857006348664129,0.0006245268609227616,191697251290364.7,4638.465885673927,1310.8729951672385,909042845620000.0,34710.49277660801,26604.66617662801,108805703956981.69,38983455049.51959,314608547042458.1,1709905291946.319,50140599459307.516,150700002.00632387,7.267203250386202e-11,5.570143761719202e-11,2742015095.319515,79504461.18922354,1640272.8218037095,3.3475695873465595e-05,894808222.1460457,1112438.9395329375,3080.126470091103,2.2779839772690296e-08,2.014143841013039e-08,1007365.5007465001,8.449733053641645e-06,2.38797429136716e-06,300565.5680016135,657995291692.3016,1906920.2304758918,4.705042465810887e-05,3.7908648992829594e-05,2.5168314900495195e-06,1.4933501991441018e-16,1.1445849729517916e-16,4.014876341257079e-05
277,0.009601,1594955710.0000007,1222493149.9999998,0.05921395296960001,0.035359928033000004,2699.5227367478674,2386.8628088746646,5.027672660078045e-08,4.000933553482609e-08,8174.796944377898,28926.233379506997,5.3259999867695547e-08,6.542066376347495e-07,3.1145697496454274,10.147503052942035,2.0447439720520997,1.069560516257573e-11,1.1279085849593192e-10,4.649404536934633e-12,0.07194415215718838,0.08929356802912784,1.5254824922234861e-12,2.2985885532049135e-12,0.0020630104120459196,4.2314756978462577e-14,2.6291672248944167e-06,2.027448935400001,7.4216432503767e-11,5.6885137617097017e-11,8.435152538181803e-07,1.5488399863936715e-17,1.3694557152859798e-17,4.613506088243271e-05,2.923285648342821e-16,1.03439123604723e-15,3.696330006576263e-08,1.254202629264578e-19,4.08627096831937e-19,8.23397218962015e-20,1.466289505859363e-11,3.0170003734922087e-22,3.7445451185290185e-22,1.5217550639747317e-12,3.1041362753357366e-23,5.34154803936181e-20,1.0190005664183252e-07,2.0822857586969128e-15,7.976248945050623e-13,6.403813258904905e-16,2.6468427485503207e-20,9.992295525356258e-21,769426100200.0004,28.165120960973002,21.587907778275,343684427400000.06,12580.761413616001,9642.852047715998,12324134074.216589,0.22629338726547701,0.20008401827170663,1.7155830862192802,116099649.15671164,0.0026030691999230637,0.0007356500562340113,1.1327473795721106,14.246594177529595,2.9060688960275633e-10,0.4976550235126189,755798658988.5916,16.945740849768598,4.789018171326945,8.650068640366485e-09,2.2089971745149196e-19,1.779805949599452e-19,601783230519999.6,22028.943156219,16884.652628959,1089389774459.9988,0.0006147726348664127,0.0006722198609227613,196678551290364.66,4804.265885673926,1357.7309951672382,918934345620000.0,35433.792776608,27159.036176628004,112026403956981.67,40350555049.519585,318242647042458.1,1773286291946.3186,51624799459307.51,150700002.02744487,7.421643250386201e-11,5.688513761719201e-11,2893005095.3195143,83329661.18922351,1750752.8218037088,3.6201995873465576e-05,934424222.1460454,1192958.939532937,3080.134747091103,2.2780037762690295e-08,2.014161347013039e-08,1007365.5857615,8.449735883441644e-06,2.38797509108716e-06,320470.56800161337,672615291692.3015,2028780.2304758911,5.0782124658108844e-05,4.091524899282957e-05,2.629161490049519e-06,1.5754921991441013e-16,1.2075429729517912e-16,4.109152341257078e-05
278,0.009701,1611567710.0000007,1235225149.9999998,0.06045915296960001,0.036103478033,2819.412736747867,2492.862808874664,5.322902660078043e-08,4.235873553482607e-08,8337.176944377898,29500.793379506995,5.4846199867695536e-08,6.736906376347494e-07,3.2262797496454265,10.511463052942032,2.118083972052099,1.1222685162575727e-11,1.1834925849593188e-10,4.878524536934632e-12,0.07698355215718836,0.0955482680291278,1.6555624922234853e-12,2.4945885532049122e-12,0.0021901504120459187,4.5512956978462555e-14,2.744767224894416e-06,2.048569935400001,7.5777132503767e-11,5.808133761709701e-11,8.8097625381818e-07,1.639788986393671e-17,1.4498707152859793e-17,4.705144088243271e-05,3.0103496483428204e-16,1.0651982360472298e-15,3.828910006576262e-08,1.3160096292645777e-19,4.287640968319369e-19,8.639742189620148e-20,1.5689995058593626e-11,3.2742603734922074e-22,4.0638451185290167e-22,1.6155420639747311e-12,3.338746275335735e-23,5.576408039361808e-20,1.0190005723194252e-07,2.204565758696912e-15,8.230348945050622e-13,6.719393258904903e-16,2.872552748550319e-20,1.0750275525356253e-20,777441500200.0004,28.757400960972998,22.041857778275,347264727400000.06,12845.321413615999,9845.622047715997,12871454074.216585,0.23958138726547692,0.21183301827170656,1.7393280862192801,118405749.15671162,0.0026805961999230633,0.0007575600562340112,1.1484253795721104,15.12462417752959,3.125708896027562e-10,0.5045430235126189,770810658988.5914,17.450440849768594,4.931648171326944,9.255978640366482e-09,2.3973571745149186e-19,1.931565949599451e-19,608052330519999.6,22492.183156219,17239.702628959,1101108774459.9988,0.0006447916348664125,0.0007227258609227609,201711251290364.62,4973.455885673925,1405.5459951672378,928819545620000.0,36164.232776608,27718.886176628,115284903956981.66,41740355049.51958,321870447042458.1,1838174291946.318,53126399459307.5,150700002.04856586,7.577713250386201e-11,5.8081337617192004e-11,3049675095.3195133,87279761.18922348,1866862.821803708,3.910659587346556e-05,975197222.1460452,1277913.9395329366,3080.1414483911026,2.2780200462690295e-08,2.014175732013039e-08,1007365.6530895,8.449738146941645e-06,2.38797573075716e-06,341319.56800161325,687336291692.3014,2156630.2304758905,5.475672465810882e-05,4.4117548992829554e-05,2.744761490049518e-06,1.6609121991441008e-16,1.2730129729517908e-16,4.204075341257078e-05
279,0.009801,1628179710.000001,1247957150.0,0.06171735296960002,0.03685477803300001,2942.7527367478683,2601.9228088746654,5.631142660078047e-08,4.48116355348261e-08,8500.646944377899,30079.233379507,5.6458899867695555e-08,6.934996376347496e-07,3.3404197496454278,10.883333052942037,2.1930169720521,1.1768545162575734e-11,1.2410555849593195e-10,5.1158145369346346e-12,0.08229365215718841,0.10213886802912787,1.7946824922234869e-12,2.7042085532049147e-12,0.0023232304120459203,4.890575697846259e-14,2.8636672248944176e-06,2.0696909354000015,7.735403250376701e-11,5.928993761709702e-11,9.195172538181804e-07,1.7347459863936722e-17,1.5338297152859803e-17,4.7974010882432717e-05,3.098866648342821e-16,1.09651923604723e-15,3.964370006576263e-08,1.3800186292645785e-19,4.496190968319371e-19,9.059962189620153e-20,1.6772195058593637e-11,3.5494003734922103e-22,4.405335118529021e-22,1.7137040639747322e-12,3.587636275335738e-23,5.817978039361812e-20,1.0190005782205252e-07,2.3322257586969134e-15,8.489468945050625e-13,7.046213258904907e-16,3.113942748550322e-20,1.1554635525356262e-20,785456900200.0005,29.355850960973005,22.500537778275003,350845027400000.1,13112.631413616002,10050.502047716,13434554074.21659,0.25345538726547706,0.2241000182717067,1.7630730862192805,120727449.15671165,0.002759416199923064,0.0007798350562340114,1.1641033795721105,16.0436141775296,3.358718896027565e-10,0.511431023512619,785924658988.5916,17.9635508497686,5.076658171326946,9.894428640366488e-09,2.598807174514921e-19,2.0938759495994527e-19,614321430519999.8,22960.253156219005,17598.452628959003,1112820774459.999,0.0006757706348664128,0.0007761588609227616,206794551290364.7,5146.035885673927,1454.3189951672384,938698545620000.1,36901.832776608004,28284.216176628004,118580603956981.69,43152755049.51959,325492047042458.2,1904585291946.3188,54645199459307.516,150700002.06968686,7.735403250386202e-11,5.928993761719202e-11,3212125095.319515,91356861.18922353,1988792.8218037095,4.21980958734656e-05,1017144222.1460457,1367467.9395329375,3080.1469730911026,2.2780336582690294e-08,2.014187767013039e-08,1007365.7074055,8.449739990941644e-06,2.3879762518971597e-06,363136.5680016135,702157291692.3015,2290680.230475892,5.898642465810886e-05,4.752544899282959e-05,2.8636614900495197e-06,1.7496871991441016e-16,1.3410539729517916e-16,4.299623341257079e-05
280,0.009901,1644791710.000001,1260689150.0,0.06298845296960001,0.037613818033000006,3069.5927367478675,2714.0728088746646,5.952762660078045e-08,4.737103553482609e-08,8665.206944377898,30661.503379506998,5.8098099867695545e-08,7.136346376347494e-07,3.4569997496454272,11.263163052942035,2.2695539720521,1.2333585162575731e-11,1.3006415849593192e-10,5.361434536934633e-12,0.08788425215718837,0.10907766802912783,1.943322492223486e-12,2.9281785532049134e-12,0.0024624204120459194,5.250215697846257e-14,2.985907224894417e-06,2.0908119354000014,7.8947232503767e-11,6.051103761709702e-11,9.591502538181802e-07,1.8338259863936715e-17,1.6214347152859798e-17,4.890269088243271e-05,3.1888376483428205e-16,1.12835523604723e-15,4.102730006576262e-08,1.4462766292645782e-19,4.712060968319369e-19,9.49495218962015e-20,1.791159505859363e-11,3.8433703734922085e-22,4.770195118529018e-22,1.8163740639747316e-12,3.851466275335736e-23,6.06632803936181e-20,1.0190005841216252e-07,2.4654357586969127e-15,8.753638945050624e-13,7.384523258904905e-16,3.37186274855032e-20,1.2407525525356256e-20,793472300200.0005,29.960470960973,22.963947778275,354425327400000.1,13382.701413616,10257.492047715998,14013614074.216587,0.267931387265477,0.23689901827170662,1.7868180862192804,123064449.15671164,0.0028395311999230635,0.0008024760562340113,1.1797813795721104,17.004844177529595,3.6057088960275635e-10,0.518319023512619,801138658988.5914,18.485090849768596,5.224048171326944,1.0566608640366484e-08,2.8140471745149196e-19,2.267295949599452e-19,620590530519999.8,23433.143156219,17960.902628959,1124525774459.999,0.0007077196348664126,0.0008326348609227612,211927751290364.66,5322.005885673926,1504.0489951672382,948571645620000.1,37646.582776608,28855.026176628002,121912903956981.67,44587655049.519585,329107747042458.2,1972534291946.3184,56180799459307.51,150700002.09080786,7.894723250386201e-11,6.051103761719202e-11,3380455095.3195143,95563061.1892235,2116722.8218037086,4.5485395873465576e-05,1060282222.1460454,1461786.939532937,3080.1516245911025,2.2780452862690293e-08,2.014198049013039e-08,1007365.7521705,8.449741525541645e-06,2.3879766855771596e-06,385946.56800161337,717077291692.3014,2431140.230475891,6.348402465810884e-05,5.114914899282957e-05,2.985901490049519e-06,1.841895199144101e-16,1.411726972951791e-16,4.395775341257079e-05
281,0.010001,1661403710.000001,1273421150.0,0.06427255296960001,0.038380598033,3199.962736747867,2829.342808874664,6.288142660078042e-08,5.003993553482607e-08,8830.836944377897,31247.573379506994,5.976379986769554e-08,7.340946376347494e-07,3.5760397496454264,11.651003052942032,2.347705972052099,1.2918205162575727e-11,1.3622935849593188e-10,5.615574536934632e-12,0.09376555215718833,0.11637716802912779,2.1019824922234854e-12,3.167248553204912e-12,0.0026079204120459183,5.631135697846255e-14,3.111517224894416e-06,2.1119329354000014,8.0556732503767e-11,6.174463761709701e-11,9.998882538181798e-07,1.9371459863936707e-17,1.7127877152859793e-17,4.9837420882432703e-05,3.28026364834282e-16,1.1607062360472298e-15,4.244010006576261e-08,1.5148316292645777e-19,4.935420968319368e-19,9.945022189620147e-20,1.911029505859362e-11,4.1571603734922066e-22,5.159655118529016e-22,1.923704063974731e-12,4.1308962753357344e-23,6.321538039361808e-20,1.0190005900227252e-07,2.604345758696912e-15,9.022888945050622e-13,7.734553258904904e-16,3.6471627485503184e-20,1.331115552535625e-20,801487700200.0005,30.571260960973,23.432087778274997,358005627400000.1,13655.521413615998,10466.602047715996,14608814074.216583,0.2830263872654769,0.25024601827170656,1.8105630862192803,125416749.15671162,0.002920942199923063,0.0008254840562340111,1.1954593795721102,18.009644177529587,3.867308896027562e-10,0.525207023512619,816451658988.5913,19.015070849768595,5.373828171326943,1.127372864036648e-08,3.0437971745149183e-19,2.4524059495994505e-19,626859630519999.8,23910.863156219,18327.052628958998,1136223774459.999,0.0007406496348664124,0.0008922718609227609,217109951290364.62,5501.365885673925,1554.7369951672379,958439045620000.1,38398.49277660799,29431.326176627997,125281203956981.66,46044855049.51958,332717747042458.2,2042037291946.3179,57732999459307.5,150700002.11192885,8.0556732503862e-11,6.1744637617192e-11,3554775095.3195133,99900461.18922347,2250852.8218037076,4.8977695873465556e-05,1104627222.1460452,1561040.9395329363,3080.1556324911026,2.2780554512690293e-08,2.014207036613039e-08,1007365.7899405,8.449742832741644e-06,2.3879770550071597e-06,409774.56800161325,732094291692.3013,2578220.23047589,6.82627246581088e-05,5.499934899282955e-05,3.111511490049518e-06,1.9376151991441004e-16,1.4850919729517906e-16,4.4925103412570785e-05
282,0.011001,1827523710.0000012,1400741150.0,0.07724355296960002,0.046125898033000004,4539.462736747868,4013.642808874665,9.783342660078046e-08,7.78549355348261e-08,10497.736944377899,37145.673379506996,7.668679986769555e-08,9.419546376347496e-07,4.7912397496454275,15.610103052942035,3.1454759720521,1.8964405162575733e-11,1.9998935849593195e-10,8.243874536934635e-12,0.1555865521571884,0.19310616802912783,3.793982492223487e-12,5.716748553204914e-12,0.00412792041204592,9.662535697846259e-14,4.401717224894417e-06,2.3231429354000017,9.681373250376701e-11,7.420463761709702e-11,1.4184282538181802e-06,3.0139459863936716e-17,2.6648277152859803e-17,5.924452088243271e-05,4.209093648342821e-16,1.48936623604723e-15,5.6861100065762626e-08,2.2238316292645783e-19,7.245420968319369e-19,1.4599622189620152e-19,3.171029505859363e-11,7.50346037349221e-22,9.31285511852902e-22,3.0449040639747318e-12,7.088296275335737e-23,8.94293803936181e-20,1.0190006490337252e-07,4.051945758696913e-15,1.1766588945050623e-12,1.1354653258904906e-15,6.58306274855032e-20,2.287765552535626e-20,881641700200.0006,36.740760960973006,28.160687778275,393808627400000.1,16411.321413616,12578.802047715999,20723814074.21659,0.44034638726547704,0.3893460182717067,2.0480130862192807,149089749.15671164,0.003748032199923064,0.0010592240562340113,1.3522393795721104,28.505644177529597,6.636008896027564e-10,0.5940870235126191,970561658988.5914,24.3993708497686,6.8954281713269445,1.8706728640366486e-08,5.493897174514921e-19,4.426505949599452e-19,689550630519999.8,28736.263156219004,22025.452628959,1253143774459.999,0.0010798696348664127,0.0015214518609227615,269414951290364.7,7328.765885673926,2071.1869951672384,1057057045620000.2,45989.192776608,35249.226176628,159318203956981.7,60838855049.51959,368761747042458.25,2752757291946.3184,73417999459307.52,150700002.32313886,9.681373250386202e-11,7.420463761719202e-11,5358875095.319515,144607461.1892235,3656152.8218037086,8.604569587346559e-05,1560317222.1460457,2604640.9395329375,3080.1910104911026,2.2781464662690295e-08,2.014287509613039e-08,1007366.1165205,8.449754242741644e-06,2.3879802796071595e-06,658474.5680016135,883224291692.3014,4117320.2304758914,0.00011899672465810885,9.587634899282959e-05,4.40171149004952e-06,2.9307251991441016e-16,2.2462619729517913e-16,5.4654903412570794e-05
283,0.012001,1993643710.000001,1528061150.0,0.09151155296960001,0.054645498033,6255.462736747866,5530.842808874664,1.4910142660078042e-07,1.1865293553482607e-07,12264.436944377898,43397.273379506994,9.627179986769554e-08,1.1825246376347494e-06,6.262239749645426,20.40290305294203,4.111225972052099,2.7241605162575726e-11,2.872773584959319e-10,1.1841974536934633e-11,0.2535005521571883,0.31463616802912775,6.864982492223484e-12,1.034414855320491e-11,0.006409520412045918,1.6501835697846253e-13,6.050717224894416e-06,2.5343529354000016,1.14695732503767e-10,8.791063761709701e-11,1.9546182538181795e-06,4.5933459863936705e-17,4.061227715285979e-17,6.92153208824327e-05,5.28409364834282e-16,1.8697362360472296e-15,7.431910006576262e-08,3.1944416292645775e-19,1.0407720968319366e-18,2.0971822189620146e-19,5.166629505859361e-11,1.3577060373492205e-21,1.6851155118529016e-21,4.7279040639747306e-12,1.2105496275335734e-22,1.2293238039361806e-19,1.0190007080447253e-07,6.175345758696911e-15,1.5039388945050621e-12,1.6310453258904903e-15,1.1912062748550316e-19,3.915865552535625e-20,961794700200.0005,43.527160960973,33.362087778275,429611627400000.1,19442.621413615998,14902.202047715997,28557814074.216583,0.6710963872654768,0.5933760182717065,2.2854630862192806,174181749.1567116,0.004705252199923063,0.001329744056234011,1.5090193795721103,44.26164417752958,1.1333108896027561e-09,0.662967023512619,1133901658988.5913,30.630770849768595,8.656528171326944,3.0479728640366475e-08,9.940897174514917e-19,8.009505949599449e-19,752240630519999.8,34044.163156219,26093.652628958997,1369483774459.999,0.0015233596348664122,0.0025491518609227605,326125951290364.6,9492.265885673925,2682.606995167238,1155184045620000.2,54297.39277660799,41617.026176627995,196578203956981.66,77780855049.51958,404314747042458.25,3628637291946.3174,90588999459307.5,150700002.53434888,1.1469573250386201e-10,8.791063761719201e-11,7826375095.319513,203802461.18922344,5814052.821803707,0.00015037469587346553,2147557222.146045,4259040.939532936,3080.2165604911024,2.2782217242690293e-08,2.014354051613039e-08,1007366.3116605,8.449761687041644e-06,2.3879823834071594e-06,1024484.5680016133,1043394291692.3013,6467920.2304758895,0.00020779072465810876,0.00016741834899282952,6.050711490049519e-06,4.3269251991441005e-16,3.3163619729517907e-16,6.483590341257078e-05
