sim_nNH3,exp_nNH3,sim_nN2,exp_nN2,sim_nH2,exp_nH2
1.153327715383731,1.1784086533120806,0.03642713085563598,0.023886661891461,0.10928139256690794,0.0716599856743832
2.370663498545489,2.3869004400124485,0.04085022782225822,0.0327317570887783,0.12255068346677467,0.098195271266335
3.5925921637200826,3.5861580529493,0.04297688378246267,0.0461939391678538,0.12893065134738801,0.1385818175035613
1.0235327811686128,1.0861444811036514,0.10132459796319504,0.0700187479956756,0.3039737938895851,0.2100562439870268
2.21313066965744,2.2434539483257456,0.11961664226628255,0.1044550029321299,0.35884992679884764,0.3133650087963898
3.4178220298449484,3.433309535866007,0.13036195072002976,0.1226181977095002,0.3910858521600893,0.3678545931285008
0.7756836230997574,0.8325727030737534,0.22524917699762276,0.1968046370106246,0.6757475309928682,0.5904139110318738
1.8985712157420565,1.926751036261,0.2768963692239744,0.2628064589645026,0.8306891076719233,0.7884193768935079
3.0614766662560147,3.062233799189971,0.30853463251449664,0.3081560660475181,0.9256038975434899,0.9244681981425544
0.40737909055459753,0.4121277194229459,0.40940144327020267,0.4070271288360284,1.228204329810608,1.2210813865080852
1.375244948821505,1.368514564198316,0.5385595026842501,0.5419246949958447,1.6156785080527505,1.6257740849875342
2.4484023763722242,2.4523639541900053,0.6150717774563919,0.6130909885475012,1.8452153323691756,1.8392729656425035
0.07630871241061021,0.0574772801763282,0.5749366323421963,0.5843523484593371,1.7248098970265888,1.7530570453780114
0.6891520963742874,0.6397471184843491,0.8816059289078589,0.906308417852828,2.6448177867235767,2.7189252535584845
1.5649757675638698,1.5958609600093143,1.056785081860569,1.0413424856378466,3.1703552455817072,3.12402745691354
0.0003333458941048238,0.0024499140401497,0.612924315600449,0.6118660315274265,1.8387729468013472,1.8355980945822796
0.13286553967936496,0.0961711354584317,1.1597492072553202,1.1780964093657869,3.4792476217659605,3.534289228097361
0.6111426520724754,0.6688265329609107,1.5337016396062664,1.5048596991620484,4.601104918818799,4.514579097486145
