Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A],
2025-10-31-,17,24,37,21.35,49.51,-1.6,-1.52,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.6,313.3,326.7,357.2,371.4,377.9,385.4,379.2,366.2,416.5,432.3,409.1,410.1,370,349.7,346,288.2,1448.5,1448.5,0.005,2.71,50,135.5
2025-10-31-,17,24,38,21.37,49.51,-1.58,-1.52,-0.99,-0.08,-0.3,200,100,0,100,100,0,90.6,313.3,326.7,357.2,371.4,377.9,385.4,379.6,366.5,416.9,432.7,409.4,410.4,370.3,350,346.2,288.4,1448.5,1448.5,0.005,2.71,50,135.5
2025-10-31-,17,24,39,21.38,49.54,-1.59,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,313.3,326.7,357.2,371.4,377.9,385.4,379.6,366.5,416.9,432.7,409.4,410.4,370.3,350,346.2,288.4,1448.5,1448.5,0.005,2.71,50,135.5
2025-10-31-,17,24,40,21.4,49.54,-1.59,-1.53,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.6,313.6,326.9,357.5,371.7,378.2,385.7,379.6,366.5,416.9,432.7,409.4,410.4,370.3,350,346.2,288.4,1448.5,1448.5,0.005,2.71,50,135.5
2025-10-31-,17,24,41,21.42,49.5,-1.58,-1.53,-0.99,-0.08,-0.3,200,100,0,100,100,0,90.6,313.6,326.9,357.5,371.7,378.2,385.7,379.9,366.8,417.2,433,409.7,410.7,370.6,350.2,346.4,288.6,1448.5,1448.5,0.005,2.71,50,135.5
2025-10-31-,17,24,42,21.43,49.51,-1.59,-1.51,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,313.6,326.9,357.5,371.7,378.2,385.7,379.9,366.8,417.2,433,409.7,410.7,370.6,350.2,346.4,288.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,43,21.45,49.53,-1.6,-1.53,-1.03,-0.08,-0.3,200,100,0,100,100,0,90.6,313.8,327.3,357.8,372.1,378.5,386,380.2,366.8,417.5,433,410,410.7,370.6,350.2,346.4,288.6,1448.5,1448.5,0.005,2.71,50,135.5
2025-10-31-,17,24,44,21.47,49.5,-1.59,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,313.8,327.3,357.8,372.1,378.5,386,380.2,367.2,417.5,433.3,410,410.9,370.9,350.5,346.6,288.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,45,21.48,49.5,-1.59,-1.5,-0.99,-0.08,-0.3,200,100,0,100,100,0,90.6,313.8,327.3,357.8,372.1,378.5,386,380.2,367.2,417.5,433.3,410,410.9,370.9,350.5,346.6,288.8,1448.5,1448.5,0.005,2.71,50,135.5
2025-10-31-,17,24,46,21.5,49.5,-1.59,-1.53,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.6,314.1,327.5,358.1,372.3,378.9,386.4,380.6,367.6,417.8,433.6,410.3,411.3,370.9,350.5,346.6,288.8,1448.5,1448.5,0.005,2.71,50,135.5
2025-10-31-,17,24,47,21.52,49.51,-1.59,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,314.1,327.5,358.1,372.3,378.9,386.4,380.6,367.6,417.8,433.6,410.3,411.3,371.2,350.7,346.8,289,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,48,21.53,49.5,-1.59,-1.52,-1.01,-0.08,-0.3,200,99.9,0,100,100,0,90.6,314.1,327.5,358.1,372.3,378.9,386.4,380.6,367.6,417.8,433.6,410.3,411.3,371.2,350.7,346.8,289,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,49,21.55,49.54,-1.59,-1.52,-1.01,-0.08,-0.3,200,99.9,0,100,100,0,90.6,314.3,327.8,358.4,372.6,379.2,386.7,380.9,367.9,418.2,434,410.6,411.5,371.2,350.7,346.8,289,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,50,21.57,49.5,-1.58,-1.51,-1,-0.08,-0.3,200,99.9,0,100,100,0,90.6,314.3,327.8,358.4,372.6,379.2,386.7,380.9,367.9,418.2,434,410.6,411.5,371.4,351,347,289.2,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,51,21.58,49.51,-1.6,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,314.3,327.8,358.4,372.6,379.2,386.7,380.9,367.9,418.2,434,410.6,411.5,371.4,351,347,289.2,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,52,21.6,49.5,-1.58,-1.51,-0.99,-0.08,-0.3,200,100,0,100,100,0,90.6,314.5,328,358.7,372.9,379.5,387,381.2,368.2,418.5,434.2,410.9,411.8,371.7,351,347.2,289.2,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,53,21.62,49.51,-1.59,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,314.5,328,358.7,372.9,379.5,387,381.2,368.2,418.5,434.2,410.9,411.8,371.7,351.3,347.2,289.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,54,21.63,49.51,-1.58,-1.53,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,314.8,328,359,372.9,379.8,387,381.2,368.2,418.5,434.2,410.9,411.8,371.7,351.3,347.2,289.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,55,21.65,49.5,-1.6,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,314.8,328.3,359,373.2,379.8,387.3,381.6,368.6,418.8,434.5,411.2,412.1,372,351.5,347.5,289.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,56,21.67,49.51,-1.59,-1.51,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,314.8,328.3,359,373.2,379.8,387.3,381.6,368.6,418.8,434.5,411.2,412.1,372,351.5,347.5,289.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,57,21.68,49.51,-1.58,-1.51,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,315.1,328.3,359.3,373.2,380.1,387.3,381.6,368.6,418.8,434.5,411.2,412.1,372,351.5,347.5,289.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,58,21.7,49.5,-1.6,-1.51,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.6,315.1,328.6,359.3,373.5,380.1,387.7,381.9,368.9,419.2,434.9,411.5,412.4,372.3,351.8,347.7,289.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,24,59,21.72,49.51,-1.59,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,315.1,328.6,359.3,373.5,380.1,387.7,381.9,368.9,419.2,434.9,411.5,412.4,372.3,351.8,347.7,289.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,0,21.73,49.51,-1.59,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,315.3,328.8,359.5,373.7,380.4,388,381.9,368.9,419.2,434.9,411.5,412.4,372.3,351.8,347.7,289.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,1,21.75,49.55,-1.6,-1.51,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.6,315.3,328.8,359.5,373.7,380.4,388,382.2,369.2,419.5,435.1,411.8,412.7,372.5,352,347.9,290,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,2,21.77,49.49,-1.6,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,315.3,328.8,359.5,373.7,380.4,388,382.2,369.2,419.5,435.1,411.8,412.7,372.5,352,347.9,290,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,3,21.78,49.53,-1.57,-1.53,-1.03,-0.08,-0.3,200,100,0,100,100,0,90.7,315.5,329,359.8,374,380.7,388.3,382.5,369.2,419.8,435.1,412.1,412.7,372.5,352,347.9,290,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,4,21.8,49.5,-1.6,-1.52,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,315.5,329,359.8,374,380.7,388.3,382.5,369.5,419.8,435.4,412.1,412.9,372.9,352.3,348.1,290.2,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,5,21.82,49.55,-1.59,-1.51,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,315.5,329,359.8,374,380.7,388.3,382.5,369.5,419.8,435.4,412.1,412.9,372.9,352.3,348.1,290.2,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,6,21.83,49.5,-1.6,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.6,315.8,329.4,360.2,374.3,381.1,388.6,382.8,369.9,420.1,435.7,412.4,413.2,372.9,352.3,348.1,290.2,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,7,21.85,49.5,-1.59,-1.51,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.6,315.8,329.4,360.2,374.3,381.1,388.6,382.8,369.9,420.1,435.7,412.4,413.2,373.2,352.5,348.3,290.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,8,21.87,49.49,-1.59,-1.53,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,315.8,329.4,360.2,374.3,381.1,388.6,382.8,369.9,420.1,435.7,412.4,413.2,373.2,352.5,348.3,290.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,9,21.88,49.5,-1.59,-1.53,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,316,329.6,360.4,374.6,381.4,389,383.2,370.2,420.5,436.1,412.7,413.6,373.4,352.5,348.5,290.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,10,21.9,49.5,-1.59,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,316,329.6,360.4,374.6,381.4,389,383.2,370.2,420.5,436.1,412.7,413.6,373.4,352.7,348.5,290.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,11,21.92,49.51,-1.59,-1.51,-0.99,-0.08,-0.3,200,100,0,100,100,0,90.7,316,329.6,360.4,374.6,381.4,389,383.2,370.2,420.5,436.1,412.7,413.6,373.4,352.7,348.5,290.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,12,21.93,49.5,-1.59,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,316.2,329.8,360.7,374.9,381.7,389.3,383.5,370.6,420.8,436.4,413,413.8,373.7,352.7,348.7,290.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,13,21.95,49.5,-1.58,-1.52,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,316.2,329.8,360.7,374.9,381.7,389.3,383.5,370.6,420.8,436.4,413,413.8,373.7,353,348.7,290.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,14,21.97,49.53,-1.6,-1.52,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,316.5,329.8,361,374.9,382,389.3,383.5,370.6,420.8,436.4,413,413.8,373.7,353,348.7,290.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,15,21.98,49.51,-1.6,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,316.5,330.1,361,375.1,382,389.6,383.8,370.9,421.1,436.6,413.3,414.1,374,353.3,348.9,291,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,16,22,49.54,-1.59,-1.54,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,316.5,330.1,361,375.1,382,389.6,383.8,370.9,421.1,436.6,413.3,414.1,374,353.3,348.9,291,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,17,22.02,49.51,-1.58,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,316.7,330.3,361.3,375.5,382.3,390,383.8,370.9,421.1,436.6,413.3,414.1,374,353.3,348.9,291,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,18,22.03,49.51,-1.6,-1.52,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,316.7,330.3,361.3,375.5,382.3,390,384.1,371.3,421.4,436.9,413.6,414.4,374.3,353.5,349.1,291.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,19,22.05,49.51,-1.59,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,316.7,330.3,361.3,375.5,382.3,390,384.1,371.3,421.4,436.9,413.6,414.4,374.3,353.5,349.1,291.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,20,22.07,49.5,-1.59,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,316.9,330.6,361.5,375.7,382.6,390.3,384.1,371.3,421.4,436.9,413.6,414.4,374.3,353.5,349.1,291.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,21,22.08,49.51,-1.59,-1.52,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,316.9,330.6,361.5,375.7,382.6,390.3,384.5,371.5,421.7,437.2,413.9,414.7,374.5,353.7,349.3,291.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,22,22.1,49.51,-1.59,-1.52,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,316.9,330.6,361.5,375.7,382.6,390.3,384.5,371.5,421.7,437.2,413.9,414.7,374.5,353.7,349.3,291.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,23,22.12,49.5,-1.59,-1.52,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,317.2,330.9,361.8,376,382.9,390.6,384.8,371.5,422,437.2,414.2,414.7,374.5,353.7,349.3,291.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,24,22.13,49.5,-1.6,-1.53,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,317.2,330.9,361.8,376,382.9,390.6,384.8,371.9,422,437.5,414.2,415,374.8,353.9,349.6,291.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,25,22.15,49.51,-1.59,-1.53,-0.99,-0.08,-0.3,200,100,0,100,100,0,90.7,317.2,330.9,361.8,376,382.9,390.6,384.8,371.9,422,437.5,414.2,415,374.8,353.9,349.6,291.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,26,22.17,49.51,-1.6,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,317.4,331.1,362.1,376.3,383.2,390.9,385.1,372.2,422.3,437.8,414.4,415.2,374.8,353.9,349.6,291.6,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,27,22.18,49.51,-1.59,-1.52,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,317.4,331.1,362.1,376.3,383.2,390.9,385.1,372.2,422.3,437.8,414.4,415.2,375.1,354.2,349.8,291.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,28,22.2,49.51,-1.6,-1.53,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.7,317.4,331.1,362.1,376.3,383.2,390.9,385.1,372.2,422.3,437.8,414.4,415.2,375.1,354.2,349.8,291.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,29,22.22,49.51,-1.6,-1.53,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.7,317.7,331.4,362.4,376.6,383.5,391.2,385.5,372.5,422.7,438.1,414.7,415.5,375.4,354.2,350,291.8,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,30,22.23,49.5,-1.6,-1.52,-1.01,-0.08,-0.3,200,100,0,100.1,100,0,90.7,317.7,331.4,362.4,376.6,383.5,391.2,385.5,372.5,422.7,438.1,414.7,415.5,375.4,354.4,350,291.9,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,31,22.25,49.51,-1.58,-1.53,-1,-0.08,-0.3,200,100,0,100.1,100,0,90.7,317.9,331.4,362.6,376.6,383.8,391.2,385.5,372.5,422.7,438.1,414.7,415.5,375.4,354.4,350,291.9,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,32,22.27,49.52,-1.6,-1.53,-0.99,-0.08,-0.3,200,100,0,100.1,100,0,90.7,317.9,331.6,362.6,376.9,383.8,391.5,385.8,372.8,423,438.4,415,415.8,375.6,354.7,350.2,292.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,33,22.28,49.52,-1.59,-1.51,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.7,317.9,331.6,362.6,376.9,383.8,391.5,385.8,372.8,423,438.4,415,415.8,375.6,354.7,350.2,292.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,34,22.3,49.5,-1.58,-1.51,-0.99,-0.08,-0.3,200,100,0,100.1,100,0,90.7,318.1,331.9,362.9,377.1,384.1,391.8,385.8,372.8,423,438.4,415,415.8,375.6,354.7,350.2,292.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,35,22.32,49.53,-1.59,-1.52,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.7,318.1,331.9,362.9,377.1,384.1,391.8,386,373.2,423.2,438.7,415.3,416,375.9,354.9,350.4,292.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,36,22.33,49.51,-1.6,-1.54,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.7,318.1,331.9,362.9,377.1,384.1,391.8,386,373.2,423.2,438.7,415.3,416,375.9,354.9,350.4,292.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,37,22.35,49.51,-1.6,-1.52,-0.99,-0.08,-0.3,200,100,0,100.1,100,0,90.6,318.3,332.1,363.3,377.4,384.4,392.2,386.3,373.2,423.6,438.7,415.6,416,375.9,354.9,350.4,292.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,38,22.37,49.51,-1.59,-1.51,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.6,318.3,332.1,363.3,377.4,384.4,392.2,386.3,373.5,423.6,439,415.6,416.3,376.1,355.2,350.5,292.5,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,39,22.38,49.54,-1.59,-1.53,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.6,318.3,332.1,363.3,377.4,384.4,392.2,386.3,373.5,423.6,439,415.6,416.3,376.1,355.2,350.5,292.5,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,40,22.4,49.5,-1.6,-1.51,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.6,318.6,332.4,363.5,377.7,384.7,392.5,386.7,373.5,423.9,439,415.9,416.3,376.1,355.2,350.5,292.5,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,41,22.42,49.5,-1.59,-1.52,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.6,318.6,332.4,363.5,377.7,384.7,392.5,386.7,373.8,423.9,439.3,415.9,416.6,376.4,355.4,350.8,292.7,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,42,22.43,49.51,-1.59,-1.53,-1.01,-0.08,-0.3,200,100,0,100.1,100,0,90.6,318.6,332.4,363.5,377.7,384.7,392.5,386.7,373.8,423.9,439.3,415.9,416.6,376.4,355.4,350.8,292.7,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,43,22.45,49.52,-1.6,-1.53,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.6,318.8,332.6,363.7,378,385,392.8,387,374.1,424.2,439.6,416.2,416.9,376.4,355.4,350.8,292.7,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,44,22.47,49.51,-1.57,-1.52,-1.02,-0.08,-0.3,200,100,0,100.1,100,0,90.6,318.8,332.6,363.7,378,385,392.8,387,374.1,424.2,439.6,416.2,416.9,376.7,355.6,351,292.9,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,45,22.48,49.51,-1.59,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,318.8,332.6,363.7,378,385,392.8,387,374.1,424.2,439.6,416.2,416.9,376.7,355.6,351,292.9,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,46,22.5,49.51,-1.59,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,319,332.9,364,378.2,385.3,393.1,387.3,374.5,424.5,439.8,416.5,417.1,377,355.6,351.2,292.9,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,47,22.52,49.53,-1.59,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,319,332.9,364,378.2,385.3,393.1,387.3,374.5,424.5,439.8,416.5,417.1,377,355.8,351.2,293.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,48,22.53,49.5,-1.59,-1.51,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,319.2,332.9,364.3,378.2,385.7,393.1,387.3,374.5,424.5,439.8,416.5,417.1,377,355.8,351.2,293.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,49,22.55,49.54,-1.6,-1.52,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,319.2,333.1,364.3,378.5,385.7,393.4,387.7,374.8,424.9,440.2,416.7,417.4,377.2,356.1,351.4,293.3,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,50,22.57,49.5,-1.6,-1.53,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,319.2,333.1,364.3,378.5,385.7,393.4,387.7,374.8,424.9,440.2,416.7,417.4,377.2,356.1,351.4,293.3,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,51,22.58,49.53,-1.59,-1.52,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,319.5,333.1,364.6,378.5,386,393.4,387.7,374.8,424.9,440.2,416.7,417.4,377.2,356.1,351.4,293.3,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,52,22.6,49.54,-1.59,-1.52,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,319.5,333.4,364.6,378.8,386,393.7,388,375.1,425.2,440.5,417,417.7,377.4,356.4,351.6,293.5,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,53,22.62,49.51,-1.59,-1.54,-1.03,-0.08,-0.3,200,100,0,100,100,0,90.7,319.5,333.4,364.6,378.8,386,393.7,388,375.1,425.2,440.5,417,417.7,377.4,356.4,351.6,293.5,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,54,22.63,49.5,-1.6,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,319.7,333.6,364.9,379.1,386.2,394,388,375.1,425.2,440.5,417,417.7,377.4,356.4,351.6,293.5,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,55,22.65,49.51,-1.6,-1.52,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,319.7,333.6,364.9,379.1,386.2,394,388.3,375.5,425.4,440.8,417.3,418,377.7,356.6,351.8,293.7,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,56,22.67,49.5,-1.59,-1.51,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,319.7,333.6,364.9,379.1,386.2,394,388.3,375.5,425.4,440.8,417.3,418,377.7,356.6,351.8,293.7,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,57,22.68,49.51,-1.6,-1.51,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,319.9,333.9,365.1,379.3,386.6,394.3,388.5,375.5,425.7,440.8,417.6,418,377.7,356.6,351.8,293.7,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,58,22.7,49.5,-1.6,-1.52,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,319.9,333.9,365.1,379.3,386.6,394.3,388.5,375.8,425.7,441,417.6,418.2,378,356.8,352,293.9,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,25,59,22.72,49.51,-1.6,-1.53,-1.01,-0.08,-0.3,200,100,0,100,100,0,90.7,319.9,333.9,365.1,379.3,386.6,394.3,388.5,375.8,425.7,441,417.6,418.2,378,356.8,352,293.9,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,0,22.73,49.5,-1.6,-1.53,-1.02,-0.08,-0.3,200,100,0,100,100,0,90.7,320.1,334.1,365.4,379.6,386.9,394.7,388.9,376,426.1,441.3,417.8,418.5,378,356.8,352,293.9,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,1,22.75,49.51,-1.59,-1.53,-1,-0.08,-0.3,200,100,0,100,100,0,90.7,320.1,334.1,365.4,379.6,386.9,394.7,388.9,376,426.1,441.3,417.8,418.5,378.3,357.1,352.2,294.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,2,22.77,49.5,-1.6,-1.53,-0.99,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.1,334.1,365.4,379.6,386.9,394.7,388.9,376,426.1,441.3,417.8,418.5,378.3,357.1,352.2,294.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,3,22.78,49.51,-1.6,-1.53,-1.01,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.4,334.3,365.7,379.9,387.1,394.9,389.2,376.4,426.4,441.6,418.1,418.7,378.5,357.1,352.4,294.1,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,4,22.8,49.54,-1.59,-1.52,-1,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.4,334.3,365.7,379.9,387.1,394.9,389.2,376.4,426.4,441.6,418.1,418.7,378.5,357.3,352.4,294.3,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,5,22.82,49.51,-1.6,-1.52,-1,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.4,334.3,365.7,379.9,387.1,394.9,389.2,376.4,426.4,441.6,418.1,418.7,378.5,357.3,352.4,294.3,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,6,22.83,49.5,-1.6,-1.51,-1.01,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.6,334.6,366,380.2,387.4,395.3,389.5,376.7,426.7,441.9,418.4,419,378.8,357.3,352.6,294.3,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,7,22.85,49.54,-1.6,-1.52,-1,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.6,334.6,366,380.2,387.4,395.3,389.5,376.7,426.7,441.9,418.4,419,378.8,357.5,352.6,294.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,8,22.87,49.5,-1.6,-1.53,-1.01,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.8,334.6,366.2,380.2,387.8,395.3,389.5,376.7,426.7,441.9,418.4,419,378.8,357.5,352.6,294.4,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,9,22.88,49.52,-1.6,-1.51,-1.02,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.8,334.8,366.2,380.4,387.8,395.6,389.8,377.1,427,442.1,418.7,419.3,379.1,357.7,352.8,294.7,1448.5,1448.5,0.005,2.72,50,136
2025-10-31-,17,26,10,22.9,49.5,-1.57,-1.51,-1,-0.08,-0.3,200,100,0,99.9,100,0,90.7,320.8,334.8,366.2,380.4,387.8,395.6,389.8,377.1,427,442.1,418.7,419.3,379.1,357.7,352.8,294.7,1448.5,1448.5,0.005,2.72,50,136
