Date,Hour, Min., Sec., Elapse[min.],MFC-1[sccm],MFC-2[sccm],MFC-3[sccm],MFC-4[sccm],MFC-5[sccm],MFC-6[sccm],Pre-HT['C],HJ['C],HB-1['C],HB-2['C],HB-3['C],HB-4['C],HB-5['C],TI-1['C],TI-2['C],TI-3['C],TI-4['C],TI-5['C],TI-6['C],TI-7['C],TI-8['C],TI-9['C],TI-10['C],TI-11['C],TI-12['C],TI-13['C],TI-14['C],TI-15['C],TI-16['C],TI-SP1['C],TI-SP2['C],PT-1[bar],Volt[V],Curr[A],
2025-10-31-,17,3,32,0.27,-1.74,-1.58,-1.52,-1,-0.08,-0.3,200,99.9,0,101.5,100.1,0,90.3,50.2,50.6,55.5,58.3,60.6,62.5,61.1,57.2,62.4,67,58.3,59.2,51.2,49.8,54.4,44.6,1448.5,1448.5,0,2.62,50,131
2025-10-31-,17,3,33,0.28,70.34,-1.59,-1.53,-0.99,-0.08,-0.3,200,99.9,0,101.5,100.1,0,90.3,50.2,50.6,55.5,58.3,60.6,62.5,62.1,57.8,63.6,68.5,59.4,60.6,52.1,50.8,55.8,45.3,1448.5,1448.5,0,2.62,50,131
2025-10-31-,17,3,34,0.3,45.7,-1.57,-1.52,-1,-0.08,-0.3,200,99.8,0,101.5,100.1,0,90.3,50.2,50.6,55.5,58.3,60.6,62.5,62.1,57.8,63.6,68.5,59.4,60.6,52.1,50.8,55.8,45.3,1448.5,1448.5,0.002,2.62,50,131
2025-10-31-,17,3,35,0.32,46.3,-1.57,-1.53,-1,-0.08,-0.3,200,99.8,0,101.5,100.1,0,90.3,51.1,51.5,56.5,59.3,61.8,63.6,63.2,57.8,64.8,68.5,60.5,60.6,52.1,50.8,55.8,45.3,1448.5,1448.5,0.002,2.62,50,131
2025-10-31-,17,3,36,0.33,47.46,-1.57,-1.53,-0.99,-0.08,-0.3,200,99.8,0,101.5,100.1,0,90.3,51.1,51.5,56.5,59.3,61.8,63.6,63.2,58.5,64.8,70,60.5,61.8,53,51.8,57.1,46.1,1448.5,1448.5,0.002,2.62,50,131
2025-10-31-,17,3,37,0.35,47.78,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.5,100.1,0,90.3,51.1,51.5,56.5,59.3,61.8,63.6,63.2,58.5,64.8,70,60.5,61.8,53,51.8,57.1,46.1,1448.5,1448.5,0.004,2.62,50,131
2025-10-31-,17,3,38,0.37,48.05,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,101.5,100.2,0,90.3,52.2,52.5,57.5,60.4,63,64.8,64.2,58.5,66,70,61.8,61.8,53,51.8,57.1,46.1,1448.5,1448.5,0.004,2.62,50,131
2025-10-31-,17,3,39,0.38,48.25,-1.58,-1.53,-1.02,-0.08,-0.3,200,99.9,0,101.5,100.2,0,90.3,52.2,52.5,57.5,60.4,63,64.8,64.2,59.3,66,71.7,61.8,63.1,54,52.8,58.5,46.9,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,40,0.4,48.63,-1.56,-1.53,-1.02,-0.08,-0.3,200,99.9,0,101.6,100.2,0,90.3,52.2,52.5,57.5,60.4,63,64.8,64.2,59.3,66,71.7,61.8,63.1,54,52.8,58.5,46.9,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,41,0.42,48.67,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,101.6,100.2,0,90.3,53.2,53.5,58.7,61.5,64.2,66,65.2,60,67.2,73.3,63,64.5,54,52.8,58.5,46.9,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,42,0.43,48.75,-1.57,-1.52,-1.02,-0.08,-0.3,200,99.9,0,101.6,100.2,0,90.3,53.2,53.5,58.7,61.5,64.2,66,65.2,60,67.2,73.3,63,64.5,54.9,53.9,59.8,47.7,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,43,0.45,48.85,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,101.5,100.1,0,90.3,53.2,53.5,58.7,61.5,64.2,66,65.2,60,67.2,73.3,63,64.5,54.9,53.9,59.8,47.7,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,44,0.47,48.93,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,101.5,100.1,0,90.3,54.2,54.4,59.7,62.6,65.4,67.1,66.4,60.8,68.5,75,64.3,65.9,55.8,53.9,61.2,47.7,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,45,0.48,48.97,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.5,100.1,0,90.3,54.2,54.4,59.7,62.6,65.4,67.1,66.4,60.8,68.5,75,64.3,65.9,55.8,55,61.2,48.6,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,46,0.5,49.07,-1.59,-1.52,-1,-0.08,-0.3,200,99.9,0,101.5,100.2,0,90.3,55.3,54.4,60.9,62.6,66.6,67.1,66.4,60.8,68.5,75,64.3,65.9,55.8,55,61.2,48.6,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,47,0.52,49.09,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.5,100.2,0,90.3,55.3,55.4,60.9,63.7,66.6,68.4,67.5,61.7,69.8,76.7,65.5,67.2,56.9,56.1,62.7,49.4,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,48,0.53,49.08,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,101.5,100.2,0,90.3,55.3,55.4,60.9,63.7,66.6,68.4,67.5,61.7,69.8,76.7,65.5,67.2,56.9,56.1,62.7,49.4,1448.5,1448.5,0.005,2.62,50,131
2025-10-31-,17,3,49,0.55,49.1,-1.59,-1.54,-1.02,-0.08,-0.3,200,99.9,0,101.5,100.2,0,90.3,56.3,56.5,62,64.8,68,69.6,67.5,61.7,69.8,76.7,65.5,67.2,56.9,56.1,62.7,49.4,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,50,0.57,49.14,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.5,100.2,0,90.3,56.3,56.5,62,64.8,68,69.6,68.7,62.5,71.1,78.3,66.8,68.7,57.8,57.2,64.1,50.4,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,51,0.58,49.16,-1.57,-1.52,-1,-0.08,-0.3,200,99.9,0,101.4,100.2,0,90.3,56.3,56.5,62,64.8,68,69.6,68.7,62.5,71.1,78.3,66.8,68.7,57.8,57.2,64.1,50.4,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,52,0.6,49.21,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,101.4,100.2,0,90.3,57.5,57.5,63.2,66,69.3,70.9,68.7,62.5,71.1,78.3,66.8,68.7,57.8,57.2,64.1,50.4,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,53,0.62,49.26,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,101.4,100.2,0,90.3,57.5,57.5,63.2,66,69.3,70.9,69.8,63.4,72.5,80.1,68.2,70.1,58.8,58.3,65.6,51.3,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,54,0.63,49.28,-1.57,-1.54,-1,-0.08,-0.3,200,99.9,0,101.4,100.2,0,90.3,57.5,57.5,63.2,66,69.3,70.9,69.8,63.4,72.5,80.1,68.2,70.1,58.8,58.3,65.6,51.3,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,55,0.65,49.24,-1.59,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.4,100.2,0,90.3,58.5,58.6,64.4,67.2,70.5,72.2,70.9,63.4,73.9,80.1,69.5,70.1,58.8,58.3,65.6,51.3,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,56,0.67,49.3,-1.59,-1.53,-1.02,-0.08,-0.3,200,99.9,0,101.4,100.2,0,90.3,58.5,58.6,64.4,67.2,70.5,72.2,70.9,64.3,73.9,81.8,69.5,71.7,59.9,59.5,67.1,52.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,57,0.68,49.3,-1.58,-1.54,-1.02,-0.08,-0.3,200,99.9,0,101.3,100.2,0,90.3,58.5,58.6,64.4,67.2,70.5,72.2,70.9,64.3,73.9,81.8,69.5,71.7,59.9,59.5,67.1,52.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,58,0.7,49.3,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,101.3,100.2,0,90.3,59.6,59.6,65.6,68.4,71.9,73.4,72.2,65.2,75.3,83.4,70.9,73.1,59.9,59.5,67.1,52.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,3,59,0.72,49.31,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.3,100.2,0,90.3,59.6,59.6,65.6,68.4,71.9,73.4,72.2,65.2,75.3,83.4,70.9,73.1,60.9,60.6,68.5,53.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,0,0.73,49.31,-1.56,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.3,100.2,0,90.3,59.6,59.6,65.6,68.4,71.9,73.4,72.2,65.2,75.3,83.4,70.9,73.1,60.9,60.6,68.5,53.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,1,0.75,49.31,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,101.3,100.2,0,90.3,60.8,60.7,66.8,69.6,73.1,74.9,73.4,66.1,76.7,85.3,72.4,74.6,62.1,60.6,70.1,53.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,2,0.77,49.32,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,101.3,100.2,0,90.3,60.8,60.7,66.8,69.6,73.1,74.9,73.4,66.1,76.7,85.3,72.4,74.6,62.1,61.8,70.1,54,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,3,0.78,49.33,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,101.2,100.1,0,90.3,60.8,60.7,66.8,69.6,73.1,74.9,73.4,66.1,76.7,85.3,72.4,74.6,62.1,61.8,70.1,54,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,4,0.8,49.33,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.2,100.1,0,90.3,61.8,61.8,68.1,70.8,74.4,76.2,74.5,67,78.1,87,73.8,76.2,63.2,61.8,71.6,54,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,5,0.82,49.32,-1.58,-1.53,-1.02,-0.08,-0.3,200,99.9,0,101.2,100.1,0,90.3,61.8,61.8,68.1,70.8,74.4,76.2,74.5,67,78.1,87,73.8,76.2,63.2,63,71.6,55,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,6,0.83,49.36,-1.56,-1.53,-0.99,-0.08,-0.3,200,99.9,0,101.1,100.1,0,90.3,63,61.8,69.3,70.8,75.8,76.2,74.5,67,78.1,87,73.8,76.2,63.2,63,71.6,55,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,7,0.85,49.36,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,101.1,100.1,0,90.3,63,62.8,69.3,72,75.8,77.6,75.9,67.9,79.6,88.9,75.3,77.7,64.3,64.2,73,56,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,8,0.87,49.35,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,101.1,100.1,0,90.3,63,62.8,69.3,72,75.8,77.6,75.9,67.9,79.6,88.9,75.3,77.7,64.3,64.2,73,56,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,9,0.88,49.35,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101.1,100.1,0,90.3,64.1,64,70.6,73.3,77.2,78.9,75.9,67.9,79.6,88.9,75.3,77.7,64.3,64.2,73,56,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,10,0.9,49.37,-1.58,-1.53,-0.99,-0.08,-0.3,200,99.9,0,101.1,100.1,0,90.3,64.1,64,70.6,73.3,77.2,78.9,77.1,69,81.1,90.6,76.6,79.3,65.5,65.6,74.6,56.9,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,11,0.92,49.37,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,101,100.1,0,90.3,64.1,64,70.6,73.3,77.2,78.9,77.1,69,81.1,90.6,76.6,79.3,65.5,65.6,74.6,56.9,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,12,0.93,49.37,-1.57,-1.52,-1,-0.08,-0.3,200,99.9,0,101,100.1,0,90.3,65.2,65.1,71.7,74.5,78.6,80.3,77.1,69,81.1,90.6,76.6,79.3,65.5,65.6,74.6,56.9,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,13,0.95,49.38,-1.59,-1.53,-1.01,-0.08,-0.3,200,99.9,0,101,100.1,0,90.3,65.2,65.1,71.7,74.5,78.6,80.3,78.5,69.9,82.7,92.5,78.2,80.9,66.6,66.8,76.1,58,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,14,0.97,49.38,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,100.9,100.1,0,90.3,65.2,65.1,71.7,74.5,78.6,80.3,78.5,69.9,82.7,92.5,78.2,80.9,66.6,66.8,76.1,58,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,15,0.98,49.36,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,100.9,100.1,0,90.3,66.4,66.2,73.1,75.9,80,81.7,79.7,69.9,84.1,92.5,79.7,80.9,66.6,66.8,76.1,58,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,16,1,49.42,-1.56,-1.53,-1,-0.08,-0.3,200,99.9,0,100.9,100.1,0,90.3,66.4,66.2,73.1,75.9,80,81.7,79.7,71,84.1,94.3,79.7,82.4,67.9,68.1,77.8,58.9,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,17,1.02,49.37,-1.57,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.9,100.1,0,90.3,66.4,66.2,73.1,75.9,80,81.7,79.7,71,84.1,94.3,79.7,82.4,67.9,68.1,77.8,58.9,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,18,1.03,49.38,-1.58,-1.54,-1.03,-0.08,-0.3,200,99.9,0,100.9,100.1,0,90.3,67.5,67.3,74.3,77.1,81.4,83,81.1,72,85.7,96,81.1,84.2,67.9,68.1,77.8,58.9,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,19,1.05,49.38,-1.57,-1.54,-1.02,-0.08,-0.3,200,99.9,0,100.9,100.1,0,90.3,67.5,67.3,74.3,77.1,81.4,83,81.1,72,85.7,96,81.1,84.2,69,69.4,79.3,60,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,20,1.07,49.41,-1.56,-1.52,-1.01,-0.08,-0.3,200,99.9,0,100.8,100.1,0,90.3,67.5,67.3,74.3,77.1,81.4,83,81.1,72,85.7,96,81.1,84.2,69,69.4,79.3,60,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,21,1.08,49.39,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.8,100.1,0,90.3,68.7,68.5,75.6,78.5,82.8,84.5,82.3,73.1,87.2,97.9,82.7,85.7,70.2,69.4,80.9,60,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,22,1.1,49.44,-1.57,-1.52,-1.02,-0.08,-0.3,200,99.9,0,100.8,100.1,0,90.3,68.7,68.5,75.6,78.5,82.8,84.5,82.3,73.1,87.2,97.9,82.7,85.7,70.2,70.7,80.9,61,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,23,1.12,49.43,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,100.8,100.1,0,90.3,68.7,68.5,75.6,78.5,82.8,84.5,82.3,73.1,87.2,97.9,82.7,85.7,70.2,70.7,80.9,61,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,24,1.13,49.44,-1.56,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.8,100.1,0,90.3,69.9,69.7,77,79.8,84.3,86,83.8,74.1,88.8,99.9,84.2,87.5,71.5,70.7,82.4,61,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,25,1.15,49.41,-1.56,-1.52,-1.01,-0.08,-0.3,200,99.9,0,100.8,100.1,0,90.3,69.9,69.7,77,79.8,84.3,86,83.8,74.1,88.8,99.9,84.2,87.5,71.5,72.1,82.4,62.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,26,1.17,49.44,-1.57,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.7,100.1,0,90.3,71.1,69.7,78.3,79.8,85.7,86,83.8,74.1,88.8,99.9,84.2,87.5,71.5,72.1,82.4,62.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,27,1.18,49.41,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,100.7,100.1,0,90.3,71.1,70.8,78.3,81,85.7,87.4,85.1,75.2,90.3,101.6,85.8,89.1,72.7,73.3,84.1,63.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,28,1.2,49.45,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,100.7,100.1,0,90.3,71.1,70.8,78.3,81,85.7,87.4,85.1,75.2,90.3,101.6,85.8,89.1,72.7,73.3,84.1,63.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,29,1.22,49.45,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,72.2,72,79.7,82.4,87.1,88.8,85.1,75.2,90.3,101.6,85.8,89.1,72.7,73.3,84.1,63.1,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,30,1.23,49.41,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,72.2,72,79.7,82.4,87.1,88.8,86.4,76.3,92,103.4,87.3,90.7,74,74.8,85.6,64.2,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,31,1.25,49.43,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,72.2,72,79.7,82.4,87.1,88.8,86.4,76.3,92,103.4,87.3,90.7,74,74.8,85.6,64.2,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,32,1.27,49.42,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,73.4,73.2,81,83.8,88.6,90.4,86.4,76.3,92,103.4,87.3,90.7,74,74.8,85.6,64.2,1448.5,1448.5,0.005,2.63,50,131.5
2025-10-31-,17,4,33,1.28,49.4,-1.59,-1.52,-0.99,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,73.4,73.2,81,83.8,88.6,90.4,87.8,77.4,93.5,105.4,88.9,92.4,75.2,76.1,87.2,65.3,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,34,1.3,49.41,-1.58,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,73.4,73.2,81,83.8,88.6,90.4,87.8,77.4,93.5,105.4,88.9,92.4,75.2,76.1,87.2,65.3,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,35,1.32,49.45,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.3,74.6,74.4,82.4,85.2,90,91.8,89.1,77.4,95.1,105.4,90.5,92.4,75.2,76.1,87.2,65.3,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,36,1.33,49.43,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.3,74.6,74.4,82.4,85.2,90,91.8,89.1,78.5,95.1,107.2,90.5,94.1,76.5,77.5,88.9,66.4,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,37,1.35,49.44,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.3,74.6,74.4,82.4,85.2,90,91.8,89.1,78.5,95.1,107.2,90.5,94.1,76.5,77.5,88.9,66.4,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,38,1.37,49.44,-1.56,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,75.8,75.6,83.8,86.5,91.5,93.3,90.6,79.6,96.7,109.2,92.1,95.9,76.5,77.5,88.9,66.4,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,39,1.38,49.42,-1.59,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,75.8,75.6,83.8,86.5,91.5,93.3,90.6,79.6,96.7,109.2,92.1,95.9,77.9,78.9,90.4,67.5,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,40,1.4,49.42,-1.57,-1.54,-1.02,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.4,75.8,75.6,83.8,86.5,91.5,93.3,90.6,79.6,96.7,109.2,92.1,95.9,77.9,78.9,90.4,67.5,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,41,1.42,49.45,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.3,77.1,76.8,85.2,87.9,93,94.7,91.9,80.8,98.3,111,93.7,97.5,77.9,78.9,90.4,67.5,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,42,1.43,49.44,-1.58,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.3,77.1,76.8,85.2,87.9,93,94.7,91.9,80.8,98.3,111,93.7,97.5,79.2,80.4,92.1,68.5,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,43,1.45,49.43,-1.59,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.3,77.1,76.8,85.2,87.9,93,94.7,91.9,80.8,98.3,111,93.7,97.5,79.2,80.4,92.1,68.5,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,44,1.47,49.44,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.3,78.4,78,86.6,89.5,94.5,96.3,93.4,82,100,113,95.4,99.3,80.5,80.4,93.7,68.5,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,45,1.48,49.43,-1.57,-1.52,-1,-0.08,-0.3,200,99.9,0,100.6,100.1,0,90.3,78.4,78,86.6,89.5,94.5,96.3,93.4,82,100,113,95.4,99.3,80.5,81.7,93.7,69.7,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,46,1.5,49.44,-1.57,-1.52,-1,-0.08,-0.3,200,99.9,0,100.5,100.1,0,90.3,78.4,78,86.6,89.5,94.5,96.3,93.4,82,100,113,95.4,99.3,80.5,81.7,93.7,69.7,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,47,1.52,49.48,-1.57,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.5,100.1,0,90.3,79.5,79.3,87.9,90.8,96,97.9,94.9,83.1,101.8,115,97,101.1,81.9,81.7,95.3,69.7,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,48,1.53,49.44,-1.57,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.5,100.1,0,90.3,79.5,79.3,87.9,90.8,96,97.9,94.9,83.1,101.8,115,97,101.1,81.9,83.2,95.3,70.9,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,49,1.55,49.43,-1.58,-1.54,-1.02,-0.08,-0.3,200,99.9,0,100.4,100.1,0,90.3,80.8,79.3,89.4,90.8,97.5,97.9,94.9,83.1,101.8,115,97,101.1,81.9,83.2,95.3,70.9,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,50,1.57,49.45,-1.58,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.4,100.1,0,90.3,80.8,80.6,89.4,92.2,97.5,99.3,96.3,84.3,103.3,116.8,98.7,102.8,83.3,83.2,97,70.9,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,51,1.58,49.45,-1.57,-1.52,-0.99,-0.08,-0.3,200,99.9,0,100.4,100.1,0,90.3,80.8,80.6,89.4,92.2,97.5,99.3,96.3,84.3,103.3,116.8,98.7,102.8,83.3,84.6,97,71.9,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,52,1.6,49.45,-1.57,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.4,100.1,0,90.4,82,80.6,90.8,92.2,99.1,99.3,96.3,84.3,103.3,116.8,98.7,102.8,83.3,84.6,97,71.9,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,53,1.62,49.43,-1.57,-1.53,-1,-0.08,-0.3,200,99.9,0,100.4,100.1,0,90.4,82,81.8,90.8,93.6,99.1,100.9,97.8,85.4,105.1,118.8,100.3,104.6,84.6,86.1,98.6,73.1,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,54,1.63,49.45,-1.57,-1.53,-1.01,-0.08,-0.3,200,99.9,0,100.4,100.1,0,90.4,82,81.8,90.8,93.6,99.1,100.9,97.8,85.4,105.1,118.8,100.3,104.6,84.6,86.1,98.6,73.1,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,55,1.65,49.44,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,100.3,100.1,0,90.4,83.2,83.1,92.2,95.1,100.5,102.4,97.8,85.4,105.1,118.8,100.3,104.6,84.6,86.1,98.6,73.1,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,56,1.67,49.45,-1.56,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.3,100.1,0,90.4,83.2,83.1,92.2,95.1,100.5,102.4,99.1,86.7,106.8,120.6,102,106.3,86.1,87.6,100.2,74.3,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,57,1.68,49.46,-1.56,-1.53,-1.02,-0.08,-0.3,200,99.9,0,100.3,100.1,0,90.4,83.2,83.1,92.2,95.1,100.5,102.4,99.1,86.7,106.8,120.6,102,106.3,86.1,87.6,100.2,74.3,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,58,1.7,49.44,-1.57,-1.54,-1.01,-0.08,-0.3,200,99.9,0,100.3,100.1,0,90.4,84.4,84.2,93.6,96.4,102.1,104,99.1,86.7,106.8,120.6,102,106.3,86.1,87.6,100.2,74.3,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,4,59,1.72,49.45,-1.58,-1.53,-1,-0.08,-0.3,200,99.9,0,100.3,100.1,0,90.4,84.4,84.2,93.6,96.4,102.1,104,100.7,87.9,108.5,122.6,103.7,108.2,87.4,88.9,101.9,75.4,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,5,0,1.73,49.45,-1.58,-1.54,-1,-0.08,-0.3,200,99.9,0,100.3,100.1,0,90.4,84.4,84.2,93.6,96.4,102.1,104,100.7,87.9,108.5,122.6,103.7,108.2,87.4,88.9,101.9,75.4,1448.5,1448.5,0.005,2.64,50,132
2025-10-31-,17,5,1,1.75,49.45,-1.57,-1.52,-1.01,-0.08,-0.3,200,99.9,0,100.3,100.1,0,90.3,85.7,85.5,95.1,97.9,103.6,105.5,100.7,87.9,108.5,122.6,103.7,108.2,87.4,88.9,101.9,75.4,1448.5,1448.5,0.005,2.64,50,132
