Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,10,0.0
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,11,1.1197599999999999e-21
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,12,2.07515e-21
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,13,3.72196e-21
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,14,5.6539199999999996e-21
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,15,7.52818e-21
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,16,9.191839999999999e-21
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,17,1.06135e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,18,1.1818e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,19,1.2848399999999999e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,20,1.37482e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,30,2.0240399999999998e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,40,2.5011399999999996e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,50,2.80705e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,60,2.97504e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,70,3.0504099999999997e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,80,3.0671799999999995e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,90,3.04774e-20
149,IONIZATION,C2H3 -> C2H3^+,10.0,e / C2H3,E + C2H3 -> E + E + C2H3^+,100,3.00631e-20
