Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.0,9.86e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.012,9.853999999999999e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.032,9.841999999999999e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.034,9.841e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.053,1.0883e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.118,1.6293999999999999e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.196,1.7759e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.361,1.9634e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,0.811,2.0781999999999998e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,1.431,2.0766999999999997e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,2.13,2.33e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,2.599,2.5404999999999996e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,3.601,1.8746999999999997e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,5.667,1.0818999999999999e-19
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,8.795,6.909e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,16.653,4.8099999999999996e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,32.903,3.301e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,80.418,1.9039999999999998e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,147.962,1.067e-20
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,351.266,3.45e-21
6,ELASTIC,C2H2,2.11e-05,e / C2H2,E + C2H2 -> E + C2H2,907.692,8e-22
