Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,20.0,0.0
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,22.3,1.6386e-24
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,22.5,7.69887e-24
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,22.7,1.40591e-23
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,22.9,2.06429e-23
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,23.1,2.73854e-23
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,23.3,3.42317e-23
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,23.5,4.113580000000001e-23
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,24.0,5.84109e-23
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,25.0,9.17851e-23
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,30.0,2.18494e-22
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,40.0,3.90637e-22
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,50.0,5.27695e-22
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,60.0,6.2277e-22
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,70.0,6.80554e-22
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,80.0,7.113e-22
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,90.0,7.23881e-22
91,IONIZATION,C2H5 -> CH4 CH^+,20.0,e / C2H5,E + C2H5 -> E + E + CH4 + CH^+,100.0,7.24646e-22
