Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,21.5,0.0
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,22.0,1.44915e-23
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,23.0,3.4484e-23
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,24.0,5.29826e-23
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,25.0,7.542260000000001e-23
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,26.0,1.03085e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,27.0,1.35472e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,28.0,1.71456e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,29.0,2.0981e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,29.5,2.29524e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,30.0,2.49432e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,40.0,5.98128e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,50.0,8.02505e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,60.0,9.1358e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,70.0,9.72596e-22
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,80.0,1.00097e-21
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,90.0,1.0104399999999999e-21
94,IONIZATION,C2H4(v1) -> CH CH3^+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH + CH3^+,100.0,1.00793e-21
