number,value,datetime_start,datetime_complete,duration,params_current_dropout,params_current_hidden_size,params_current_n_layers,params_decoder_dropout,params_decoder_hidden_size,params_decoder_n_layers,params_lstm_dropout,params_lstm_hidden_size,params_lstm_n_layers,state
0,0.11723660366842523,2025-10-09 23:09:47.247187,2025-10-09 23:13:03.335394,0 days 00:03:16.088207,0.30000000000000004,72,3,0.2,64,2,0.5,32,2,COMPLETE
1,,2025-10-09 23:13:03.355620,2025-10-09 23:16:35.514587,0 days 00:03:32.158967,0.4,64,3,0.30000000000000004,48,5,0.1,32,5,FAIL
