EXCITATION	
C2H5 -> CH3 CH2	
6.6	
SPECIES: e / C2H5	
PROCESS: E + C2H5 -> E + CH3 + CH2, Excitation	
PARAM.:  E =6.6 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
6.6	0
6.7	3.02692E-26
6.8	2.28918E-25
6.9	7.30989E-25
7	1.64074E-24
7.5	1.43926E-23
8	4.24492E-23
8.5	8.44148E-23
8.6	9.42115E-23
8.8	1.14993E-22
9	1.37181E-22
9.5	1.97491E-22
10	2.62501E-22
11	3.98014E-22
12	5.31374E-22
13	6.56168E-22
14	7.69583E-22
15	8.70826E-22
16	9.60166E-22
17	1.0384E-21
18	1.10652E-21
19	1.1656E-21
20	1.21664E-21
30	1.45074E-21
40	1.46234E-21
50	1.41047E-21
60	1.34172E-21
70	1.27136E-21
80	1.20459E-21
90	1.14297E-21
100	1.08673E-21
-----------------------------
