EXCITATION	
C2H6(v24) -> C2H4 H2	
4	
SPECIES: e / C2H6(v24)	
PROCESS: E + C2H6(v24) -> E + C2H4 + H2, Excitation	
PARAM.:  E = 4 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
4	0
4.5	1.42978E-22
5	7.63893E-22
5.5	1.7912E-21
6	3.04745E-21
6.5	4.39028E-21
7	5.72703E-21
7.5	7.00359E-21
8	8.19166E-21
8.5	9.27901E-21
9	1.02631E-20
9.5	1.11467E-20
10	1.19359E-20
11	1.32599E-20
12	1.42954E-20
13	1.50976E-20
14	1.57133E-20
15	1.618E-20
16	1.65277E-20
17	1.67803E-20
18	1.69565E-20
19	1.70712E-20
20	1.71362E-20
30	1.64653E-20
40	1.51503E-20
50	1.38955E-20
60	1.28029E-20
70	1.1867E-20
80	1.10636E-20
90	1.03691E-20
100	9.76342E-21
-----------------------------
