EXCITATION	
C2H4(v1) -> C2H3 H	
6.9	
SPECIES: e / C2H4(v1)	
PROCESS: E + C2H4(v1) -> E + C2H3 + H, Excitation	
PARAM.:  E = 6.9 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
6.9	0
7	1.259E-25
7.1	9.54493E-25
7.2	3.0552E-24
7.5	2.09426E-23
7.7	4.49397E-23
8	1.01118E-22
8.5	2.47562E-22
8.6	2.84137E-22
8.8	3.63773E-22
9	4.51321E-22
9.5	6.98941E-22
10	9.77117E-22
11	1.58146E-21
12	2.19835E-21
13	2.79017E-21
14	3.33812E-21
15	3.83456E-21
16	4.27813E-21
17	4.67083E-21
18	5.01626E-21
19	5.3187E-21
20	5.58251E-21
30	6.85401E-21
40	6.98969E-21
50	6.78411E-21
60	6.4787E-21
70	6.1554E-21
80	5.84345E-21
90	5.55274E-21
100	5.28564E-21
-----------------------------
