EXCITATION	
CH -> C H	
7	
SPECIES: e / CH	
PROCESS: E + CH -> E + C + H, Excitation	
PARAM.:  E = 7 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
7	0
7.3	5.68007E-24
7.5	2.374E-23
7.7	5.89724E-23
8	1.48815E-22
8.5	3.9957E-22
9	7.63681E-22
9.5	1.21712E-21
10	1.73468E-21
11	2.87661E-21
12	4.0578E-21
13	5.20104E-21
14	6.26636E-21
15	7.23643E-21
16	8.10684E-21
17	8.88022E-21
18	9.56277E-21
19	1.01622E-20
20	1.06866E-20
30	1.32522E-20
40	1.35678E-20
50	1.31966E-20
60	1.2619E-20
70	1.20001E-20
80	1.13993E-20
90	1.08376E-20
100	1.03203E-20
-----------------------------
