         Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13                                                                                                               14                                                                                                               15                                                                                                               16                                                                                                               17                                                                                                               18                                                                                                               19                                                                                                               20                                                                                                               21                                                                                                               22                                                                                                               23                                                                                                               24                                                                                                               25                                                                                                               26                                                                                                               27                                                                                                               28                                                                                                               29                                                                                                               30                                                                                                               31                                                                                                               32                                                                                                               33                                                                                                               34                                                                                                               35                                                                                                               36                                                                                                               37                                                                                                               38                                                                                                               39                                                                                                               40                                                                                                               41                                                                                                               42                                                                                                               43                                                                                                               44                                                                                                               45                                                                                                               46                                                                                                               47                                                                                                               48                                                                                                               49                                                                                                               50                                                                                                               51                                                                                                               52
   0.000000E+00   1.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   1.8356E+19   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   1.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.000000E-04   5.6428E+07   7.1513E+02   1.3825E+03   2.4295E-11   5.7285E+10   6.2831E+10   7.5345E-10   0.0000E+00   9.9718E-11   5.8576E-03   4.9301E-10   1.4743E-05   7.1597E+12   1.8353E+19   3.1308E+07   1.9998E-03   1.0617E+15   3.3910E+14   2.0199E+08   2.4528E+07   7.4310E+14   3.8027E+01   8.4140E+09   1.6586E+02   7.8959E+14   4.5105E+02   5.0646E+06   5.3152E+02   2.7421E-03   2.5464E-03   9.4548E+06   3.4303E-10   6.1459E+07   2.8731E+14   1.3639E+04   9.8716E+14   2.4056E+02   1.7543E-10   3.8315E+09   1.7899E+07   6.2300E+04   3.3754E-03   1.7358E-07   8.9526E+09   5.8501E+07   2.2111E+04   5.6427E+07   1.2186E+00   2.4523E+04   2.1611E+02   6.2735E+02   1.0686E-02
   2.000000E-04   4.4976E+07   3.2821E+03   1.8156E+04   3.3223E-11   4.4860E+10   8.5814E+10   2.2454E-09   0.0000E+00   8.6388E-10   1.1660E-02   1.4181E-09   6.3725E-05   9.3505E+12   1.8351E+19   2.6176E+07   3.9915E-03   1.7940E+15   6.1634E+14   4.8949E+08   1.2042E+08   1.2064E+15   3.5489E+02   2.2095E+10   2.2216E+03   1.2819E+15   5.6587E+02   8.7887E+06   6.6683E+02   6.2529E-03   5.0925E-03   6.5280E+07   1.0373E-09   6.2293E+07   4.6457E+14   5.7631E+04   1.5284E+15   3.0184E+02   5.3394E-10   9.7967E+09   4.3003E+07   2.6323E+05   6.8481E-03   6.4025E-07   2.3510E+10   1.4177E+08   9.3427E+04   4.4974E+07   1.5296E+00   1.9457E+05   2.8946E+03   2.5854E+03   2.1428E-02
   3.000000E-04   3.9840E+07   7.8212E+03   7.3379E+04   4.6234E-11   3.9215E+10   8.7313E+10   3.7795E-09   0.0000E+00   2.4835E-09   1.6991E-02   2.5815E-09   1.4699E-04   9.1687E+12   1.8349E+19   2.3975E+07   5.8292E-03   2.4643E+15   8.9815E+14   7.5930E+08   2.4496E+08   1.5992E+15   1.0813E+03   3.8740E+10   8.2776E+03   1.6993E+15   6.3878E+02   1.0226E+07   7.5276E+02   1.0286E-02   7.4710E-03   1.6624E+08   1.8602E-09   6.9830E+07   6.1461E+14   1.3101E+05   1.9345E+15   3.4077E+02   9.1702E-10   1.6447E+10   6.4024E+07   5.9839E+05   1.0228E-02   1.3914E-06   4.1220E+10   2.1991E+08   2.1238E+05   3.9838E+07   1.7275E+00   5.8795E+05   1.0785E+04   5.5615E+03   3.1540E-02
   4.000000E-04   3.6722E+07   1.4151E+04   1.8098E+05   6.2987E-11   3.5761E+10   7.9525E+10   5.0425E-09   0.0000E+00   4.8151E-09   2.1995E-02   3.9512E-09   2.6397E-04   8.0354E+12   1.8347E+19   2.2669E+07   7.5546E-03   3.1103E+15   1.1908E+15   9.8414E+08   3.5849E+08   1.9548E+15   2.1682E+03   5.7796E+10   1.9529E+04   2.0771E+15   6.9299E+02   1.0378E+07   8.1666E+02   1.4796E-02   9.7340E-03   2.9707E+08   2.7183E-09   7.9365E+07   7.4992E+14   2.3235E+05   2.2615E+15   3.6973E+02   1.2488E-09   2.3399E+10   7.7971E+07   1.0613E+06   1.3540E-02   2.4396E-06   6.1496E+10   2.8503E+08   3.7667E+05   3.6720E+07   1.8749E+00   1.1976E+06   2.5445E+04   9.1395E+03   4.1214E-02
   5.000000E-04   3.4550E+07   2.2006E+04   3.4313E+05   8.3434E-11   3.3345E+10   7.0081E+10   5.9869E-09   0.0000E+00   7.6465E-09   2.6769E-02   5.4911E-09   4.1472E-04   6.7964E+12   1.8346E+19   2.1766E+07   9.1947E-03   3.7448E+15   1.4949E+15   1.1637E+09   4.4880E+08   2.2863E+15   3.5107E+03   7.8946E+10   3.6420E+04   2.4293E+15   7.3651E+02   9.9833E+06   8.6795E+02   1.9742E-02   1.1918E-02   4.4384E+08   3.5802E-09   8.9773E+07   8.7517E+14   3.6037E+05   2.5333E+15   3.9300E+02   1.5146E-09   3.0529E+10   8.5786E+07   1.6460E+06   1.6795E-02   3.7988E-06   8.3999E+10   3.3704E+08   5.8421E+05   3.4548E+07   1.9935E+00   1.9708E+06   4.7454E+04   1.2977E+04   5.0579E-02
   6.000000E-04   3.2917E+07   3.1170E+04   5.5627E+05   1.0756E-10   3.1525E+10   6.2272E+10   6.6995E-09   0.0000E+00   1.0821E-08   3.1371E-02   7.1794E-09   6.0003E-04   5.7857E+12   1.8344E+19   2.1084E+07   1.0766E-02   4.3732E+15   1.8098E+15   1.3076E+09   5.1907E+08   2.6001E+15   5.0207E+03   1.0197E+11   5.8975E+04   2.7628E+15   7.7302E+02   9.4887E+06   9.1098E+02   2.5087E-02   1.4042E-02   5.9838E+08   4.4527E-09   1.0065E+08   9.9286E+14   5.1413E+05   2.7633E+15   4.1252E+02   1.7321E-09   3.7819E+10   8.9747E+07   2.3484E+06   1.9999E-02   5.4811E-06   1.0849E+11   3.7872E+08   8.3348E+05   3.2915E+07   2.0931E+00   2.8497E+06   7.6842E+04   1.6864E+04   5.9708E-02
   7.000000E-04   3.1629E+07   4.1519E+04   8.1572E+05   1.3529E-10   3.0090E+10   5.6744E+10   7.2895E-09   0.0000E+00   1.4255E-08   3.5828E-02   9.0043E-09   8.2116E-04   5.0484E+12   1.8343E+19   2.0540E+07   1.2276E-02   4.9983E+15   2.1345E+15   1.4261E+09   5.7577E+08   2.9004E+15   6.6420E+03   1.2670E+11   8.7075E+04   3.0819E+15   8.0444E+02   9.0834E+06   9.4803E+02   3.0791E-02   1.6117E-02   7.5742E+08   5.3537E-09   1.1181E+08   1.1046E+15   6.9310E+05   2.9598E+15   4.2935E+02   1.9252E-09   4.5280E+10   9.1888E+07   3.1658E+06   2.3157E-02   7.4952E-06   1.3481E+11   4.1303E+08   1.1236E+06   3.1627E+07   2.1791E+00   3.7922E+06   1.1345E+05   2.0707E+04   6.8636E-02
   8.000000E-04   3.0582E+07   5.3007E+04   1.1175E+06   1.6649E-10   2.8923E+10   5.3097E+10   7.8371E-09   0.0000E+00   1.7915E-08   4.0153E-02   1.0959E-08   1.0795E-03   4.5262E+12   1.8341E+19   2.0089E+07   1.3732E-02   5.6215E+15   2.4678E+15   1.5271E+09   6.2402E+08   3.1899E+15   8.3431E+03   1.5303E+11   1.2060E+05   3.3895E+15   8.3196E+02   8.8084E+06   9.8047E+02   3.6819E-02   1.8147E-02   9.2035E+08   6.2983E-09   1.2313E+08   1.2117E+15   8.9702E+05   3.1285E+15   4.4408E+02   2.1121E-09   5.2921E+10   9.3476E+07   4.0972E+06   2.6272E-02   9.8472E-06   1.6283E+11   4.4227E+08   1.4542E+06   3.0580E+07   2.2546E+00   4.7748E+06   1.5714E+05   2.4485E+04   7.7380E-02
   9.000000E-04   2.9709E+07   6.5631E+04   1.4586E+06   2.0098E-10   2.7953E+10   5.0756E+10   8.3864E-09   0.0000E+00   2.1791E-08   4.4356E-02   1.3039E-08   1.3763E-03   4.1501E+12   1.8340E+19   1.9706E+07   1.5138E-02   6.2436E+15   2.8087E+15   1.6158E+09   6.6715E+08   3.4705E+15   1.0107E+04   1.8086E+11   1.5949E+05   3.6876E+15   8.5635E+02   8.6466E+06   1.0092E+03   4.3136E-02   2.0134E-02   1.0875E+09   7.2945E-09   1.3453E+08   1.3149E+15   1.1258E+06   3.2739E+15   4.5716E+02   2.3029E-09   6.0746E+10   9.5124E+07   5.1423E+06   2.9348E-02   1.2541E-05   1.9244E+11   4.6797E+08   1.8251E+06   2.9707E+07   2.3217E+00   5.7880E+06   2.0781E+05   2.8209E+04   8.5953E-02
   1.000000E-03   2.8981E+07   7.9424E+04   1.8368E+06   2.3876E-10   2.7169E+10   4.9303E+10   8.9649E-09   0.0000E+00   2.5890E-08   4.8447E-02   1.5251E-08   1.7132E-03   3.8720E+12   1.8339E+19   1.9401E+07   1.6503E-02   6.8654E+15   3.1564E+15   1.6957E+09   7.0716E+08   3.7436E+15   1.1927E+04   2.1014E+11   2.0375E+05   3.9778E+15   8.7861E+02   8.5747E+06   1.0357E+03   4.9746E-02   2.2096E-02   1.2593E+09   8.3521E-09   1.4601E+08   1.4150E+15   1.3796E+06   3.3996E+15   4.6913E+02   2.5047E-09   6.8759E+10   9.7109E+07   6.3017E+06   3.2399E-02   1.5590E-05   2.2359E+11   4.9110E+08   2.2366E+06   2.8978E+07   2.3861E+00   6.8306E+06   2.6548E+05   3.1905E+04   9.4412E-02
   1.100000E-03   2.8342E+07   9.4412E+04   2.2502E+06   2.7923E-10   2.6462E+10   4.8387E+10   9.5652E-09   0.0000E+00   3.0196E-08   5.2438E-02   1.7575E-08   2.0911E-03   3.6541E+12   1.8337E+19   1.9106E+07   1.7823E-02   7.4867E+15   3.5098E+15   1.7689E+09   7.4528E+08   4.0103E+15   1.3798E+04   2.4079E+11   2.5340E+05   4.2613E+15   8.9839E+02   8.5586E+06   1.0590E+03   5.6563E-02   2.4013E-02   1.4363E+09   9.4614E-09   1.5742E+08   1.5124E+15   1.6586E+06   3.5083E+15   4.7974E+02   2.7145E-09   7.6953E+10   9.9374E+07   7.5758E+06   3.5412E-02   1.8979E-05   2.5621E+11   5.1230E+08   2.6888E+06   2.8339E+07   2.4408E+00   7.9054E+06   3.3016E+05   3.5595E+04   1.0270E-01
   1.200000E-03   2.7784E+07   1.1063E+05   2.6977E+06   3.2233E-10   2.5846E+10   4.7842E+10   1.0190E-08   0.0000E+00   3.4710E-08   5.6333E-02   2.0015E-08   2.5109E-03   3.4778E+12   1.8336E+19   1.8841E+07   1.9104E-02   8.1076E+15   3.8682E+15   1.8368E+09   7.8223E+08   4.2715E+15   1.5717E+04   2.7278E+11   3.0849E+05   4.5388E+15   9.1637E+02   8.5811E+06   1.0802E+03   6.3589E-02   2.5896E-02   1.6185E+09   1.0625E-08   1.6877E+08   1.6075E+15   1.9628E+06   3.6021E+15   4.8940E+02   2.9336E-09   8.5321E+10   1.0188E+08   8.9652E+06   3.8395E-02   2.2714E-05   2.9024E+11   5.3197E+08   3.1819E+06   2.7782E+07   2.4907E+00   9.0161E+06   4.0194E+05   3.9295E+04   1.1085E-01
   1.300000E-03   2.7292E+07   1.2810E+05   3.1780E+06   3.6783E-10   2.5305E+10   4.7566E+10   1.0839E-08   0.0000E+00   3.9429E-08   6.0140E-02   2.2567E-08   2.9737E-03   3.3317E+12   1.8335E+19   1.8600E+07   2.0350E-02   8.7279E+15   4.2307E+15   1.9004E+09   8.1853E+08   4.5277E+15   1.7684E+04   3.0606E+11   3.6909E+05   4.8110E+15   9.3284E+02   8.6320E+06   1.0996E+03   7.0802E-02   2.7748E-02   1.8060E+09   1.1843E-08   1.8002E+08   1.7006E+15   2.2924E+06   3.6831E+15   4.9825E+02   3.1619E-09   9.3858E+10   1.0461E+08   1.0471E+07   4.1351E-02   2.6795E-05   3.2565E+11   5.5040E+08   3.7162E+06   2.7290E+07   2.5366E+00   1.0167E+07   4.8090E+05   4.3021E+04   1.1888E-01
   1.400000E-03   2.6854E+07   1.4685E+05   3.6902E+06   4.1553E-10   2.4825E+10   4.7492E+10   1.1512E-08   0.0000E+00   4.4349E-08   6.3869E-02   2.5228E-08   3.4804E-03   3.2083E+12   1.8333E+19   1.8380E+07   2.1564E-02   9.3476E+15   4.5969E+15   1.9605E+09   8.5454E+08   4.7796E+15   1.9699E+04   3.4060E+11   4.3527E+05   5.0787E+15   9.4802E+02   8.7040E+06   1.1175E+03   7.8185E-02   2.9573E-02   1.9986E+09   1.3115E-08   1.9117E+08   1.7919E+15   2.6476E+06   3.7527E+15   5.0642E+02   3.3993E-09   1.0256E+11   1.0752E+08   1.2094E+07   4.4282E-02   3.1222E-05   3.6240E+11   5.6779E+08   4.2921E+06   2.6851E+07   2.5789E+00   1.1363E+07   5.6714E+05   4.6784E+04   1.2680E-01
   1.500000E-03   2.6460E+07   1.6693E+05   4.2337E+06   4.6522E-10   2.4395E+10   4.7576E+10   1.2207E-08   0.0000E+00   4.9464E-08   6.7525E-02   2.7994E-08   4.0318E-03   3.1025E+12   1.8332E+19   1.8175E+07   2.2750E-02   9.9665E+15   4.9661E+15   2.0175E+09   8.9053E+08   5.0276E+15   2.1762E+04   3.7637E+11   5.0712E+05   5.3422E+15   9.6209E+02   8.7920E+06   1.1341E+03   8.5721E-02   3.1374E-02   2.1964E+09   1.4440E-08   2.0219E+08   1.8816E+15   3.0287E+06   3.8124E+15   5.1400E+02   3.6455E-09   1.1142E+11   1.1060E+08   1.3834E+07   4.7192E-02   3.5993E-05   4.0046E+11   5.8432E+08   4.9099E+06   2.6457E+07   2.6182E+00   1.2608E+07   6.6076E+05   5.0595E+04   1.3462E-01
