       Time_s           01           02           03           04           05
   0.0000E+00   1.4653E+02   3.4015E+02   0.0000E+00   0.0000E+00   0.0000E+00
   1.0000E-06   1.4653E+02   3.4015E+02   4.5306E+04   1.6928E-06   5.3542E-02
   2.0000E-06   1.0289E+03   3.4015E+02   8.7749E+04   9.2076E-06   2.0450E+00
   3.0000E-06   1.1690E+03   3.4015E+02   9.4123E+04   1.0116E-05   2.5528E+00
   4.0000E-06   1.1888E+03   3.4015E+02   9.5025E+04   1.0240E-05   2.6278E+00
   5.0000E-06   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   6.0000E-06   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   7.0000E-06   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   8.0000E-06   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   9.0000E-06   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   1.0000E-05   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   1.1000E-05   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   1.2000E-05   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   1.3000E-05   1.1920E+03   3.4015E+02   9.5150E+04   1.0261E-05   2.6400E+00
   1.4000E-05   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   1.5000E-05   1.1920E+03   3.4015E+02   9.5150E+04   1.0261E-05   2.6400E+00
   1.6000E-05   1.1920E+03   3.4015E+02   9.5150E+04   1.0261E-05   2.6400E+00
   1.7000E-05   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   1.8000E-05   1.1920E+03   3.4015E+02   9.5150E+04   1.0261E-05   2.6400E+00
   1.9000E-05   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   2.0000E-05   1.1920E+03   3.4015E+02   9.5150E+04   1.0261E-05   2.6400E+00
   2.1000E-05   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
   2.2000E-05   1.1920E+03   3.4015E+02   9.5150E+04   1.0261E-05   2.6400E+00
   2.3000E-05   1.1920E+03   3.4015E+02   9.5150E+04   1.0261E-05   2.6400E+00
   2.4000E-05   1.1916E+03   3.4015E+02   9.5150E+04   1.0257E-05   2.6383E+00
