Residence Time (s),H2_Exp,H2_Sim,CH4_Exp,CH4_Sim,C2H6_Exp,C2H6_Sim,C2H4_Exp,C2H4_Sim,C2H2_Exp,C2H2_Sim,C3H8_Exp,C3H8_Sim,C3H6_Exp,C3H6_Sim,C4H10_Exp,C4H10_Sim,C5H12_Exp,C5H12_Sim,C_Exp,C_Sim
16.96,3.118166676804544,3.1676114999999996,95.41916613478482,95.124188,0.9276311113939684,0.923933,0.1272112470214547,0.12900999999999999,0.0898702337731302,0.087536,0.2317288844253371,0.230782,0.0174831327505391,0.017421,0.0260782926165766,0.02605,0.0426642864296177,0.281354,0,0.002821
