f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,err,index
1.6016e-06,9.2091e-16,352670.0,0.00031181,0.010272,0.00095679,0.037776,0.8386,1.3241,8.6483,0.0047873,0.0015123,0.014086,0.0039198,0.009533,0.0046263,2046300000.0,0.013326,122030000000000.0,0.00011271,0.21945,0.048594,0.0041046,0.010421,0.0029003,0.014056,0.0045297,0.013485,0.012995,0.008419,0.0044724,10.386,0.0092714,4.3193e-14,5.1904,1197200000.0,0.64912,0.3922118280636313,initialization
1.7637e-06,8.6934e-16,287560.0,0.00033033,0.0095356,0.0010057,0.045525,0.8465,1.3106,7.6002,0.0040727,0.00178,0.014714,0.0041316,0.0099415,0.0036996,2059800000.0,0.010703,144550000000000.0,9.1014e-05,0.23078,0.056401,0.0049231,0.0085883,0.0035359,0.015168,0.0050653,0.012283,0.012136,0.0089494,0.0042341,10.447,0.011312,4.0827e-14,5.4745,1055300000.0,0.66579,100.0,LH pre-train 0
1.5667e-06,9.0984e-16,388430.0,0.00028814,0.0092702,0.00079777,0.032384,0.92162,1.574,8.6785,0.0059204,0.0018466,0.017512,0.0034706,0.01126,0.0045877,2162700000.0,0.010741,135570000000000.0,9.3989e-05,0.17511,0.053326,0.0050192,0.010408,0.0029298,0.013392,0.0041671,0.012801,0.014977,0.010349,0.0037987,12.198,0.0077375,4.3941e-14,5.0351,951400000.0,0.76404,2.943965825542645,LH pre-train 1
1.7976e-06,9.518e-16,281210.0,0.00037426,0.010612,0.00092853,0.0471,1.0265,1.6573,9.1472,0.0040142,0.0013333,0.015835,0.0036998,0.0081174,0.003728,1691200000.0,0.01676,153280000000000.0,0.00011802,0.17898,0.045353,0.0034741,0.010218,0.0027048,0.013734,0.0045293,0.012414,0.011452,0.0094288,0.0056144,9.5274,0.0079698,3.8323e-14,4.6946,1095900000.0,0.68582,0.895806444559216,LH pre-train 2
1.8127e-06,1.0465e-15,282820.0,0.00034735,0.0082695,0.00094259,0.030836,0.95201,1.0988,10.266,0.0039726,0.0016314,0.014275,0.0038646,0.0093744,0.0039489,1927200000.0,0.016181,132100000000000.0,0.00011018,0.20392,0.050016,0.0041558,0.010244,0.0023929,0.015162,0.0036339,0.011061,0.013428,0.0086445,0.0044386,10.669,0.010327,3.6554e-14,6.1005,983170000.0,0.68837,2.027788113844509,LH pre-train 3
1.6509e-06,1.1059e-15,327820.0,0.00031218,0.0086942,0.00087516,0.033669,1.0277,1.3283,10.361,0.0045297,0.0017754,0.016247,0.0032763,0.0077324,0.0040807,1919700000.0,0.016721,113090000000000.0,0.00012382,0.23893,0.038905,0.0033537,0.011881,0.0035763,0.011205,0.0041041,0.012649,0.011384,0.0071223,0.0036946,8.9675,0.0092402,5.2899e-14,4.3733,1026000000.0,0.68427,3.133528551439924,LH pre-train 4
1.896e-06,8.8059e-16,359350.0,0.00029017,0.0096088,0.0011335,0.033589,0.87687,1.1191,7.8062,0.0050332,0.001508,0.013502,0.0042718,0.0085804,0.0051727,1989200000.0,0.010826,137780000000000.0,0.00011452,0.21305,0.060256,0.0033113,0.0093001,0.0031723,0.01633,0.0036009,0.016205,0.011608,0.010411,0.0043398,9.5111,0.01028,5.095e-14,5.1083,985700000.0,0.53459,0.6964015558461342,LH pre-train 5
1.7181e-06,8.2623e-16,361890.0,0.00029354,0.010889,0.0010521,0.04111,0.96813,1.2785,7.5958,0.0039303,0.0012112,0.012953,0.0034429,0.0094834,0.0041963,1771100000.0,0.011799,129550000000000.0,0.00010755,0.19075,0.058319,0.0050763,0.010208,0.0031521,0.012198,0.0050558,0.016804,0.012622,0.0090036,0.0042464,10.037,0.0090697,4.7501e-14,4.8738,1001800000.0,0.54781,0.3702141388392089,LH pre-train 6
1.4762e-06,8.8863e-16,302520.0,0.0002727,0.0086957,0.00077014,0.039938,0.99677,1.3714,7.1822,0.0041214,0.0012206,0.016745,0.0037147,0.0076948,0.004572,1844400000.0,0.013845,103890000000000.0,0.00010257,0.23166,0.043225,0.0032679,0.012846,0.0027203,0.011347,0.0043504,0.011153,0.014485,0.010384,0.0051335,8.9989,0.0099397,5.3001e-14,4.1806,1338200000.0,0.5207,2.471955283781081,LH pre-train 7
1.9053e-06,8.9176e-16,363670.0,0.00037051,0.011515,0.00087797,0.040494,0.84656,1.5052,10.357,0.0058865,0.0014248,0.014767,0.0036763,0.010889,0.0047321,1703800000.0,0.011828,126570000000000.0,0.00012916,0.23605,0.040356,0.0046967,0.011186,0.0035266,0.014942,0.0045945,0.015644,0.01156,0.0080547,0.0037744,12.801,0.0083766,4.0613e-14,4.5653,1012100000.0,0.53052,100.0,LH pre-train 8
1.872e-06,1.0937e-15,409190.0,0.00025446,0.012818,0.00094236,0.034089,0.99032,1.2334,10.064,0.0052658,0.0014119,0.012584,0.0040429,0.0086946,0.0041678,1689700000.0,0.016489,130700000000000.0,0.00011925,0.22811,0.052051,0.0036333,0.0094422,0.0028469,0.011179,0.0051181,0.016556,0.013304,0.0081281,0.0051886,8.5732,0.010418,3.7916e-14,4.9572,958560000.0,0.54936,2.0916805010766297,LH pre-train 9
1.3285e-06,1.0209e-15,414700.0,0.00031109,0.0084804,0.0011579,0.042782,0.90304,1.3169,10.737,0.0040914,0.0016557,0.012739,0.0041568,0.0089882,0.0050194,1944700000.0,0.011962,117880000000000.0,0.00012662,0.25682,0.040442,0.0043236,0.012362,0.0035552,0.013985,0.004138,0.010842,0.012359,0.0089652,0.0050937,10.326,0.011151,4.6584e-14,5.2144,1083700000.0,0.73705,100.0,LH pre-train 10
1.5102e-06,1.0896e-15,299630.0,0.00037207,0.010919,0.0010518,0.031281,1.0308,1.386,10.5,0.0048181,0.0016065,0.012401,0.0044888,0.011492,0.0049597,1924100000.0,0.012766,112550000000000.0,0.00011084,0.23764,0.045191,0.0039135,0.010854,0.0032625,0.012223,0.0056863,0.013325,0.016071,0.0079023,0.0040008,9.0167,0.0099178,3.681e-14,5.1691,1247600000.0,0.56323,0.8077508213042474,LH pre-train 11
1.8771e-06,7.6741e-16,294970.0,0.00035017,0.012172,0.0010973,0.036188,0.98226,1.1585,8.9377,0.0038574,0.0017329,0.016567,0.0031889,0.0080175,0.0044047,2352800000.0,0.012905,134810000000000.0,0.00012956,0.20339,0.053796,0.0039049,0.01164,0.0023923,0.012926,0.005485,0.012221,0.015677,0.009214,0.0047129,8.706,0.0112,4.2946e-14,5.6561,1241200000.0,0.6932,0.5413925912507027,LH pre-train 12
1.7204e-06,8.9031e-16,350470.0,0.00037833,0.0082315,0.0010367,0.04207,0.70529,1.1542,7.5108,0.003996,0.0013077,0.014324,0.0035177,0.0076309,0.0038543,1800300000.0,0.010849,98885000000000.0,9.7793e-05,0.26063,0.050741,0.0043168,0.0091922,0.0028794,0.011507,0.0052805,0.015243,0.010787,0.0084076,0.0043218,10.368,0.011263,3.703e-14,6.2203,1051000000.0,0.52071,2.3634934493992303,LH pre-train 13
1.6651e-06,1.0603e-15,286020.0,0.00026641,0.0089377,0.00088563,0.0455,0.96755,1.4204,9.0226,0.0056862,0.0018743,0.015138,0.0045511,0.0079753,0.0041828,1689800000.0,0.011495,137150000000000.0,0.00012984,0.18426,0.0404,0.0036157,0.011816,0.0031402,0.015144,0.005373,0.015102,0.016324,0.010569,0.0053432,8.306,0.0087506,3.6554e-14,4.9953,1047500000.0,0.60603,1.828211014809876,LH pre-train 14
