Residence Time (s),H2_Exp,H2_Sim,CH4_Exp,CH4_Sim,C2H6_Exp,C2H6_Sim,C2H4_Exp,C2H4_Sim,C2H2_Exp,C2H2_Sim,C3H8_Exp,C3H8_Sim,C3H6_Exp,C3H6_Sim,C4H10_Exp,C4H10_Sim,C5H12_Exp,C5H12_Sim,C_Exp,C_Sim
16.96,5.324329809509721,5.526147,92.28786735236456,91.62504500000001,1.5551697148389765,1.494188,0.1445250328172721,0.14033199999999998,0.0981045745363016,0.100206,0.4322385396680666,0.419232,0.0256337294475691,0.025809,0.0568907899192309,0.056739,0.0752404568982987,0.588197,0,0.005894
