         Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13                                                                                                               14                                                                                                               15                                                                                                               16                                                                                                               17                                                                                                               18                                                                                                               19                                                                                                               20                                                                                                               21                                                                                                               22                                                                                                               23                                                                                                               24                                                                                                               25                                                                                                               26                                                                                                               27                                                                                                               28                                                                                                               29                                                                                                               30                                                                                                               31                                                                                                               32                                                                                                               33                                                                                                               34                                                                                                               35                                                                                                               36                                                                                                               37                                                                                                               38
   0.000000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   2.4220E+19   0.0000E+00   0.0000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.000000E-06   1.0000E+06   2.9597E+08   4.1613E+08   1.3077E+09   2.3871E-15   2.4220E+19   2.2750E+08   2.2881E+08   3.8478E-05   1.0000E+06   6.5507E-06   5.1456E-22   8.4659E-22   2.2507E-21   8.1602E-25   8.7791E-07   2.0327E+04   2.7178E-12   7.9433E-13   6.1981E-15   1.2077E-08   1.8400E-03   2.1112E+07   2.6349E-08   2.7590E-08   1.8743E-12   2.1389E-20   5.1517E-36   2.9366E-39   1.8393E-29   6.9415E-14   5.4997E-29   4.1697E-29   2.0927E-33   1.4616E-26   9.3421E-39   1.3489E+09   1.0081E+09
   2.000000E-06   1.0004E+06   4.8642E+09   6.8354E+09   1.2562E+10   2.7691E-13   2.4220E+19   4.3623E+08   4.7864E+08   1.4932E-03   1.0004E+06   6.5838E-03   3.3447E-19   5.2296E-19   1.6248E-18   5.1344E-20   1.2437E-03   3.8838E+06   5.0268E-10   1.4339E-10   2.6222E-11   3.5027E-05   3.0256E-01   2.7018E+09   4.2964E-06   4.7487E-06   5.4002E-09   1.5397E-15   3.5113E-31   4.2115E-33   2.0011E-23   2.2985E-09   2.1175E-24   1.6732E-24   2.1794E-27   9.1147E-21   1.0783E-31   1.7972E+10   1.6568E+10
   3.000000E-06   1.0009E+06   1.0218E+10   1.4346E+10   1.5990E+10   4.1464E-13   2.4220E+19   6.3941E+08   7.2793E+08   1.8128E-03   1.0009E+06   7.9418E-02   7.3009E-18   1.1328E-17   3.5748E-17   1.4453E-18   1.5273E-02   2.1368E+07   5.3960E-09   1.5349E-09   3.3951E-10   7.7696E-04   2.6377E+00   1.0617E+10   3.5760E-05   3.9785E-05   5.2971E-08   1.8543E-13   8.1739E-29   1.1919E-30   9.7478E-21   1.3188E-07   2.3870E-22   1.8976E-22   2.9879E-25   2.1637E-18   1.0378E-28   3.7265E+10   3.4803E+10
   4.000000E-06   1.0015E+06   1.5751E+10   2.2092E+10   1.6530E+10   4.3814E-13   2.4220E+19   8.4142E+08   9.7716E+08   1.8601E-03   1.0015E+06   3.1975E-01   4.4732E-17   6.9312E-17   2.1931E-16   9.2300E-18   6.1702E-02   5.4361E+07   2.1227E-08   6.0347E-09   1.3856E-09   4.6810E-03   8.5484E+00   2.0270E+10   1.1164E-04   1.2439E-04   1.7114E-07   2.8196E-12   1.9059E-27   2.8521E-29   3.4906E-19   1.2851E-06   3.5956E-21   2.8610E-21   4.6230E-24   5.0196E-17   5.6896E-27   5.7177E+10   5.3648E+10
   5.000000E-06   1.0020E+06   2.1305E+10   2.9854E+10   1.6600E+10   4.4147E-13   2.4220E+19   1.0434E+09   1.2265E+09   1.8672E-03   1.0020E+06   8.2631E-01   1.5744E-16   2.4387E-16   7.7209E-16   3.2787E-17   1.5959E-01   1.0200E+08   5.4511E-08   1.5495E-08   3.5937E-09   1.6173E-02   1.8711E+01   3.0187E+10   2.3599E-04   2.6305E-04   3.6548E-07   1.8326E-11   1.6875E-26   2.5357E-28   4.1664E-18   6.1059E-06   2.3332E-20   1.8568E-20   3.0138E-23   4.3953E-16   9.1544E-26   7.7178E+10   7.2567E+10
   6.000000E-06   1.0025E+06   2.6863E+10   3.7607E+10   1.6606E+10   4.4184E-13   2.4220E+19   1.2455E+09   1.4760E+09   1.8682E-03   1.0025E+06   1.6940E+00   4.1023E-16   6.3540E-16   2.0119E-15   8.5625E-17   3.2727E-01   1.6395E+08   1.1152E-07   3.1699E-08   7.3761E-09   4.1542E-02   3.3568E+01   4.0136E+10   4.0943E-04   4.5645E-04   6.3655E-07   7.5967E-11   8.8737E-26   1.3340E-27   2.7537E-17   1.9929E-05   9.6695E-20   7.6952E-20   1.2498E-22   2.2904E-15   7.5999E-25   9.7204E+10   9.1498E+10
   7.000000E-06   1.0031E+06   3.2424E+10   4.5350E+10   1.6605E+10   4.4205E-13   2.4220E+19   1.4477E+09   1.7256E+09   1.8692E-03   1.0030E+06   3.0172E+00   8.8749E-16   1.3746E-15   4.3528E-15   1.8538E-16   5.8295E-01   2.4014E+08   1.9846E-07   5.6410E-08   1.3144E-08   8.8945E-02   5.3524E+01   5.0086E+10   6.3206E-04   7.0471E-04   9.8452E-07   2.3925E-10   3.3896E-25   5.0960E-27   1.2673E-16   5.1735E-05   3.0451E-19   2.4234E-19   3.9365E-22   8.6887E-15   4.2111E-24   1.1726E+11   1.1044E+11
   8.000000E-06   1.0036E+06   3.7988E+10   5.3082E+10   1.6603E+10   4.4225E-13   2.4220E+19   1.6500E+09   1.9753E+09   1.8702E-03   1.0035E+06   4.8901E+00   1.6932E-15   2.6225E-15   8.3045E-15   3.5379E-16   9.4481E-01   3.3054E+08   3.2152E-07   9.1386E-08   2.1308E-08   1.6841E-01   7.8981E+01   6.0034E+10   9.0394E-04   1.0079E-03   1.4095E-06   6.2573E-10   1.0422E-24   1.5669E-26   4.5584E-16   1.1509E-04   7.9641E-19   6.3381E-19   1.0296E-21   2.6573E-14   1.7698E-23   1.3733E+11   1.2939E+11
   9.000000E-06   1.0041E+06   4.3555E+10   6.0805E+10   1.6602E+10   4.4244E-13   2.4220E+19   1.8524E+09   2.2252E+09   1.8712E-03   1.0040E+06   7.4070E+00   2.9510E-15   4.5705E-15   1.4473E-14   6.1669E-16   1.4310E+00   4.3512E+08   4.8688E-07   1.3839E-07   3.2279E-08   2.9182E-01   1.1034E+02   6.9981E+10   1.2251E-03   1.3660E-03   1.9114E-06   1.4320E-09   2.7429E-24   4.1239E-26   1.3750E-15   2.2909E-04   1.8226E-18   1.4505E-18   2.3563E-21   6.9634E-14   6.1143E-23   1.5743E+11   1.4835E+11
