         Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13                                                                                                               14                                                                                                               15                                                                                                               16                                                                                                               17                                                                                                               18                                                                                                               19                                                                                                               20                                                                                                               21                                                                                                               22                                                                                                               23                                                                                                               24                                                                                                               25                                                                                                               26                                                                                                               27                                                                                                               28                                                                                                               29                                                                                                               30                                                                                                               31                                                                                                               32                                                                                                               33                                                                                                               34                                                                                                               35                                                                                                               36                                                                                                               37                                                                                                               38                                                                                                               39
   0.000000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   2.4220E+19   0.0000E+00   0.0000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.000000E-06   1.0000E+06   1.4819E+08   0.0000E+00   4.0002E+08   3.3401E+09   3.2076E-19   2.4220E+19   7.0072E-02   7.0962E-02   1.3634E-09   1.0000E+06   3.0772E-08   5.8706E-30   9.6384E-30   2.5840E-29   3.1386E-32   1.9374E-08   1.6771E+01   1.7495E-20   5.1064E-21   3.5322E-23   2.2859E-11   2.7384E-08   1.0497E-05   1.0671E-26   1.1194E-26   6.4236E-30   4.8681E-31   6.1610E-52   6.3581E-55   2.7085E-40   1.5835E-27   2.1340E-48   1.6189E-48   4.0010E-52   4.6434E-42   8.5885E-50   3.3391E+09   6.9639E+08
   2.000000E-06   1.0000E+06   2.3367E+09   0.0000E+00   6.3077E+09   4.3044E+10   4.8391E-17   2.4220E+19   1.3206E-01   1.4731E-01   4.6108E-08   1.0000E+06   3.2794E-05   3.5897E-27   5.5642E-27   1.7593E-26   1.6270E-27   2.8857E-05   3.6814E+03   3.3955E-18   9.6544E-19   1.5037E-19   6.7661E-08   6.4705E-06   1.8990E-03   2.0779E-24   2.3150E-24   2.1072E-26   9.6606E-27   9.9045E-48   2.0790E-49   6.8365E-35   6.0457E-23   7.5205E-44   5.9820E-44   3.4773E-46   2.6985E-36   7.0656E-43   4.3043E+10   1.0981E+10
   3.000000E-06   1.0000E+06   4.9458E+09   0.0000E+00   1.3351E+10   8.9845E+10   1.2065E-16   2.4220E+19   1.9171E-01   2.2320E-01   5.6772E-08   1.0000E+06   5.2748E-04   9.6977E-26   1.4885E-25   4.7900E-25   5.8331E-26   4.7350E-04   2.9195E+04   4.7754E-17   1.3532E-17   2.6215E-18   2.0233E-06   9.3437E-05   1.4818E-02   2.8653E-23   3.2190E-23   3.5316E-25   5.9931E-25   1.0657E-45   2.7699E-47   1.5721E-32   6.8145E-21   1.4843E-41   1.1896E-41   8.5513E-44   1.1967E-33   1.1721E-39   8.9844E+10   2.3242E+10
   4.000000E-06   1.0000E+06   7.6406E+09   0.0000E+00   2.0625E+10   1.3809E+11   1.9035E-16   2.4220E+19   2.5090E-01   2.9898E-01   5.8517E-08   1.0000E+06   2.7992E-03   7.4843E-25   1.1467E-24   3.7014E-24   4.7170E-25   2.5219E-03   1.0314E+05   2.4702E-16   6.9952E-17   1.4120E-17   1.6272E-05   4.8590E-04   5.1989E-02   1.4693E-22   1.6535E-22   1.8795E-24   7.3695E-24   1.9235E-44   5.1611E-46   4.3939E-31   1.2447E-19   3.9673E-40   3.1834E-40   2.3613E-42   5.3005E-32   1.1727E-37   1.3809E+11   3.5906E+10
   5.000000E-06   1.0000E+06   1.0351E+10   0.0000E+00   2.7941E+10   1.8659E+11   2.5830E-16   2.4220E+19   3.1000E-01   3.7475E-01   5.8804E-08   1.0000E+06   9.1686E-03   3.2490E-24   4.9756E-24   1.6072E-23   2.0707E-24   8.2676E-03   2.5265E+05   8.0351E-16   2.2750E-16   4.6431E-17   7.1873E-05   1.5828E-03   1.2689E-01   4.7571E-22   5.3559E-22   6.1465E-24   4.4418E-23   1.5339E-43   4.1422E-45   4.7461E-30   9.8918E-19   4.1812E-39   3.3558E-39   2.5040E-41   8.2290E-31   3.2333E-36   1.8659E+11   4.8643E+10
   6.000000E-06   1.0000E+06   1.3063E+10   0.0000E+00   3.5262E+10   2.3512E+11   3.2548E-16   2.4220E+19   3.6910E-01   4.5051E-01   5.8804E-08   1.0000E+06   2.2960E-02   1.0171E-23   1.5575E-23   5.0321E-23   6.5000E-24   2.0708E-02   5.0465E+05   2.0080E-15   5.6849E-16   1.1641E-16   2.2688E-04   3.9572E-03   2.5290E-01   1.1854E-21   1.3348E-21   1.5362E-23   1.8032E-22   7.7501E-43   2.0948E-44   3.0275E-29   4.9309E-18   2.6075E-38   2.0928E-38   1.5627E-40   7.1545E-30   4.3942E-35   2.3512E+11   6.1389E+10
   7.000000E-06   1.0000E+06   1.5775E+10   0.0000E+00   4.2583E+10   2.8365E+11   3.9266E-16   2.4220E+19   4.2819E-01   5.2628E-01   5.8804E-08   1.0000E+06   4.8504E-02   2.5821E-23   3.9539E-23   1.2775E-22   1.6514E-23   4.3745E-02   8.8589E+05   4.2387E-15   1.2000E-15   2.4600E-16   5.7851E-04   8.3545E-03   4.4331E-01   2.4975E-21   2.8124E-21   3.2399E-23   5.7035E-22   2.9291E-42   7.9188E-44   1.3826E-28   1.8258E-17   1.1614E-37   9.3213E-38   6.9610E-40   4.2974E-29   3.7967E-34   2.8365E+11   7.4134E+10
   8.000000E-06   1.0000E+06   1.8487E+10   0.0000E+00   4.9903E+10   3.3218E+11   4.5985E-16   2.4220E+19   4.8728E-01   6.0204E-01   5.8804E-08   1.0000E+06   9.1135E-02   5.6692E-23   8.6809E-23   2.8048E-22   3.6266E-23   8.2185E-02   1.4231E+06   7.9613E-15   2.2539E-15   4.6225E-16   1.2733E-03   1.5693E-02   7.1140E-01   4.6844E-21   5.2750E-21   6.0795E-23   1.5203E-21   9.0592E-42   2.4492E-43   5.0116E-28   5.5032E-17   4.0913E-37   3.2837E-37   2.4523E-39   1.9907E-28   2.3785E-33   3.3219E+11   8.6879E+10
   9.000000E-06   1.0000E+06   2.1199E+10   0.0000E+00   5.7223E+10   3.8072E+11   5.2703E-16   2.4220E+19   5.4637E-01   6.7780E-01   5.8804E-08   1.0000E+06   1.5719E-01   1.1192E-22   1.7138E-22   5.5372E-22   7.1603E-23   1.4173E-01   2.1431E+06   1.3728E-14   3.8866E-15   7.9729E-16   2.5175E-03   2.7061E-02   1.0705E+00   8.0693E-21   9.0869E-21   1.0475E-22   3.5801E-21   2.4237E-41   6.5529E-43   1.5392E-27   1.4283E-16   1.2162E-36   9.7618E-37   7.2902E-39   7.6682E-28   1.1979E-32   3.8072E+11   9.9624E+10
