       Time_s                                                                                                     001                                                                                                     002                                                                                                     003                                                                                                     004                                                                                                     005                                                                                                     006                                                                                                     007                                                                                                     008                                                                                                     009                                                                                                     010                                                                                                     011                                                                                                     012                                                                                                     013                                                                                                     014                                                                                                     015                                                                                                     016                                                                                                     017                                                                                                     018                                                                                                     019                                                                                                     020                                                                                                     021                                                                                                     022                                                                                                     023                                                                                                     024                                                                                                     025                                                                                                     026                                                                                                     027                                                                                                     028                                                                                                     029                                                                                                     030                                                                                                     031                                                                                                     032                                                                                                     033                                                                                                     034                                                                                                     035                                                                                                     036                                                                                                     037                                                                                                     038                                                                                                     039                                                                                                     040                                                                                                     041                                                                                                     042                                                                                                     043                                                                                                     044                                                                                                     045                                                                                                     046                                                                                                     047                                                                                                     048                                                                                                     049                                                                                                     050                                                                                                     051                                                                                                     052                                                                                                     053                                                                                                     054                                                                                                     055                                                                                                     056                                                                                                     057                                                                                                     058                                                                                                     059                                                                                                     060                                                                                                     061                                                                                                     062                                                                                                     063                                                                                                     064                                                                                                     065                                                                                                     066                                                                                                     067                                                                                                     068                                                                                                     069                                                                                                     070                                                                                                     071                                                                                                     072                                                                                                     073                                                                                                     074                                                                                                     075                                                                                                     076                                                                                                     077                                                                                                     078                                                                                                     079                                                                                                     080                                                                                                     081                                                                                                     082                                                                                                     083                                                                                                     084                                                                                                     085                                                                                                     086                                                                                                     087                                                                                                     088                                                                                                     089                                                                                                     090                                                                                                     091                                                                                                     092                                                                                                     093                                                                                                     094                                                                                                     095                                                                                                     096                                                                                                     097                                                                                                     098                                                                                                     099                                                                                                     100                                                                                                     101                                                                                                     102                                                                                                     103                                                                                                     104                                                                                                     105                                                                                                     106                                                                                                     107                                                                                                     108                                                                                                     109                                                                                                     110                                                                                                     111                                                                                                     112                                                                                                     113                                                                                                     114                                                                                                     115                                                                                                     116
   0.0000E+00   2.2791E+17   2.2505E+17   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   3.1379E+09   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   5.0071E+10   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   2.5160E+14   0.0000E+00   0.0000E+00   3.5092E+15   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   2.2847E+14   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   6.2343E+14   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.0000E-06   2.2860E+17   2.2574E+17   2.2302E+09   2.2668E+09   1.4152E-11   1.3492E-11   4.9797E-20   4.7301E-20   1.3976E-06   4.7885E-06   1.4369E-15   1.6185E-14   1.7630E-15   4.7265E-15   1.0738E-15   1.9700E-24   1.3894E-23   7.4300E-25   6.5574E-27   8.6436E-27   2.0472E-35   3.3712E-35   2.0398E-21   8.8649E-30   1.1342E-01   3.1475E+09   2.9661E+01   2.9289E+01   9.6813E-20   3.2885E-28   3.1350E-28   1.1525E-13   1.1158E-22   3.8230E-22   6.8436E-23   7.4131E-32   1.9874E-31   4.5152E-32   1.9319E-35   5.6026E-44   7.3850E-44   2.5093E-29   1.0776E-37   8.3818E-08   2.5432E+05   8.6583E-22   3.4803E-15   1.1007E-24   6.3858E-38   5.0498E-31   2.5237E+14   2.3783E+06   2.3485E+06   3.5199E+15   3.3171E+07   3.2755E+07   4.1435E-09   1.4075E-17   1.3418E-17   1.9786E-04   7.7205E-07   2.5610E-15   7.4750E-16   4.9924E-07   5.9251E-19   2.5445E-27   1.4606E-08   1.0452E-06   3.4671E-15   1.0120E-15   1.5992E-33   6.1134E-42   4.6379E-42   0.0000E+00   0.0000E+00   0.0000E+00   2.2917E+14   2.1596E+06   2.1325E+06   1.6178E-09   3.1265E-03   1.6908E-09   5.6086E-18   1.6370E-18   0.0000E+00   0.0000E+00   0.0000E+00   5.4435E-18   7.2275E-43   8.8068E+12   1.0831E+03   5.3900E-15   3.1472E+09   2.9658E+01   2.9287E+01   2.0060E-18   3.9774E-13   8.6276E-29   3.7051E-37   1.6410E-24   2.6780E-34   1.9131E-13   6.4983E-22   6.1949E-22   2.4055E-09   7.9794E-18   2.3290E-18   2.6299E-36   1.1902E-10   2.7549E-21   1.0531E-29   7.9896E-30   1.1342E-01   1.0688E-09   1.0554E-09   1.6255E-13
   2.0000E-06   2.7335E+17   2.2200E+17   5.5957E+09   4.1428E+09   3.1758E-09   2.8499E-09   1.3533E-17   1.1129E-17   2.8936E-04   1.0178E-03   2.6996E-13   3.2674E-12   7.4922E-13   2.3691E-12   4.8336E-13   4.5519E-22   4.5146E-21   1.9123E-22   3.1293E-22   3.9344E-22   1.1230E-30   1.7303E-30   5.4796E-18   2.2407E-26   1.9867E+01   1.1803E+11   2.3765E+03   2.1250E+03   3.4546E-16   1.4480E-24   1.2998E-24   5.3868E-10   4.8687E-19   1.7123E-18   2.6078E-18   1.5625E-27   4.9388E-27   1.0079E-27   2.1637E-29   7.4986E-38   9.4279E-38   1.3682E-24   5.5596E-33   2.1189E-04   3.9609E+08   5.8358E-17   2.4116E-10   1.3007E-18   2.0785E-30   4.3110E-25   3.3289E+15   6.7026E+07   5.9935E+07   5.7661E+16   1.1610E+09   1.0381E+09   2.3961E-06   1.0044E-14   9.0153E-15   3.9384E-02   9.0357E-04   2.8722E-12   8.1667E-13   9.9374E-05   4.4210E-15   1.7965E-23   2.9073E-06   1.7097E-03   5.4347E-12   1.5453E-12   1.4127E-28   6.1554E-37   4.8958E-37   0.0000E+00   0.0000E+00   0.0000E+00   3.7541E+15   7.5586E+07   6.7589E+07   2.4485E-07   5.6885E-01   4.4203E-06   1.4051E-14   3.9952E-15   0.0000E+00   0.0000E+00   0.0000E+00   1.7816E-13   6.1491E-36   1.6215E+15   2.3972E+05   1.7641E-10   1.1761E+11   2.3681E+03   2.1176E+03   7.8926E-14   1.1291E-09   2.8645E-24   1.1640E-32   2.0091E-17   1.6276E-28   4.0831E-11   1.7114E-19   1.5362E-19   6.2276E-07   1.9796E-15   5.6287E-16   1.0730E-30   2.8106E-07   1.9078E-15   8.3128E-24   6.6117E-24   1.9867E+01   4.0000E-07   3.5768E-07   2.0466E-11
   3.0000E-06   3.0702E+17   2.4410E+17   1.0004E+10   6.9464E+09   2.9106E-08   2.5973E-08   2.4370E-16   1.9797E-16   2.6322E-03   9.2795E-03   4.8207E-12   5.8670E-11   1.3257E-11   4.2416E-11   8.6081E-12   1.4858E-20   1.5092E-19   6.3199E-21   3.0355E-20   3.7982E-20   2.1900E-28   3.3466E-28   2.1290E-16   1.6888E-24   5.4050E+01   1.5226E+11   4.8842E+03   4.1887E+03   3.5955E-15   2.9639E-23   2.6460E-23   5.6854E-09   1.0103E-17   3.5609E-17   5.6113E-17   6.2068E-26   1.9848E-25   4.0290E-26   2.4084E-27   1.6811E-35   2.1035E-35   6.1111E-23   4.8185E-31   8.2166E-04   7.4189E+08   1.2611E-15   3.9819E-09   4.1154E-17   5.5411E-28   3.3635E-23   4.1934E+15   1.3452E+08   1.1536E+08   7.3191E+16   2.3479E+09   2.0135E+09   2.3362E-05   1.9258E-13   1.7192E-13   2.0588E-01   9.0233E-03   5.6515E-11   1.6034E-11   5.1947E-04   1.8242E-13   1.4383E-21   1.5197E-05   1.7310E-02   1.0842E-10   3.0760E-11   1.4351E-26   1.2534E-34   1.0017E-34   0.0000E+00   0.0000E+00   0.0000E+00   4.7652E+15   1.5286E+08   1.3109E+08   6.8066E-07   2.6338E+00   4.7008E-05   2.9442E-13   8.3531E-14   0.0000E+00   0.0000E+00   0.0000E+00   5.0798E-12   2.9952E-33   4.4746E+15   1.1018E+06   5.0300E-09   1.5149E+11   4.8595E+03   4.1675E+03   3.7482E-12   2.2584E-08   1.2987E-22   1.0240E-30   1.4930E-14   3.2100E-26   3.7845E-10   3.1197E-18   2.7851E-18   5.7789E-06   3.6194E-14   1.0269E-14   1.2352E-28   3.3753E-06   3.5539E-13   3.1040E-21   2.4806E-21   5.4049E+01   1.7338E-06   1.4869E-06   3.4158E-11
   4.0000E-06   3.4457E+17   2.7684E+17   1.5943E+10   1.0981E+10   1.2033E-07   1.0767E-07   1.6287E-15   1.3299E-15   1.0834E-02   3.8150E-02   3.2295E-11   3.9212E-10   8.5725E-11   2.7273E-10   5.5487E-11   1.5788E-19   1.5871E-18   6.6782E-20   3.9369E-19   4.9377E-19   4.6671E-27   7.1602E-27   2.2660E-15   2.8962E-23   9.0251E+01   1.5988E+11   7.2792E+03   6.1252E+03   1.3980E-14   1.8621E-22   1.6655E-22   2.1783E-08   6.2957E-17   2.2174E-16   3.3027E-16   6.0007E-25   1.9103E-24   3.8855E-25   2.9232E-26   3.3498E-34   4.2008E-34   6.0824E-22   7.7265E-30   1.6290E-03   9.1551E+08   6.9753E-15   1.7739E-08   2.7445E-16   1.0857E-26   4.1698E-22   4.4534E+15   2.0276E+08   1.7061E+08   7.7446E+16   3.5260E+09   2.9670E+09   9.3723E-05   1.2484E-12   1.1166E-12   5.7100E-01   3.5504E-02   3.6142E-10   1.0261E-10   1.4407E-03   1.8859E-12   2.3957E-20   4.2150E-05   6.7664E-02   6.8879E-10   1.9556E-10   1.8198E-25   2.6152E-33   2.0854E-33   0.0000E+00   0.0000E+00   0.0000E+00   5.0422E+15   2.2957E+08   1.9317E+08   8.2583E-07   6.5354E+00   1.3175E-04   1.3411E-12   3.8078E-13   0.0000E+00   0.0000E+00   0.0000E+00   1.9449E-11   7.4013E-32   5.3622E+15   2.7003E+06   1.9258E-08   1.5894E+11   7.2362E+03   6.0890E+03   2.9350E-11   1.4663E-07   9.4208E-22   1.1967E-29   6.3506E-13   6.1356E-25   1.5556E-09   2.0721E-17   1.8533E-17   2.3554E-05   2.3977E-13   6.8077E-14   1.1373E-27   1.0715E-05   6.3589E-12   9.1382E-20   7.2868E-20   9.0249E+01   4.1090E-06   3.4576E-06   2.0264E-11
   5.0000E-06   3.8293E+17   3.1192E+17   2.3577E+10   1.6346E+10   3.3988E-07   3.0525E-07   6.7081E-15   5.5185E-15   3.0553E-02   1.0743E-01   1.3365E-10   1.6172E-09   3.4148E-10   1.0779E-09   2.2011E-10   9.3970E-19   9.3065E-18   3.9450E-19   1.9849E-18   2.4973E-18   3.3484E-26   5.1635E-26   1.2948E-14   2.4146E-22   1.2768E+02   1.6199E+11   9.8083E+03   8.1873E+03   3.6286E-14   7.0434E-22   6.3185E-22   5.5646E-08   2.3575E-16   8.2934E-16   1.1547E-15   3.1332E-24   9.9070E-24   2.0214E-24   1.3449E-25   2.1903E-33   2.7549E-33   3.1667E-21   5.8682E-29   2.6252E-03   1.0414E+09   2.2309E-14   4.8650E-08   1.0189E-15   6.8602E-26   2.4389E-21   4.5851E+15   2.7763E+08   2.3175E+08   7.9329E+16   4.8034E+09   4.0096E+09   2.5415E-04   4.9333E-12   4.4255E-12   1.1974E+00   9.4106E-02   1.4025E-09   3.9869E-10   3.0212E-03   1.0354E-11   1.9188E-19   8.8389E-05   1.7770E-01   2.6484E-09   7.5286E-10   8.9013E-25   1.8233E-32   1.4496E-32   0.0000E+00   0.0000E+00   0.0000E+00   5.1648E+15   3.1273E+08   2.6105E+08   7.9485E-07   1.2398E+01   2.3112E-04   3.4445E-12   9.7914E-13   0.0000E+00   0.0000E+00   0.0000E+00   3.5825E-11   5.1425E-31   5.1230E+15   5.0849E+06   3.5474E-08   1.6092E+11   9.7436E+03   8.1333E+03   1.0656E-10   5.6790E-07   3.3525E-21   6.2124E-29   7.2386E-12   4.2587E-24   4.3635E-09   8.4698E-17   7.5981E-17   6.5571E-05   9.7726E-13   2.7780E-13   3.9825E-27   2.1055E-05   3.9197E-11   8.0288E-19   6.3834E-19   1.2768E+02   7.7312E-06   6.4535E-06   9.8952E-12
   6.0000E-06   4.2200E+17   3.4807E+17   3.3135E+10   2.3211E+10   7.7423E-07   6.9774E-07   2.0810E-14   1.7239E-14   6.9676E-02   2.4466E-01   4.1717E-10   5.0319E-09   1.0317E-09   3.2324E-09   6.6250E-10   3.9519E-18   3.8588E-17   1.6478E-18   6.1463E-18   7.7552E-18   1.3012E-25   2.0158E-25   5.1828E-14   1.3160E-21   1.6753E+02   1.6322E+11   1.2596E+04   1.0484E+04   7.6219E-14   2.0136E-21   1.8113E-21   1.1539E-07   6.6849E-16   2.3490E-15   3.0759E-15   1.1611E-23   3.6484E-23   7.4669E-24   3.8139E-25   7.7849E-33   9.8175E-33   1.1587E-20   2.9229E-28   3.8728E-03   1.1627E+09   5.3595E-14   1.0495E-07   2.8098E-15   2.3983E-25   9.5706E-21   4.6946E+15   3.6229E+08   3.0153E+08   8.0815E+16   6.2367E+09   5.1908E+09   5.5715E-04   1.4719E-11   1.3241E-11   2.1647E+00   2.0222E-01   4.1165E-09   1.1715E-09   5.4619E-03   3.9897E-11   1.0064E-18   1.5979E-04   3.7845E-01   7.7040E-09   2.1924E-09   2.6795E-24   6.8972E-32   5.4693E-32   0.0000E+00   0.0000E+00   0.0000E+00   5.2615E+15   4.0604E+08   3.3795E+08   7.7373E-07   2.0440E+01   3.5880E-04   7.3039E-12   2.0785E-12   0.0000E+00   0.0000E+00   0.0000E+00   5.4565E-11   2.0756E-30   4.9660E+15   8.3480E+06   5.4029E-08   1.6203E+11   1.2504E+04   1.0408E+04   2.7487E-10   1.6556E-06   9.1458E-21   2.3071E-28   4.0257E-11   1.8582E-23   9.8834E-09   2.6111E-16   2.3488E-16   1.4775E-04   3.0076E-12   8.5592E-13   1.0246E-26   3.6242E-05   1.4005E-10   3.6050E-18   2.8586E-18   1.6752E+02   1.2928E-05   1.0760E-05   5.6873E-12
   7.0000E-06   4.6105E+17   3.8448E+17   4.4778E+10   3.1741E+10   1.5308E-06   1.3838E-06   5.3561E-14   4.4659E-14   1.3811E-01   4.8433E-01   1.0820E-09   1.3012E-08   2.5887E-09   8.0547E-09   1.6567E-09   1.3192E-17   1.2710E-16   5.4667E-18   1.4468E-17   1.8302E-17   3.5032E-25   5.4502E-25   1.6434E-13   5.4367E-21   2.0916E+02   1.6400E+11   1.5646E+04   1.3025E+04   1.3979E-13   4.8049E-21   4.3340E-21   2.0942E-07   1.5860E-15   5.5671E-15   6.8645E-15   3.4458E-23   1.0760E-22   2.2091E-23   8.2744E-25   1.9294E-32   2.4394E-32   3.3792E-20   1.1104E-27   5.3758E-03   1.2803E+09   1.0735E-13   1.9518E-07   6.4074E-15   5.9448E-25   2.9207E-20   4.7902E+15   4.5699E+08   3.8043E+08   8.2069E+16   7.8296E+09   6.5179E+09   1.0638E-03   3.6565E-11   3.2981E-11   3.5357E+00   3.7939E-01   1.0086E-08   2.8733E-09   8.9211E-03   1.2215E-10   4.0139E-18   2.6099E-04   7.0410E-01   1.8718E-08   5.3325E-09   6.1487E-24   1.8127E-31   1.4338E-31   0.0000E+00   0.0000E+00   0.0000E+00   5.3431E+15   5.0975E+08   4.2435E+08   7.7215E-07   3.0701E+01   5.2492E-04   1.3954E-11   3.9755E-12   0.0000E+00   0.0000E+00   0.0000E+00   7.7802E-11   6.3642E-30   4.9399E+15   1.2499E+07   7.7038E-08   1.6270E+11   1.5522E+04   1.2922E+04   5.8988E-10   4.0045E-06   2.1428E-20   7.0411E-28   1.4497E-10   6.2524E-23   1.9454E-08   6.6866E-16   6.0313E-16   2.8973E-04   7.7020E-12   2.1942E-12   2.2914E-26   5.8245E-05   3.6689E-10   1.0816E-17   8.5552E-18   2.0915E+02   1.9954E-05   1.6611E-05   3.7710E-12
   8.0000E-06   5.0019E+17   4.2108E+17   5.8711E+10   4.2118E+10   2.7417E-06   2.4853E-06   1.2074E-13   1.0127E-13   2.4809E-01   8.6907E-01   2.4592E-09   2.9494E-08   5.7042E-09   1.7639E-08   3.6400E-09   3.7309E-17   3.5509E-16   1.5377E-17   2.8858E-17   3.6587E-17   7.4977E-25   1.1709E-24   4.4238E-13   1.8443E-20   2.5306E+02   1.6487E+11   1.9000E+04   1.5846E+04   2.3392E-13   1.0114E-20   9.1460E-21   3.4740E-07   3.3260E-15   1.1663E-14   1.3601E-14   8.7585E-23   2.7193E-22   5.5997E-23   1.5327E-24   3.8309E-32   4.8546E-32   8.4308E-20   3.4907E-27   7.1825E-03   1.4018E+09   1.9086E-13   3.2909E-07   1.2883E-14   1.2003E-24   7.5178E-20   4.8846E+15   5.6292E+08   4.6948E+08   8.3323E+16   9.6025E+09   8.0086E+09   1.8470E-03   7.9863E-11   7.2216E-11   5.3895E+00   6.4853E-01   2.1772E-08   6.2090E-09   1.3599E-02   3.1860E-10   1.3192E-17   3.9784E-04   1.1944E+00   4.0098E-08   1.1435E-08   1.1990E-23   3.7977E-31   2.9969E-31   0.0000E+00   0.0000E+00   0.0000E+00   5.4248E+15   6.2518E+08   5.2140E+08   7.8045E-07   4.3324E+01   7.3305E-04   2.4609E-11   7.0181E-12   0.0000E+00   0.0000E+00   0.0000E+00   1.0663E-10   1.6513E-29   4.9791E+15   1.7588E+07   1.0558E-07   1.6344E+11   1.8836E+04   1.5709E+04   1.1287E-09   8.5148E-06   4.4881E-20   1.8583E-27   3.9480E-10   1.7743E-22   3.4724E-08   1.5014E-15   1.3577E-15   5.1558E-04   1.7309E-11   4.9362E-12   4.6625E-26   8.8705E-05   7.9589E-10   2.5208E-17   1.9893E-17   2.5305E+02   2.9163E-05   2.4322E-05   2.7300E-12
   9.0000E-06   5.3935E+17   4.5787E+17   7.5129E+10   5.4530E+10   4.5646E-06   4.1478E-06   2.4655E-13   2.0788E-13   4.1442E-01   1.4503E+00   5.0647E-09   6.0594E-08   1.1418E-08   3.5103E-08   7.2670E-09   9.3295E-17   8.7784E-16   3.8263E-17   5.1605E-17   6.5555E-17   1.3836E-24   2.1678E-24   1.0548E-12   5.4026E-20   2.9895E+02   1.6561E+11   2.2639E+04   1.8933E+04   3.6577E-13   1.9388E-20   1.7571E-20   5.3909E-07   6.3581E-15   2.2275E-14   2.4660E-14   1.9830E-22   6.1238E-22   1.2647E-22   2.5598E-24   6.5956E-32   8.3753E-32   1.8734E-19   9.5276E-27   9.3052E-03   1.5239E+09   3.1147E-13   5.1646E-07   2.3602E-14   2.1226E-24   1.7081E-19   4.9738E+15   6.7991E+08   5.6861E+08   8.4498E+16   1.1551E+10   9.6599E+09   2.9892E-03   1.5845E-10   1.4360E-10   7.8058E+00   1.0348E+00   4.2756E-08   1.2204E-08   1.9696E-02   7.3787E-10   3.7527E-17   5.7621E-04   1.8922E+00   7.8185E-08   2.2317E-08   2.1009E-23   6.8738E-31   5.4131E-31   0.0000E+00   0.0000E+00   0.0000E+00   5.5013E+15   7.5202E+08   6.2892E+08   7.9184E-07   5.8430E+01   9.8396E-04   4.0657E-11   1.1605E-11   0.0000E+00   0.0000E+00   0.0000E+00   1.4137E-10   3.8025E-29   5.0387E+15   2.3660E+07   1.3998E-07   1.6407E+11   2.2428E+04   1.8756E+04   1.9892E-09   1.6468E-05   8.6062E-20   4.3769E-27   8.8958E-10   4.4345E-22   5.7663E-08   3.0565E-15   2.7701E-15   8.5400E-04   3.5287E-11   1.0072E-11   8.7792E-26   1.2906E-04   1.5237E-09   4.9853E-17   3.9259E-17   2.9894E+02   4.0865E-05   3.4175E-05   2.0838E-12
