exp,V,E,t,VF,VA,VB,CFLA,CALA,CFK,CBK,I
0,20,0.25,0.0,1.0,1.0,1.0,0.46657664,0.0001795649999999,1.0321567070000002,0.007676338,0.0
0,20,0.25,0.25,1.0016985,0.9988944179461842,0.9991747767857143,0.46572876764254906,0.00019559268468304818,1.029883933177322,0.008503306540746079,0.025000000000000005
0,20,0.25,0.5,1.006196,0.9966197856491336,0.9969660714285714,0.46361335131558684,0.00023815397594252846,1.0233993860127923,0.01092871711801724,0.05
0,20,0.25,0.75,1.0125955,0.993535260527516,0.9937743303571428,0.46064673199420453,0.0002989662295933945,1.013203726961668,0.01486932716436288,0.075
0,20,0.25,1.0,1.02,0.99,0.99,0.4572452506534939,0.0003697468014507,0.9997976174792068,0.0202418941123324,0.1
0,20,0.25,1.25,1.0331618870774306,0.9842766787922428,0.9825773121762116,0.45153431851408543,0.00046443750328392837,0.9384627015830413,0.07408208191548812,0.125
0,20,0.25,1.5,1.0527913688842965,0.9761462777319845,0.9710697467874639,0.4432135963355655,0.0006016351375918161,0.8210999028767274,0.18634505639913856,0.15000000000000002
0,20,0.25,1.75,1.071928176282459,0.9682454133910182,0.9598216223862553,0.4350607994014596,0.0007800395462832956,0.7031388021944049,0.30132682780345255,0.17500000000000004
0,20,0.25,2.0,1.0836120401337792,0.963210702341137,0.9531772575250834,0.4298536429952931,0.0009983505712673,0.6400089803702146,0.3633234063685985,0.2
0,20,0.25,2.25,1.08838009433034,0.9606112011873198,0.9508587316477892,0.4275967565257139,0.0012833735516271185,0.6267703513496593,0.3762223591284017,0.225
0,20,0.25,2.5,1.091831498635075,0.9584318895267853,0.9493165230348809,0.42605489772235855,0.0016834983852950553,0.6187662203932741,0.38391649764277186,0.25
0,20,0.25,2.75,1.0945990227161198,0.9569332684196858,0.9479875484938566,0.4246459743502357,0.0022298017524535643,0.6118512553077471,0.3907096989410055,0.275
0,20,0.25,3.0,1.0973154362416109,0.9563758389261744,0.9463087248322148,0.4227878941743538,0.0029533603332851,0.6018801238997661,0.4009058400523989,0.3
0,20,0.25,3.25,1.1000059504030175,0.9563758389261744,0.9435874267815925,0.42036121888660477,0.004301910655835579,0.5862831547261275,0.4183638024906244,0.32410239361702126
0,20,0.25,3.5,1.1024272853760986,0.9563758389261744,0.9402544464755095,0.4175262954226631,0.006591734841499653,0.5665502045663354,0.4417770024239825,0.3476063829787234
0,20,0.25,3.75,1.1048094743054262,0.9563758389261744,0.9374318268242894,0.41412070941321133,0.009656727960482876,0.5446252335611406,0.46770111886371185,0.37230718085106385
0,20,0.25,4.0,1.1073825503355708,0.9563758389261744,0.9362416107382552,0.4099820464889321,0.0133307850829908,0.5224522018512933,0.4926918308210509,0.4
0,20,0.25,4.25,1.1101605752459989,0.9553061522834929,0.9367568822797909,0.40476394255253206,0.018230987506207812,0.5005460331088195,0.5161153286260022,0.4307633738601824
0,20,0.25,4.5,1.1130064623935503,0.9521943365956921,0.9383130535488834,0.3982573365743607,0.0250265381060767,0.47810832027719347,0.5396394489803366,0.4634990881458967
0,20,0.25,4.75,1.115923522288856,0.9471862582231376,0.94092565951226,0.39050576878656423,0.033629514320940634,0.4551130274043374,0.5632723404529455,0.4982372340425532
0,20,0.25,5.0,1.1189150654425473,0.9404277835261953,0.9446102351366489,0.3815527794212893,0.04395199358914278,0.43153411853817414,0.5870221516127204,0.5350079027355624
0,20,0.25,5.25,1.121984402365255,0.9320647788652306,0.9493823153887777,0.37144190871068206,0.0559060533490263,0.4073455577266263,0.610897031028553,0.5738411854103344
0,20,0.25,5.5,1.1251348435676107,0.9222431106006094,0.9552574352353741,0.36021669688688907,0.06940377103893436,0.3825213090176164,0.6349051272693346,0.6147671732522796
