f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,err,index
1.0,1.4e-10,10000000.0,1.0,1.0,100000000.0,1.0,1.0,10.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,100000000.0,1.0,100000000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10000000000.0,1.0,6.344282229282006,initialization
1.2191,1.477e-10,10371000.0,1.2443,0.98326,80198000.0,0.99737,0.87335,11.103,0.94348,1.1446,0.0087875,0.96604,0.79913,0.89453,1.1003,121910000.0,0.81567,98389000.0,1.0702,0.84263,0.85832,0.95492,0.80021,0.9922,1.0181,1.1741,0.8435,0.96591,0.857,0.83686,0.84604,1.1603,1.2072,12.201,8695100000.0,1.1797,48.346193030734035,LH pre-train 0
0.95241,1.4558e-10,9950800.0,0.9348,1.0856,82291000.0,0.99054,0.88017,8.1458,0.80712,0.86967,0.010238,0.83159,0.98879,1.1681,1.0675,91041000.0,0.80726,94771000.0,0.80114,0.82207,1.1005,0.80814,1.0243,0.99749,0.7982,0.96741,0.93831,1.243,1.0309,1.0029,1.0785,0.93576,0.99343,11.198,9138100000.0,1.0703,5.238241732379003,LH pre-train 1
0.88205,1.5278e-10,8533900.0,0.95333,1.0158,123530000.0,1.1168,1.2546,8.5876,1.0779,0.80066,0.0081737,1.1066,1.0288,0.94178,0.89806,105060000.0,1.0009,123230000.0,0.87489,0.8892,1.2065,0.90198,1.1283,0.82503,0.90455,0.84162,0.91196,0.91801,0.96049,1.1647,0.81704,0.85838,1.0982,8.7176,8037300000.0,0.89903,4.803834340366004,LH pre-train 2
1.1699,1.1218e-10,9321900.0,1.0623,1.2258,124680000.0,0.92602,1.0401,10.511,0.89379,0.88974,0.012336,0.94675,1.1412,0.84019,1.0835,115960000.0,0.94372,104430000.0,0.81366,0.98374,0.83625,0.96784,1.0235,1.0625,1.1534,1.0739,0.94573,1.1665,1.1299,1.2544,1.1814,0.85019,1.0991,9.1296,10940000000.0,0.98487,21.77998394842706,LH pre-train 3
1.03,1.752e-10,9124300.0,1.1329,1.2151,85327000.0,1.2492,1.2065,10.326,0.93481,0.82188,0.012541,1.2492,0.94737,1.1755,1.1042,118460000.0,1.0686,106720000.0,1.0333,1.1135,1.0926,0.97059,0.92063,0.98022,1.1652,0.93512,1.0799,1.2109,1.0708,0.81462,1.2458,0.99316,1.125,11.968,10789000000.0,0.83087,31.372564403936973,LH pre-train 4
1.2036,1.3026e-10,8721300.0,1.1796,1.0352,89166000.0,0.90337,0.97774,9.4908,1.2191,1.0778,0.011753,0.93329,0.88402,0.86177,1.1531,106890000.0,1.1019,99453000.0,0.92685,1.0097,0.90896,1.1068,0.84592,1.0621,1.0609,0.81144,0.92788,1.0499,0.98478,1.0484,1.135,1.1151,0.96252,8.3044,8258300000.0,1.0017,5.190065210589012,LH pre-train 5
0.89795,1.5754e-10,8057200.0,0.89223,0.95509,101260000.0,0.93265,0.86628,10.509,0.92341,1.071,0.012497,0.94997,1.0928,1.1192,1.1813,95535000.0,0.84572,99187000.0,1.136,1.0854,1.0043,0.94054,1.1602,1.2228,1.0024,1.2588,0.89225,0.81916,1.1197,1.0567,1.1177,0.9887,0.97162,10.05,12194000000.0,0.85133,5.591560431214001,LH pre-train 6
0.82124,1.4844e-10,8642400.0,1.2028,0.82665,85438000.0,0.98272,0.88378,10.669,1.1146,1.1035,0.012013,0.8713,0.84573,1.2547,0.95039,100500000.0,0.81946,99071000.0,0.90761,0.8413,1.0994,1.1825,1.1695,1.2473,0.88074,0.80738,1.1208,1.0827,1.126,0.9978,0.8073,1.0906,0.82558,9.4578,10035000000.0,0.86104,5.836866217228002,LH pre-train 7
0.81313,1.4669e-10,9934600.0,0.97815,0.92219,84992000.0,0.83575,0.86079,8.5254,1.2194,1.1297,0.0085991,1.1061,1.2294,0.83595,1.0238,80310000.0,0.84933,117040000.0,1.0039,1.2487,0.91249,0.86105,0.88251,0.94169,0.95862,1.0185,1.1099,0.96531,0.81719,0.926,0.84413,0.83855,0.97061,10.414,9812000000.0,1.1227,5.2507180667190125,LH pre-train 8
