,Unnamed: 0.1,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,0,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,21.0,0.0
1,1,1,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,25.0,1.04468e-24
2,2,2,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,25.3,4.10414e-24
3,3,3,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,25.5,6.07458e-24
4,4,4,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,25.7,7.99091e-24
5,5,5,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,26.0,1.07708e-23
6,6,6,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,27.0,1.9429900000000002e-23
7,7,7,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,27.5,2.35908e-23
8,8,8,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,28.0,2.7780400000000003e-23
9,9,9,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,29.0,3.66248e-23
10,10,10,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,30.0,4.6589500000000004e-23
11,11,11,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,40.0,2.25771e-22
12,12,12,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,50.0,4.35504e-22
13,13,13,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,60.0,5.82061e-22
14,14,14,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,70.0,6.65287e-22
15,15,15,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,80.0,7.04579e-22
16,16,16,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,90.0,7.164169999999999e-22
17,17,17,112,IONIZATION,C3H8(v1) -> C2H6 CH2^+,21.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H6 + CH2^+,100.0,7.11847e-22
