,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,8.5,0.0
1,1,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,9.0,1.3153500000000001e-23
2,2,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,9.5,8.58667e-23
3,3,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,10.0,2.39023e-22
4,4,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,11.0,7.74161e-22
5,5,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,12.0,1.53424e-21
6,6,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,13.0,2.4187099999999997e-21
7,7,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,14.0,3.3505799999999997e-21
8,8,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,15.0,4.2786299999999995e-21
9,9,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,16.0,5.17151e-21
10,10,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,17.0,6.01161e-21
11,11,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,18.0,6.79026e-21
12,12,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,19.0,7.504489999999999e-21
13,13,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,20.0,8.154799999999999e-21
14,14,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,30.0,1.1932399999999995e-20
15,15,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,40.0,1.3008e-20
16,16,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,50.0,1.3077000000000001e-20
17,17,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,60.0,1.2762299999999999e-20
18,18,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,70.0,1.2305499999999995e-20
19,19,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,80.0,1.1807e-20
20,20,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,90.0,1.13105e-20
21,21,27,EXCITATION,CH2 -> CH H,8.5,e / CH2,E + CH2 -> E + CH + H,100.0,1.0834699999999995e-20
