,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,9.4,0.0
1,1,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,9.5,1.8782e-26
2,2,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,10.0,3.34608e-24
3,3,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,11.0,4.4390300000000004e-23
4,4,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,12.0,1.37571e-22
5,5,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,13.0,2.70876e-22
6,6,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,14.0,4.28767e-22
7,7,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,15.0,5.98474e-22
8,8,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,16.0,7.70872e-22
9,9,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,17.0,9.39921e-22
10,10,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,18.0,1.1018599999999999e-21
11,11,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,19.0,1.25454e-21
12,12,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,20.0,1.39686e-21
13,13,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,30.0,2.29579e-21
14,14,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,40.0,2.60831e-21
15,15,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,50.0,2.6783e-21
16,16,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,60.0,2.64775e-21
17,17,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,70.0,2.57518e-21
18,18,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,80.0,2.48629e-21
19,19,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,90.0,2.39293e-21
20,20,23,EXCITATION,CH4 -> CH2 H2,9.4,e / CH4,E + CH4 -> E + CH2 + H2,100.0,2.30067e-21
