,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,7.55,0.0
1,1,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,8.0,2.0829100000000002e-23
2,2,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,9.0,4.4414e-22
3,3,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,10.0,1.43376e-21
4,4,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,11.0,2.7866499999999998e-21
5,5,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,12.0,4.2995799999999996e-21
6,6,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,13.0,5.83501e-21
7,7,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,14.0,7.312229999999999e-21
8,8,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,15.0,8.688919999999999e-21
9,9,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,16.0,9.94655e-21
10,10,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,17.0,1.1080499999999998e-20
11,11,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,18.0,1.2093899999999995e-20
12,12,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,19.0,1.2994000000000001e-20
13,13,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,20.0,1.3790000000000002e-20
14,14,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,30.0,1.7894899999999998e-20
15,15,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,40.0,1.8654e-20
16,16,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,50.0,1.83405e-20
17,17,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,60.0,1.7675399999999998e-20
18,18,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,70.0,1.69128e-20
19,19,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,80.0,1.61494e-20
20,20,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,90.0,1.5422e-20
21,21,113,IONIZATION,C3H7 -> C3H7^+,7.55,e / C3H7,E + C3H7 -> E + E + C3H7^+,100.0,1.4743299999999998e-20
