,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,8.9,0.0
1,1,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.0,9.137529999999999e-27
2,2,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.05,3.02028e-26
3,3,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.1,7.0123e-26
4,4,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.15,1.34165e-25
5,5,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.2,2.27132e-25
6,6,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.25,3.534e-25
7,7,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.3,5.16938e-25
8,8,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.5,1.6105500000000002e-24
9,9,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.7,3.53019e-24
10,10,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.8,4.8364500000000005e-24
11,11,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,9.9,6.3862500000000014e-24
12,12,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,10.0,8.18541e-24
13,13,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,11.0,3.98443e-23
14,14,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,12.0,9.257040000000001e-23
15,15,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,13.0,1.58853e-22
16,16,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,14.0,2.31974e-22
17,17,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,15.0,3.07079e-22
18,18,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,16.0,3.80983e-22
19,19,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,17.0,4.51737e-22
20,20,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,18.0,5.18247e-22
21,21,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,19.0,5.79982e-22
22,22,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,20.0,6.36774e-22
23,23,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,30.0,9.79394e-22
24,24,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,40.0,1.08707e-21
25,25,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,50.0,1.10303e-21
26,26,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,60.0,1.0825999999999999e-21
27,27,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,70.0,1.04784e-21
28,28,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,80.0,1.0081499999999999e-21
29,29,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,90.0,9.67761e-22
30,30,54,EXCITATION,C2H4 -> CH2 CH2,8.9,e / C2H4,E + C2H4 -> E + CH2 + CH2,100.0,9.28549e-22
