,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,4.45,0.0
1,1,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,4.5,1.2672599999999999e-25
2,2,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,5.0,1.12646e-22
3,3,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,5.5,5.4454299999999995e-22
4,4,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,6.0,1.2572899999999999e-21
5,5,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,6.5,2.1454999999999996e-21
6,6,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,7.0,3.11732e-21
7,7,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,7.5,4.10782e-21
8,8,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,8.0,5.0754199999999995e-21
9,9,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,8.5,5.99548e-21
10,10,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,9.0,6.85483e-21
11,11,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,9.5,7.64767e-21
12,12,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,10.0,8.37289e-21
13,13,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,11.0,9.62866e-21
14,14,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,12.0,1.0650299999999999e-20
15,15,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,13.0,1.1472899999999999e-20
16,16,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,14.0,1.2130299999999999e-20
17,17,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,15.0,1.26518e-20
18,18,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,16.0,1.3062e-20
19,19,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,17.0,1.3381199999999995e-20
20,20,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,18.0,1.36259e-20
21,21,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,19.0,1.3809299999999998e-20
22,22,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,20.0,1.39425e-20
23,23,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,30.0,1.38489e-20
24,24,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,40.0,1.29309e-20
25,25,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,50.0,1.19581e-20
26,26,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,60.0,1.1076199999999999e-20
27,27,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,70.0,1.0304399999999999e-20
28,28,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,80.0,9.63286e-21
29,29,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,90.0,9.046889999999999e-21
30,30,44,EXCITATION,C2H5 -> C2H4 H,4.45,e / C2H5,E + C2H5 -> E + C2H4 + H,100.0,8.53248e-21
