,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,12.63,0.0
1,1,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,13.9,4.8183e-23
2,2,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,14.0,1.13243e-22
3,3,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,15.0,1.1109099999999999e-21
4,4,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,16.0,2.4872299999999998e-21
5,5,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,17.0,3.9704899999999995e-21
6,6,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,18.0,5.4039899999999996e-21
7,7,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,19.0,6.71321e-21
8,8,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,20.0,7.87272e-21
9,9,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,30.0,1.37595e-20
10,10,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,40.0,1.58953e-20
11,11,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,50.0,1.69828e-20
12,12,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,60.0,1.74864e-20
13,13,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,70.0,1.76184e-20
14,14,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,80.0,1.75164e-20
15,15,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,90.0,1.7271e-20
16,16,28,IONIZATION,CH4(v24) -> CH4+,12.63,e / CH4(v24),E + CH4(v24) -> E + E + CH4+,100.0,1.6940799999999998e-20
