,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,6.5,0.0
1,1,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,6.6,7.86911e-26
2,2,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,6.7,5.94604e-25
3,3,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,6.8,1.8971e-24
4,4,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,7.0,7.868750000000001e-24
5,5,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,7.5,4.84782e-23
6,6,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,8.0,1.28202e-22
7,7,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,8.5,2.4176e-22
8,8,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,8.6,2.67799e-22
9,9,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,8.8,3.22644e-22
10,10,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,9.0,3.8073e-22
11,11,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,9.5,5.36851e-22
12,12,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,10.0,7.0313e-22
13,13,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,11.0,1.04548e-21
14,14,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,12.0,1.37862e-21
15,15,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,13.0,1.6879199999999998e-21
16,16,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,14.0,1.96735e-21
17,17,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,15.0,2.21558e-21
18,18,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,16.0,2.43372e-21
19,19,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,17.0,2.62402e-21
20,20,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,18.0,2.7891699999999998e-21
21,21,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,19.0,2.9318999999999997e-21
22,22,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,20.0,3.05483e-21
23,23,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,30.0,3.6081299999999996e-21
24,24,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,40.0,3.62308e-21
25,25,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,50.0,3.48738e-21
26,26,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,60.0,3.31311e-21
27,27,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,70.0,3.1365999999999995e-21
28,28,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,80.0,2.9699499999999997e-21
29,29,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,90.0,2.8166499999999998e-21
30,30,52,EXCITATION,C2H4(v1) -> C2H2 H H,6.5,e / C2H4(v1),E + C2H4(v1) -> E + C2H2 + H + H,100.0,2.6770299999999997e-21
