,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,14.01,0.0
1,1,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,15.0,5.47754e-22
2,2,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,16.0,1.1895499999999999e-21
3,3,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,17.0,1.8837499999999998e-21
4,4,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,18.0,2.60247e-21
5,5,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,19.0,3.3253199999999997e-21
6,6,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,20.0,4.03783e-21
7,7,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,30.0,9.542389999999999e-21
8,8,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,40.0,1.2306299999999995e-20
9,9,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,50.0,1.3550399999999995e-20
10,10,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,60.0,1.40261e-20
11,11,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,70.0,1.4105e-20
12,12,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,80.0,1.39743e-20
13,13,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,90.0,1.3732699999999998e-20
14,14,29,IONIZATION,CH4(v24) -> H CH3+,14.01,e / CH4(v24),E + CH4(v24) -> E + E + H + CH3+,100.0,1.3434099999999995e-20
