,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,5.7,0.0
1,1,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,6.0,1.0345200000000002e-24
2,2,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,7.0,4.6873200000000004e-23
3,3,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,7.5,9.582160000000001e-23
4,4,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,8.0,1.56641e-22
5,5,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,9.0,2.96782e-22
6,6,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,10.0,4.41912e-22
7,7,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,11.0,5.789e-22
8,8,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,12.0,7.02225e-22
9,9,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,13.0,8.10362e-22
10,10,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,15.0,9.83508e-22
11,11,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,17.0,1.1084899999999999e-21
12,12,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,18.0,1.15663e-21
13,13,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,19.0,1.19694e-21
14,14,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,20.0,1.23053e-21
15,15,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,30.0,1.35206e-21
16,16,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,40.0,1.3180299999999999e-21
17,17,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,50.0,1.24836e-21
18,18,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,60.0,1.17401e-21
19,19,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,70.0,1.1037499999999999e-21
20,20,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,80.0,1.03981e-21
21,21,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,90.0,9.82326e-22
22,22,61,EXCITATION,C3H8(v2) -> C2H6 CH2,5.7,e / C3H8(v2),E + C3H8(v2) -> E + C2H6 + CH2,100.0,9.307909999999999e-22
