f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,err,index
1.6016e-06,9.2091e-16,352670.0,0.00031181,0.010272,0.00095679,0.037776,0.8386,1.3241,8.6483,0.0047873,0.0015123,0.014086,0.0039198,0.009533,0.0046263,2046300000.0,0.013326,122030000000000.0,0.00011271,0.21945,0.048594,0.0041046,0.010421,0.0029003,0.014056,0.0045297,0.013485,0.012995,0.008419,0.0044724,10.386,0.0092714,4.3193e-14,5.1904,1197200000.0,0.64912,582.331243421206,initialization
1.3532e-06,7.7892e-16,297790.0,0.00025185,0.011962,0.0010958,0.041713,0.84278,1.0607,9.2474,0.0056951,0.0018357,0.013644,0.0032704,0.0086992,0.0043641,1844600000.0,0.011989,151620000000000.0,0.00011828,0.22082,0.040285,0.0035542,0.011311,0.0024083,0.015101,0.0039952,0.016011,0.015012,0.0071653,0.0037877,11.125,0.0082693,4.9056e-14,4.3461,1102400000.0,0.5681,743.0949218184687,LH pre-train 0
1.4677e-06,1.0967e-15,298660.0,0.00037942,0.010857,0.00098604,0.035563,0.79204,1.1701,8.2662,0.0052896,0.0012061,0.015243,0.003186,0.0094999,0.0042148,2219800000.0,0.013801,128170000000000.0,0.00012819,0.19748,0.050333,0.0042418,0.0087757,0.0029598,0.01561,0.0051142,0.01192,0.014955,0.0082884,0.0051785,10.794,0.0083566,3.7158e-14,5.4374,1128000000.0,0.63187,495.7496795032144,LH pre-train 1
1.6364e-06,8.3384e-16,303510.0,0.00033274,0.012901,0.0010926,0.046381,1.0434,1.4698,6.9029,0.003877,0.001603,0.011498,0.0036848,0.008921,0.0049292,1864000000.0,0.016465,124800000000000.0,0.00012985,0.24364,0.058071,0.0035068,0.00966,0.0027916,0.014231,0.0045076,0.013973,0.014371,0.0071231,0.0043466,11.673,0.0097898,4.7125e-14,4.4384,1424000000.0,0.60764,1034.3521627749135,LH pre-train 2
1.4017e-06,7.4838e-16,422670.0,0.00034658,0.012655,0.0011335,0.031689,0.73335,1.1321,10.206,0.0048399,0.0014138,0.012517,0.0044454,0.0079119,0.0042444,1902700000.0,0.014788,143020000000000.0,0.00011215,0.2613,0.053449,0.004672,0.008841,0.0032719,0.014724,0.0036917,0.011526,0.010676,0.0092548,0.0044612,9.2381,0.011079,3.6365e-14,5.6035,1375300000.0,0.60345,471.1715008946937,LH pre-train 3
1.8413e-06,7.4843e-16,300210.0,0.00036227,0.0098426,0.0010989,0.036333,0.74458,1.4823,10.811,0.0043178,0.001482,0.014623,0.0037867,0.0077442,0.004875,2572300000.0,0.011391,114940000000000.0,9.2405e-05,0.25859,0.054596,0.0043747,0.0089159,0.00298,0.017625,0.0048211,0.010815,0.014244,0.0090452,0.0039265,9.4729,0.010575,4.5361e-14,5.8438,1306800000.0,0.56173,508.07019187342416,LH pre-train 4
1.3808e-06,7.8259e-16,310610.0,0.00034683,0.012403,0.00088864,0.041332,0.95578,1.2932,7.8684,0.0054653,0.0014933,0.014637,0.0034311,0.011235,0.0042305,1807300000.0,0.012466,125180000000000.0,8.9652e-05,0.19359,0.047703,0.003952,0.011876,0.0031514,0.015348,0.0050587,0.014428,0.014789,0.0087271,0.0036467,9.5782,0.010436,5.2791e-14,4.6134,1012300000.0,0.73325,817.9890819627988,LH pre-train 5
1.8248e-06,1.0743e-15,401970.0,0.0003183,0.0087979,0.0007921,0.034326,0.88091,1.5828,7.7686,0.0058184,0.0014805,0.016233,0.0039304,0.008346,0.0053083,1680500000.0,0.013903,141460000000000.0,0.00014,0.17878,0.060653,0.0046116,0.0094238,0.0030468,0.013815,0.0038307,0.011962,0.014385,0.0074542,0.0050878,11.657,0.009946,4.3029e-14,5.8067,1087000000.0,0.75204,927.445092067909,LH pre-train 6
1.9343e-06,8.0528e-16,301180.0,0.00024969,0.012621,0.0010188,0.04457,0.7654,1.3586,8.2577,0.0052204,0.001263,0.016076,0.0035312,0.0087684,0.0047488,1689300000.0,0.015441,108480000000000.0,0.00011902,0.25585,0.039799,0.004019,0.011144,0.0033747,0.014902,0.0056092,0.011094,0.015024,0.0073918,0.0037286,8.818,0.008188,3.6642e-14,6.0948,1095500000.0,0.53921,550.6827301337479,LH pre-train 7
1.5625e-06,8.6733e-16,374870.0,0.00036757,0.0086305,0.0011471,0.03467,0.91367,1.2314,8.6596,0.0048748,0.0016745,0.014292,0.0037032,0.0094794,0.0040299,1835800000.0,0.012864,120830000000000.0,0.00011392,0.18203,0.052688,0.0034427,0.0089768,0.0026313,0.017248,0.0051585,0.011105,0.011742,0.010228,0.0042157,11.47,0.0081366,5.0948e-14,5.3195,1132800000.0,0.57336,690.5608585853944,LH pre-train 8
1.9234e-06,7.8315e-16,414510.0,0.00026812,0.012032,0.00099524,0.034838,0.80361,1.6594,8.0802,0.0041823,0.0012931,0.013891,0.0042919,0.007586,0.0051979,1798000000.0,0.011043,139530000000000.0,0.00012671,0.27543,0.044541,0.004279,0.0085619,0.0023575,0.014087,0.0048725,0.015252,0.011088,0.00759,0.0041851,8.6747,0.0086218,5.4229e-14,5.7227,1121500000.0,0.69674,652.901790939938,LH pre-train 9
1.6733e-06,1.0256e-15,347480.0,0.00032184,0.0087765,0.00080466,0.047149,0.78661,1.6023,7.1382,0.0045338,0.0017253,0.015501,0.0044778,0.0092395,0.0055492,1883200000.0,0.010727,150450000000000.0,0.0001001,0.22479,0.040414,0.0050688,0.011581,0.0028814,0.0158,0.0040856,0.016141,0.015304,0.0067055,0.0043726,9.8209,0.0088731,3.9271e-14,4.7247,1014700000.0,0.53426,585.0054180365117,LH pre-train 10
1.4935e-06,8.144e-16,393480.0,0.00032137,0.0090463,0.00092122,0.034942,0.82036,1.2462,9.1701,0.0060051,0.0014527,0.01313,0.00431,0.008036,0.0049703,2336600000.0,0.016743,98351000000000.0,9.2982e-05,0.19118,0.044058,0.004979,0.009253,0.0034713,0.011523,0.0049313,0.012243,0.01307,0.0089094,0.005174,10.157,0.0091691,3.8907e-14,4.518,1321900000.0,0.72218,767.126638138411,LH pre-train 11
1.7916e-06,8.4649e-16,406870.0,0.00031719,0.0093745,0.0010059,0.046545,0.83729,1.3507,7.6108,0.0056719,0.0012068,0.014852,0.0035498,0.0086487,0.0057234,2007600000.0,0.01392,147980000000000.0,9.2935e-05,0.22513,0.048596,0.0047973,0.010504,0.0034405,0.013105,0.0043108,0.01575,0.012403,0.0091922,0.0055348,10.398,0.0087624,4.1347e-14,5.0852,1406200000.0,0.67369,789.9580552537942,LH pre-train 12
1.561e-06,1.1492e-15,374930.0,0.00033795,0.010643,0.00081532,0.043211,0.71872,1.4056,7.4755,0.0044542,0.0018045,0.0137,0.0033367,0.0091799,0.0041485,1673700000.0,0.014754,144270000000000.0,0.0001397,0.18878,0.040537,0.0032939,0.011266,0.0024458,0.013783,0.004535,0.016301,0.013405,0.010326,0.005576,12.365,0.0098081,5.2995e-14,5.2515,967370000.0,0.63551,10000.0,LH pre-train 13
1.9868e-06,9.171e-16,302820.0,0.00037271,0.012695,0.0009804,0.034048,0.74511,1.3073,7.0356,0.0043969,0.001395,0.012181,0.0032335,0.008234,0.0042158,1921800000.0,0.016733,132490000000000.0,0.0001267,0.21926,0.057565,0.0037942,0.0085631,0.0027688,0.016088,0.0049782,0.01172,0.010796,0.010518,0.0052296,10.964,0.011629,5.0242e-14,4.1757,1389500000.0,0.71645,514.4781305733803,LH pre-train 14
1.5227e-06,9.1855e-16,328300.0,0.00025616,0.01223,0.00081534,0.047545,0.7099,1.5891,8.6366,0.005529,0.0014538,0.013994,0.0036776,0.011224,0.0037444,1696400000.0,0.013404,148960000000000.0,0.00011862,0.20873,0.048411,0.0040302,0.012443,0.0023757,0.012703,0.0052226,0.013063,0.013321,0.0074198,0.0047358,8.3809,0.010892,5.2917e-14,6.0609,1095900000.0,0.70961,414.3097038126045,LH pre-train 15
1.8136e-06,1.0727e-15,337780.0,0.00027526,0.01037,0.00083685,0.033582,0.81364,1.3465,8.8311,0.005398,0.0017762,0.013808,0.0038909,0.0083474,0.0057936,1670700000.0,0.011511,108990000000000.0,0.00013698,0.25578,0.060396,0.0045902,0.010958,0.0033355,0.0169,0.0055905,0.015606,0.016011,0.0067104,0.0055472,12.396,0.0073715,4.7949e-14,5.8151,1048400000.0,0.74237,660.850867726582,LH pre-train 16
1.8501e-06,9.2571e-16,350370.0,0.00025961,0.011289,0.0011722,0.034509,0.69508,1.3388,8.6443,0.0049309,0.0017743,0.013174,0.0035798,0.011419,0.0039504,2032800000.0,0.013248,110730000000000.0,9.7059e-05,0.19889,0.0601,0.0042916,0.008586,0.0026092,0.015121,0.004019,0.012044,0.010948,0.0078942,0.0048334,11.767,0.0079656,5.1173e-14,5.7196,1127100000.0,0.58243,10000.0,LH pre-train 17
1.6056e-06,1.0238e-15,411010.0,0.0003153,0.0090989,0.0011282,0.037217,0.92802,1.278,10.513,0.0055426,0.0014168,0.015737,0.0033361,0.0087169,0.0048896,1811800000.0,0.011439,100730000000000.0,0.00010132,0.20425,0.046305,0.0049892,0.010741,0.0029254,0.017203,0.0041436,0.01466,0.012513,0.0067252,0.0052872,12.328,0.01116,3.6902e-14,4.4249,1029000000.0,0.5313,928.3986735764364,LH pre-train 18
1.856e-06,1.1487e-15,301710.0,0.00033647,0.0084572,0.0011549,0.046295,0.88027,1.1541,7.6776,0.0057619,0.0012674,0.014281,0.0043484,0.0092501,0.0048491,1979300000.0,0.01086,139000000000000.0,0.00012522,0.21863,0.052151,0.0043672,0.0093812,0.002652,0.011312,0.0042205,0.011019,0.015165,0.0070572,0.0050921,11.136,0.0077138,4.0678e-14,4.8328,1205500000.0,0.54106,775.458165489017,LH pre-train 19
1.8522625532175736e-06,1.1251842140271157e-15,425767.2774757527,0.0003684414529644,0.0091689182765393,0.0007655520337034,0.0309154503393528,0.6992272152624187,1.6640579133408615,10.554192179506613,0.0045472824039082,0.0015455784506574,0.011328795971515,0.003171124701041,0.0081527277563169,0.0058151769691983,1759528596.5679867,0.0125022216259812,117756679510196.2,0.0001095636483238,0.175155290491521,0.0596622002110482,0.0034716867128718,0.0087380111803875,0.0024546145224774,0.0131014691994973,0.0036298678998797,0.0108116057656237,0.0147633885545635,0.0099307906039412,0.0037184232236121,12.593390484849474,0.0105875193811208,3.499574318760282e-14,5.661031235448589,1332700228.8546674,0.5490900622505854,466.1529431605501,Bayesian_Opt 0
2.0161752623425085e-06,1.046118411361347e-15,421980.8237331847,0.0002805561235107,0.0127125034918834,0.0011779787092724,0.0468203840568091,0.8299360987186958,1.5834895987477822,10.650968597184372,0.0057514321363608,0.0017023451068206,0.0113464263970838,0.0038315926583321,0.0103049616897632,0.0042130629344883,1962331990.677601,0.0145766353363605,148009966652577.44,9.415296810531896e-05,0.1926466255666127,0.0388884843678777,0.0051621761188291,0.0099565461874462,0.0030392868955269,0.0168031819785517,0.003777262673268,0.0115970362620602,0.0104584637896364,0.007075498269033,0.0037028763703332,12.374034502814856,0.0079445283102622,5.379900891944583e-14,6.461158592937647,1505205721.7084656,0.6051061020792587,710.882032364605,Bayesian_Opt 1
1.93911427285998e-06,7.974670895179945e-16,323197.4307173476,0.0002954141712654,0.0084441888619684,0.0011082621047926,0.0375845764960789,0.6818632095949131,1.6614736177864464,7.266825842805755,0.0050774533376938,0.0012497990625464,0.0149388743459522,0.0031302585421693,0.0119007240346939,0.0055033819091373,2431546197.3333306,0.0151841082721687,144798125123609.84,0.0001408913314786,0.251319306122703,0.0580633136283648,0.0039253013456925,0.0119233168857684,0.0035099435084801,0.0132170672891228,0.0052091630650038,0.0117775198492609,0.0119073758042676,0.00676690000215,0.0054802535341609,8.493956877978558,0.0074923518445729,4.8475790085716206e-14,6.330491060221634,975650447.4956192,0.5868297606535245,312.44678923669017,Bayesian_Opt 2
1.959559990818184e-06,8.076856715142837e-16,320564.18288809,0.0002968111047665,0.0083438564114608,0.0011117854213823,0.0375673996292188,0.6908614487945045,1.6974500207128094,7.351164387108873,0.005052290383491,0.0012400876868394,0.0150168491368987,0.0030829282591809,0.0119813808951252,0.0055868155220166,2438623647.884613,0.0152485273419687,144023781129882.5,0.0001437923565052,0.2530578919953363,0.0578621244795348,0.0039126142725962,0.0120823943921766,0.0035667744612818,0.0132053687586524,0.0052620340391088,0.0118531151449869,0.0119260304307848,0.0068259898999484,0.0055022314799036,8.343285408456252,0.0074641815291917,4.8101061997222556e-14,6.347093213466084,976371305.036296,0.5890769901900059,321.58326000473204,Bayesian_Opt 3
1.9031629985694449e-06,7.926315433127019e-16,321741.2317853457,0.0002939387946584,0.0085590648616577,0.0010925531442282,0.0375731532590545,0.6757511509384548,1.648851101013909,7.190102082946191,0.0050542248925425,0.0012294122385987,0.0148667395412135,0.0031950599118686,0.011980231880941,0.0055015374910224,2463221191.4428425,0.0152002157423035,147032979692282.53,0.0001410747633538,0.2545390035001046,0.0587796447094148,0.0039389038171249,0.0120518821301421,0.0035408444411925,0.0132864889263816,0.0052205749658585,0.0119353004181048,0.0118461156835348,0.0066266791292352,0.0054793789203802,8.373810344182834,0.0073903735393367,4.8074248586896537e-14,6.3194316953081815,986572991.7711918,0.5926345149072944,300.1099346403459,Bayesian_Opt 4
1.8772418618902125e-06,7.81135020017667e-16,319810.38565671555,0.000294321972436,0.0084196454348822,0.0010906870704411,0.0375667051238635,0.666659943832233,1.6436470070393006,7.099043802509275,0.0050695905280075,0.0012124312063408,0.0147973804827557,0.003170666623697,0.012189129411087,0.0055960192150834,2492533450.6212654,0.0153802001480188,149179649273114.75,0.0001417325576546,0.2531302999420451,0.0579858661616012,0.0039296835041617,0.0118941349054997,0.003498425916833,0.0132971279915009,0.0051505042513536,0.0118202352297136,0.0118546798331314,0.0065877490887176,0.0053698915202396,8.237212010860437,0.0075440629100684,4.789501697642163e-14,6.21428650177336,974693594.4671355,0.5928620021539426,288.1446506449057,Bayesian_Opt 5
1.8672372852506048e-06,7.743518321877929e-16,319175.0674570018,0.000295172510479,0.008307720070101,0.0010842520407523,0.0375585945202866,0.6588282478681264,1.658650600470436,6.96638533058001,0.0050440313552439,0.0012279638917128,0.0147916085138352,0.0032256420397659,0.0120094403976814,0.0056607785952488,2504701835.9300914,0.0152496638012563,151338650480784.8,0.0001395896588803,0.2566597637746869,0.0570614864925039,0.0039287506488847,0.0120295269054243,0.0034597901268608,0.013286151666536,0.0052006419607347,0.0116681121685938,0.0119631810832283,0.0065930679846567,0.0053449227661514,8.42158481977021,0.0074250103833404,4.7579317833087654e-14,6.21145101648289,962923651.899146,0.5943875417685252,287.7434347098782,Bayesian_Opt 6
1.8947117652681976e-06,7.65834250494687e-16,319899.6438639906,0.0002960925323119,0.0084590023212684,0.0010833990172146,0.0375718411537469,0.673459662311768,1.625039470825977,6.9735585381979845,0.0050300931321337,0.0012158110493945,0.0147826486920062,0.0032824543146265,0.0118110131748291,0.0057168327051654,2523847024.937377,0.0152786336232239,149251672770619.44,0.0001371210966527,0.2537936430150525,0.0576772376816841,0.0039299852579201,0.012186955776838,0.0034888286523907,0.0133405005881144,0.005168430352925,0.0116823645217438,0.0118884637569253,0.0064828818248052,0.0053280887819257,8.495390985417329,0.0075868906326933,4.768702715096787e-14,6.279943582703863,953146545.8032416,0.5916285667661684,299.5198269233735,Bayesian_Opt 7
1.855781642137624e-06,7.872812539759917e-16,322347.75046730525,0.0002938977794439,0.0081734832835053,0.0010839447667302,0.0375542964761239,0.6734557482542399,1.6861986300511758,6.998669669161644,0.0050487043521347,0.0012423366584024,0.0148108644880002,0.0032290898125422,0.0122042979766438,0.005667593865566,2538977241.5247808,0.0152902002752032,149503849078509.88,0.0001391794264555,0.2570592670634744,0.0567573425365277,0.0039334125324406,0.0118848694768861,0.0034343751181267,0.0132285447327062,0.0052361008518349,0.0116440021789187,0.0120545914842439,0.0066669453754431,0.005296522835194,8.549444994409466,0.007329247773921,4.7721643167437164e-14,6.236500890342854,974817914.6138756,0.599411899918028,10000.0,Bayesian_Opt 8
1.888810831317056e-06,7.752172353658383e-16,322071.6241877512,0.0002960102146012,0.0083216525715286,0.0010736089593084,0.0375629053842269,0.6560958458535142,1.6528089177226215,6.817367068135819,0.0050512990381679,0.0012512478660084,0.0147929896523654,0.0032419323604658,0.0118658452386093,0.005731375650735,2482435091.7584195,0.0152715260596008,150921156721284.78,0.0001406680811656,0.2554222880127532,0.057620978828879,0.0039120468424867,0.0121475655988411,0.003412506949468,0.0133396241073744,0.0052242998342701,0.0116754898726781,0.0120111686649363,0.0066923674324741,0.0053774312741909,8.339188473112134,0.0073003523744253,4.7285109214123964e-14,6.304882632530085,965801477.2859637,0.5921720105144637,287.11128594182486,Bayesian_Opt 9
1.9039724965662128e-06,7.8573193956357335e-16,320255.5905329345,0.0002962253688117,0.0083532332342337,0.0010674745937117,0.03756575878264,0.6620500981383403,1.6294846616741805,6.661022263747318,0.0050346861082204,0.0012505962364645,0.014816477601102,0.003273252951878,0.0121264654724611,0.0056455057459858,2440021784.24306,0.0152092757634691,154101710336007.38,0.0001381976541261,0.2520879377037258,0.0584211771159189,0.0039251468919967,0.0120739596860894,0.0034298205142571,0.0133940639827141,0.0051652043747856,0.0115317037553056,0.011980181602706,0.0067985042859154,0.0053464110647862,8.332588904908018,0.0071602162178811,4.7506698659940086e-14,6.333087237808928,951282450.3821363,0.595950138477631,280.4208158969085,Bayesian_Opt 10
1.8776757224552608e-06,7.862541690310879e-16,319955.4872839024,0.0002964491706592,0.0085225013516457,0.0010783916027977,0.0375487709244869,0.6495956680193147,1.6210380956505668,6.49933183025107,0.0050309570037995,0.0012294830414432,0.0147489633644298,0.0032238758964403,0.011928871501091,0.0055422772080418,2467141866.1519923,0.0152113390682331,156830779129858.8,0.0001398800093868,0.2527983284140292,0.0590867448007888,0.0039342433833353,0.0120779994759738,0.0034030474675019,0.0133548136453713,0.0051103390324383,0.0116468740239443,0.0119311746439271,0.0068737987643881,0.005432517810563,8.395485321283163,0.0069781503711934,4.722923211047132e-14,6.423665228237359,934280082.3957336,0.6006289041517305,273.3613924336359,Bayesian_Opt 11
1.86875295688372e-06,7.833023937754375e-16,320602.93704358814,0.0002978291399145,0.0086163677900009,0.0010828712865232,0.0375658419895544,0.6481808780495871,1.6030659783806602,6.635888865243134,0.0050297619416118,0.0012318162634323,0.0147476437081896,0.0032205364298555,0.0121073717634637,0.0056126220378482,2482137594.16447,0.0153249867857007,156994027701221.6,0.0001408034878037,0.2554488331132893,0.0579891724108652,0.0039453270318152,0.0122389222534471,0.0034421097204925,0.0133725170652007,0.005062417586217,0.0117116486374231,0.0120269960452384,0.0068402481027198,0.0054407728156224,8.347997555198313,0.0068634396550239,4.7641745583794097e-14,6.342759613925599,912844618.8347964,0.598486905879074,10000.0,Bayesian_Opt 12
1.848244734487461e-06,7.96888815752204e-16,318606.4198380179,0.000296339494467,0.0086545531746783,0.0010781559859248,0.0375497362368683,0.642443152543622,1.629845155513321,6.4436240081983565,0.0050371331417137,0.0012214210801937,0.0147516030349996,0.0031705173369099,0.0118237688196063,0.0055464063257283,2450473078.739454,0.0152233196585941,160709193535394.66,0.000137100758067,0.2495785538289122,0.0602120744586658,0.0039323621883794,0.0120641859906907,0.0033586167974028,0.0133430540433506,0.005054261666555,0.0116769905989354,0.0118682963283088,0.0067795522415704,0.005446985304909,8.507478441691052,0.0069352058713233,4.741028638656623e-14,6.433752564145602,932437668.5016016,0.6011083775406199,272.84877864910857,Bayesian_Opt 13
