         Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13                                                                                                               14                                                                                                               15                                                                                                               16                                                                                                               17                                                                                                               18                                                                                                               19                                                                                                               20                                                                                                               21                                                                                                               22                                                                                                               23                                                                                                               24                                                                                                               25                                                                                                               26                                                                                                               27                                                                                                               28                                                                                                               29                                                                                                               30                                                                                                               31                                                                                                               32                                                                                                               33                                                                                                               34                                                                                                               35                                                                                                               36                                                                                                               37                                                                                                               38                                                                                                               39
   0.000000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   2.4220E+19   0.0000E+00   0.0000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.000000E-06   1.0000E+06   1.2656E+05   7.4836E+04   1.5837E+09   6.9066E+06   2.4500E-20   2.4220E+19   2.2135E+05   2.2416E+05   2.3457E-08   1.0000E+06   3.1892E-03   3.0653E-18   5.0326E-18   1.3492E-17   3.0158E-28   4.9143E+00   1.1404E+09   7.4045E-06   2.1612E-06   2.7511E-16   3.7885E-02   2.8475E-03   2.0080E-11   4.6654E-26   4.8939E-26   5.1680E-37   5.6333E-14   3.0684E-28   5.8272E-39   5.5620E-27   1.4554E-16   7.9990E-31   6.0684E-31   2.7599E-42   3.0055E-24   1.3729E-34   2.2871E+09   2.7243E+09
   2.000000E-06   1.0000E+06   4.5006E+07   4.0658E+06   2.4972E+10   7.7139E+07   3.2024E-18   2.4220E+19   4.1715E+05   4.6533E+05   7.9321E-07   1.0000E+06   8.1622E-01   4.4007E-16   6.8233E-16   2.1555E-15   3.6511E-24   1.7561E+03   6.3100E+10   3.4968E-04   9.9467E-05   2.8059E-13   1.1799E+02   1.6325E-01   3.3469E-06   7.1561E-21   7.9750E-21   1.3419E-30   2.2176E-10   9.5145E-25   3.6744E-34   1.1249E-21   4.8495E-12   2.3905E-26   1.9015E-26   2.0341E-36   2.4604E-17   1.7121E-26   1.2637E+11   8.8121E+10
   3.000000E-06   1.0000E+06   1.1052E+08   5.1933E+06   5.3019E+10   1.6039E+08   7.9699E-18   2.4220E+19   6.0533E+05   7.0500E+05   9.7668E-07   1.0000E+06   3.7222E+00   3.4601E-15   5.3157E-15   1.7078E-14   3.7432E-23   8.1458E+03   1.4207E+11   1.4122E-03   4.0046E-04   1.3713E-12   1.0804E+03   6.7516E-01   1.2566E-04   4.8327E-19   5.4328E-19   1.1109E-28   3.8682E-09   2.9642E-23   1.4119E-32   8.0109E-20   1.6806E-10   1.4868E-24   1.1915E-24   1.5731E-34   3.7529E-15   1.0161E-23   2.8453E+11   1.9521E+11
   4.000000E-06   1.0000E+06   1.7998E+08   5.3814E+06   8.1872E+10   2.4587E+08   1.2553E-17   2.4220E+19   7.9221E+05   9.4438E+05   1.0067E-06   1.0000E+06   9.0090E+00   1.2303E-14   1.8860E-14   6.0819E-14   1.4081E-22   1.9794E+04   2.2407E+11   3.3012E-03   9.3529E-04   3.3795E-12   4.0539E+03   1.5894E+00   1.1169E-03   6.3691E-18   7.1700E-18   1.5104E-27   2.1585E-08   2.4474E-22   1.2058E-31   1.0548E-18   1.4449E-09   1.8856E-23   1.5130E-23   2.0629E-33   7.9237E-14   4.9374E-22   4.4875E+11   3.0613E+11
   5.000000E-06   1.0000E+06   2.5003E+08   5.4123E+06   1.1084E+11   3.3169E+08   1.7014E-17   2.4220E+19   9.7889E+05   1.1837E+06   1.0116E-06   1.0000E+06   1.6704E+01   3.0414E-14   4.6593E-14   1.5042E-13   3.5396E-22   3.6724E+04   3.0651E+11   6.0366E-03   1.7097E-03   6.3025E-12   1.0244E+04   2.9142E+00   5.2003E-03   3.9728E-17   4.4736E-17   9.4797E-27   7.2591E-08   1.0998E-21   5.4587E-31   6.5177E-18   6.6143E-09   1.1528E-22   9.2522E-23   1.2697E-32   6.8110E-13   7.7111E-21   6.1385E+11   4.1761E+11
   6.000000E-06   1.0000E+06   3.2014E+08   5.4123E+06   1.3983E+11   4.1753E+08   2.1424E-17   2.4220E+19   1.1656E+06   1.4230E+06   1.0116E-06   1.0000E+06   2.6819E+01   6.1265E-14   9.3832E-14   3.0306E-13   7.1721E-22   5.8923E+04   3.8899E+11   9.6223E-03   2.7248E-03   1.0136E-11   2.0847E+04   4.6510E+00   1.6944E-02   1.6289E-16   1.8343E-16   3.8909E-26   1.8462E-07   3.5122E-21   1.7461E-30   2.6482E-17   2.1335E-08   4.6701E-22   3.7483E-22   5.1494E-32   3.5562E-12   6.3940E-20   7.7905E+11   5.2914E+11
   7.000000E-06   1.0000E+06   3.9025E+08   5.4123E+06   1.6881E+11   5.0338E+08   2.5833E-17   2.4220E+19   1.3522E+06   1.6624E+06   1.0116E-06   9.9999E+05   3.9375E+01   1.0833E-13   1.6590E-13   5.3593E-13   1.2714E-21   8.6389E+04   4.7148E+11   1.4059E-02   3.9808E-03   1.4879E-11   3.7051E+04   6.7996E+00   4.4122E-02   5.1205E-16   5.7663E-16   1.2234E-25   3.9385E-07   9.0303E-21   4.4916E-30   8.2641E-17   5.5186E-08   1.4565E-21   1.1690E-21   1.6063E-31   1.3576E-11   3.5581E-19   9.4424E+11   6.4068E+11
   8.000000E-06   1.0000E+06   4.6036E+08   5.4123E+06   1.9779E+11   5.8923E+08   3.0243E-17   2.4220E+19   1.5389E+06   1.9017E+06   1.0116E-06   9.9999E+05   5.4396E+01   1.7513E-13   2.6819E-13   8.6640E-13   2.0579E-21   1.1912E+05   5.5396E+11   1.9345E-02   5.4775E-03   2.0531E-11   6.0042E+04   9.3603E+00   9.8575E-02   1.3413E-15   1.5104E-15   3.2048E-25   7.4496E-07   2.0001E-20   9.9497E-30   2.1522E-16   1.2272E-07   3.7936E-21   3.0448E-21   4.1843E-31   4.1822E-11   1.5058E-18   1.1094E+12   7.5222E+11
   9.000000E-06   1.0000E+06   5.3048E+08   5.4124E+06   2.2677E+11   6.7508E+08   3.4652E-17   2.4220E+19   1.7256E+06   2.1410E+06   1.0116E-06   9.9999E+05   7.1915E+01   2.6521E-13   4.0611E-13   1.3120E-12   3.1185E-21   1.5712E+05   6.3645E+11   2.5483E-02   7.2150E-03   2.7092E-11   9.1009E+04   1.2333E+01   1.9708E-01   3.0771E-15   3.4652E-15   7.3526E-25   1.2911E-06   3.9736E-20   1.9769E-29   4.9152E-16   2.4449E-07   8.6671E-21   6.9564E-21   9.5600E-31   1.1032E-10   5.2310E-18   1.2746E+12   8.6376E+11
