       Time_s           01           02           03           04           05
   0.0000E+00   1.8738E+02   3.4015E+02   0.0000E+00   0.0000E+00   0.0000E+00
   1.0000E-06   1.8738E+02   3.4015E+02   4.8117E+04   2.1340E-06   8.6314E-02
   2.0000E-06   1.3251E+03   3.4015E+02   1.0125E+05   1.1063E-05   3.1644E+00
   3.0000E-06   1.5478E+03   3.4015E+02   1.1147E+05   1.2311E-05   4.1130E+00
   4.0000E-06   1.5857E+03   3.4015E+02   1.1323E+05   1.2513E-05   4.2830E+00
   5.0000E-06   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   6.0000E-06   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   7.0000E-06   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   8.0000E-06   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   9.0000E-06   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   1.0000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   1.1000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   1.2000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   1.3000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   1.4000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   1.5000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   1.6000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   1.7000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   1.8000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   1.9000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   2.0000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   2.1000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   2.2000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   2.3000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   2.4000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   2.5000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   2.6000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   2.7000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   2.8000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   2.9000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   3.0000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   3.1000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   3.2000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   3.3000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
   3.4000E-05   1.5919E+03   3.4015E+02   1.1352E+05   1.2547E-05   4.3116E+00
   3.5000E-05   1.5929E+03   3.4015E+02   1.1352E+05   1.2555E-05   4.3169E+00
