,Unnamed: 0.1,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,0,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,9.4,0.0
1,1,1,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,9.5,5.82589e-27
2,2,2,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,10.0,1.0379e-24
3,3,3,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,11.0,1.37692e-23
4,4,4,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,12.0,4.2672500000000004e-23
5,5,5,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,13.0,8.40217e-23
6,6,6,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,14.0,1.32997e-22
7,7,7,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,15.0,1.85638e-22
8,8,8,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,16.0,2.39113e-22
9,9,9,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,17.0,2.91549e-22
10,10,10,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,18.0,3.41782e-22
11,11,11,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,19.0,3.89139e-22
12,12,12,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,20.0,4.33286e-22
13,13,13,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,30.0,7.12119e-22
14,14,14,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,40.0,8.09059e-22
15,15,15,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,50.0,8.3077e-22
16,16,16,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,60.0,8.21293e-22
17,17,17,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,70.0,7.98782e-22
18,18,18,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,80.0,7.71211e-22
19,19,19,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,90.0,7.42252e-22
20,20,20,40,EXCITATION,C2H6(v24) -> C2H3 H2 H,9.4,e / C2H6(v24),E + C2H6(v24) -> E + C2H3 + H2 + H,100.0,7.13633e-22
