,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,12.6,0.0
1,1,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,13.9,1.43197e-23
2,2,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,14.0,3.93136e-23
3,3,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,14.5,2.1669e-22
4,4,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,15.0,4.68347e-22
5,5,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,16.0,1.11637e-21
6,6,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,17.0,1.84932e-21
7,7,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,18.0,2.58387e-21
8,8,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,19.0,3.27967e-21
9,9,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,20.0,3.92279e-21
10,10,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,30.0,8.45116e-21
11,11,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,40.0,1.15485e-20
12,12,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,50.0,1.36254e-20
13,13,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,60.0,1.48645e-20
14,14,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,70.0,1.5516199999999994e-20
15,15,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,80.0,1.57824e-20
16,16,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,90.0,1.5801899999999998e-20
17,17,93,IONIZATION,C2H4(v2) -> H C2H3+,12.6,e / C2H4(v2),E + C2H4(v2) -> E + E + H + C2H3+,100.0,1.5666e-20
