,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,10.6,0.0
1,1,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,10.7,5.9265e-27
2,2,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,10.8,4.5788300000000003e-26
3,3,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,10.9,1.49292e-25
4,4,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.0,3.41982e-25
5,5,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.1,6.45686e-25
6,6,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.2,1.07892e-24
7,7,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.3,1.65723e-24
8,8,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.4,2.39356e-24
9,9,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.5,3.2985000000000003e-24
10,10,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.6,4.38055e-24
11,11,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.7,5.6463800000000014e-24
12,12,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.8,7.10102e-24
13,13,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,11.9,8.748050000000001e-24
14,14,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,12.0,1.0589800000000001e-23
15,15,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,13.0,3.95724e-23
16,16,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,14.0,8.53652e-23
17,17,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,15.0,1.43131e-22
18,18,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,16.0,2.0817499999999999e-22
19,19,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,17.0,2.76749e-22
20,20,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,18.0,3.46117e-22
21,21,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,19.0,4.14385e-22
22,22,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,20.0,4.80303e-22
23,23,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,30.0,9.45433e-22
24,24,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,40.0,1.1406e-21
25,25,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,50.0,1.20689e-21
26,26,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,60.0,1.21479e-21
27,27,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,70.0,1.19576e-21
28,28,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,80.0,1.16443e-21
29,29,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,90.0,1.1279299999999999e-21
30,30,57,EXCITATION,C2H2(v2) -> CH CH,10.6,e / C2H2(v2),E + C2H2(v2) -> E + CH + CH,100.0,1.08988e-21
