,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.67,0.0
1,1,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.7,2.02941e-28
2,2,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.72,9.31451e-28
3,3,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.75,3.76619e-27
4,4,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.78,9.66522e-27
5,5,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.8,1.58177e-26
6,6,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.82,2.4092e-26
7,7,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.85,4.11021e-26
8,8,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.87,5.590430000000001e-26
9,9,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,8.89,7.37804e-26
10,10,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,9.0,2.37745e-25
11,11,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,9.5,3.0867200000000002e-24
12,12,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,10.0,1.04751e-23
13,13,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,11.0,3.94019e-23
14,14,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,12.0,8.307310000000001e-23
15,15,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,13.0,1.35471e-22
16,16,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,14.0,1.91713e-22
17,17,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,15.0,2.48435e-22
18,18,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,16.0,3.03517e-22
19,19,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,17.0,3.55719e-22
20,20,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,18.0,4.04388e-22
21,21,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,19.0,4.49254e-22
22,22,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,20.0,4.90283e-22
23,23,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,30.0,7.3252699999999995e-22
24,24,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,40.0,8.04632e-22
25,25,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,50.0,8.12081e-22
26,26,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,60.0,7.94439e-22
27,27,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,70.0,7.67237e-22
28,28,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,80.0,7.37014e-22
29,29,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,90.0,7.06641e-22
30,30,46,EXCITATION,C2H5 -> C2H3 H H,8.67,e / C2H5,E + C2H5 -> E + C2H3 + H + H,100.0,6.77378e-22
