,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,18.11,0.0
1,1,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,18.2,1.48739e-23
2,2,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,18.3,3.0987500000000004e-23
3,3,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,18.4,4.66972e-23
4,4,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,18.5,6.2032e-23
5,5,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,18.6,7.7018e-23
6,6,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,18.7,9.167910000000001e-23
7,7,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,18.9,1.20111e-22
8,8,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,19.0,1.3392e-22
9,9,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,20.0,2.60277e-22
10,10,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,30.0,9.37623e-22
11,11,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,40.0,1.11881e-21
12,12,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,50.0,1.1849099999999999e-21
13,13,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,60.0,1.2188699999999999e-21
14,14,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,70.0,1.23606e-21
15,15,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,80.0,1.24138e-21
16,16,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,90.0,1.23791e-21
17,17,106,IONIZATION,C3H8(v1) -> H2 C3H6+,18.11,e / C3H8(v1),E + C3H8(v1) -> E + E + H2 + C3H6+,100.0,1.22806e-21
