,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,21.5,0.0
1,1,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,22.0,1.3295e-23
2,2,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,23.0,3.1637e-23
3,3,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,24.0,4.86089e-23
4,4,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,25.0,6.91973e-23
5,5,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,26.0,9.457740000000001e-23
6,6,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,27.0,1.2429299999999999e-22
7,7,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,28.0,1.57308e-22
8,8,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,29.0,1.9249799999999999e-22
9,9,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,29.5,2.10586e-22
10,10,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,30.0,2.28852e-22
11,11,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,40.0,5.48795e-22
12,12,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,50.0,7.363299999999999e-22
13,13,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,60.0,8.3825599999999995e-22
14,14,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,70.0,8.924129999999999e-22
15,15,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,80.0,9.1845e-22
16,16,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,90.0,9.27139e-22
17,17,95,IONIZATION,C2H4(v1) -> CH2 CH2+,21.5,e / C2H4(v1),E + C2H4(v1) -> E + E + CH2 + CH2+,100.0,9.24842e-22
