,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,2.4,0.0
1,1,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,3.0,1.3521399999999999e-21
2,2,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,4.0,8.43829e-21
3,3,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,5.0,1.5377799999999998e-20
4,4,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,6.0,2.03562e-20
5,5,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,7.0,2.36473e-20
6,6,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,8.0,2.5745299999999998e-20
7,7,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,9.0,2.7035899999999998e-20
8,8,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,10.0,2.7783299999999996e-20
9,9,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,12.0,2.8293199999999996e-20
10,10,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,15.0,2.78518e-20
11,11,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,17.0,2.72251e-20
12,12,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,18.0,2.6870000000000002e-20
13,13,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,19.0,2.65006e-20
14,14,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,20.0,2.6123699999999998e-20
15,15,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,30.0,2.2558899999999998e-20
16,16,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,40.0,1.97706e-20
17,17,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,50.0,1.7634499999999998e-20
18,18,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,60.0,1.59571e-20
19,19,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,70.0,1.4604599999999998e-20
20,20,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,80.0,1.34891e-20
21,21,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,90.0,1.2551599999999995e-20
22,22,65,EXCITATION,C3H7 -> C3H5 H2,2.4,e / C3H7,E + C3H7 -> E + C3H5 + H2,100.0,1.17511e-20
