,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,6.6,0.0
1,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,6.7,3.02692e-26
2,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,6.8,2.28918e-25
3,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,6.9,7.30989e-25
4,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,7.0,1.64074e-24
5,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,7.5,1.43926e-23
6,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,8.0,4.24492e-23
7,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,8.5,8.44148e-23
8,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,8.6,9.42115e-23
9,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,8.8,1.14993e-22
10,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,9.0,1.37181e-22
11,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,9.5,1.97491e-22
12,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,10.0,2.62501e-22
13,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,11.0,3.98014e-22
14,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,12.0,5.31374e-22
15,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,13.0,6.56168e-22
16,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,14.0,7.69583e-22
17,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,15.0,8.70826e-22
18,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,16.0,9.60166e-22
19,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,17.0,1.0384e-21
20,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,18.0,1.10652e-21
21,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,19.0,1.1656e-21
22,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,20.0,1.21664e-21
23,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,30.0,1.45074e-21
24,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,40.0,1.46234e-21
25,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,50.0,1.41047e-21
26,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,60.0,1.34172e-21
27,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,70.0,1.27136e-21
28,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,80.0,1.20459e-21
29,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,90.0,1.14297e-21
30,49,EXCITATION,C2H5 -> CH3 CH2,6.6,e / C2H5,E + C2H5 -> E + CH3 + CH2,100.0,1.08673e-21
