,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,11.5,0.0
1,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,12.0,5.38886e-23
2,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,13.0,3.4771e-22
3,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,13.5,6.07537e-22
4,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,14.0,9.19881e-22
5,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,14.5,1.26383e-21
6,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,15.0,1.6217e-21
7,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,18.0,3.55783e-21
8,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,19.0,4.05892e-21
9,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,20.0,4.49578e-21
10,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,30.0,7.34528e-21
11,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,40.0,9.28805e-21
12,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,50.0,1.0553399999999999e-20
13,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,60.0,1.12633e-20
14,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,70.0,1.15922e-20
15,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,80.0,1.1676899999999997e-20
16,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,90.0,1.16095e-20
17,86,IONIZATION,C2H5 -> H C2H4+,11.5,e / C2H5,E + C2H5 -> E + E + H + C2H4+,100.0,1.1449299999999999e-20
