,Unnamed: 0,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,0,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,23.0,0.0
1,1,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,27.0,5.1957600000000015e-24
2,2,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,27.1,1.5594100000000001e-23
3,3,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,27.3,3.64866e-23
4,4,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,27.5,5.74252e-23
5,5,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,27.6,6.78848e-23
6,6,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,27.7,7.832510000000001e-23
7,7,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,27.8,8.873750000000001e-23
8,8,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,28.0,1.09448e-22
9,9,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,29.0,2.09247e-22
10,10,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,30.0,3.0046999999999996e-22
11,11,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,40.0,8.4953e-22
12,12,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,50.0,1.17429e-21
13,13,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,60.0,1.3941699999999999e-21
14,14,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,70.0,1.51991e-21
15,15,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,80.0,1.57584e-21
16,16,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,90.0,1.58577e-21
17,17,111,IONIZATION,C3H8(v1) -> C2H5 CH3+,23.0,e / C3H8(v1),E + C3H8(v1) -> E + E + C2H5 + CH3+,100.0,1.56727e-21
