          TIME           E/N             E             N            N2         N2(A)         N2(B)        N2(A')         N2(C)           N^+          N2^+          N3^+          N4^+
   1.10656E-03   1.59262E+02   4.12108E+07   2.70863E+12   2.44746E+19   3.25494E+13   1.72096E+09   1.22752E+11   2.04354E+09   3.89800E+05   1.15519E+12   3.10230E+12   3.46846E+04
   1.11475E-03   1.59664E+02   3.31100E+07   2.79123E+12   2.44746E+19   3.31639E+13   1.53195E+09   1.06560E+11   1.78987E+09   4.12171E+05   1.16856E+12   3.19828E+12   3.05906E+04
   1.12178E-03   1.59109E+02   2.50752E+07   2.86119E+12   2.44746E+19   3.22677E+13   1.27394E+09   8.62450E+10   1.46116E+09   4.09946E+05   1.15630E+12   3.28005E+12   3.65859E+04
   1.12881E-03   1.57888E+02   1.75190E+07   2.92599E+12   2.44746E+19   3.03554E+13   9.92261E+08   6.50560E+10   1.11328E+09   3.90906E+05   1.12597E+12   3.35674E+12   5.39209E+04
   1.13700E-03   1.55735E+02   1.07524E+07   2.99169E+12   2.44746E+19   2.74083E+13   7.05817E+08   4.44231E+10   7.70193E+08   3.53917E+05   1.07710E+12   3.43617E+12   1.06440E+05
   1.14871E-03   1.51246E+02   5.09814E+06   3.06542E+12   2.44746E+19   2.29727E+13   4.23494E+08   2.51620E+10   4.44774E+08   2.86238E+05   1.00161E+12   3.52894E+12   4.36129E+05
   1.16042E-03   1.43513E+02   1.54091E+06   3.11871E+12   2.44746E+19   1.90105E+13   2.39202E+08   1.30794E+10   2.38917E+08   2.02787E+05   9.33771E+11   3.60052E+12   4.79544E+06
   1.17330E-03   1.31956E+02   3.18094E+05   3.15931E+12   2.44746E+19   1.55610E+13   1.44310E+08   7.49801E+09   1.40282E+08   1.21446E+05   8.74060E+11   3.66057E+12   1.46255E+08
   1.18853E-03   1.14450E+02   7.90941E+04   3.18936E+12   2.44746E+19   1.25336E+13   9.11527E+07   4.67462E+09   8.81063E+07   5.54097E+04   8.05298E+11   3.71291E+12   1.66221E+10
   1.20726E-03   8.77751E+01   1.18131E+05   3.17730E+12   2.44746E+19   9.88776E+12   5.65896E+07   2.89407E+09   5.46127E+07   4.67841E+04   6.89017E+10   3.70431E+12   7.61624E+11
   1.22248E-03   5.66951E+01   4.07495E+05   3.16509E+12   2.44746E+19   8.27941E+12   3.95091E+07   2.01825E+09   3.81434E+07   1.48459E+04   2.47711E+08   3.69295E+12   8.41642E+11
   1.24239E-03   2.11452E+01   1.68002E+06   3.14923E+12   2.44746E+19   6.66466E+12   2.55541E+07   1.30597E+09   2.47016E+07   3.74264E+03   3.80958E+06   3.67819E+12   8.56630E+11
   1.25000E-03   7.85506E+00   1.33046E+06   3.14320E+12   2.44746E+19   6.15706E+12   2.18090E+07   1.11449E+09   2.10821E+07   2.80125E+03   1.93020E+06   3.67259E+12   8.62231E+11
   1.25703E-03   2.28291E+01   9.72588E+05   3.13766E+12   2.44746E+19   5.73185E+12   1.89004E+07   9.65787E+08   1.82708E+07   3.97765E+03   4.38065E+06   3.66743E+12   8.67380E+11
   1.26522E-03   3.93613E+01   1.67993E+06   3.13120E+12   2.44746E+19   5.28181E+12   1.60586E+07   8.20183E+08   1.55154E+07   7.39340E+03   2.31651E+07   3.66144E+12   8.73346E+11
   1.27459E-03   5.80379E+01   2.70986E+06   3.12386E+12   2.44746E+19   4.82531E+12   1.39410E+07   7.01671E+08   1.31324E+07   1.61980E+04   3.19849E+08   3.65463E+12   8.79850E+11
   1.28279E-03   7.61879E+01   3.29342E+06   3.11748E+12   2.44746E+19   4.49467E+12   1.58889E+07   7.86869E+08   1.37225E+07   3.35246E+04   7.67400E+09   3.64884E+12   8.78296E+11
   1.29098E-03   9.24698E+01   1.40914E+06   3.11167E+12   2.44746E+19   4.19868E+12   1.52953E+07   8.05486E+08   1.38349E+07   5.31837E+04   1.77464E+11   3.64612E+12   7.11280E+11
   1.29918E-03   1.07939E+02   1.19630E+06   3.10774E+12   2.44746E+19   3.95057E+12   1.78397E+07   1.02635E+09   1.70325E+07   4.76618E+04   7.95779E+11   3.65377E+12   8.55553E+10
   1.30504E-03   1.20367E+02   4.99630E+06   3.10514E+12   2.44746E+19   4.04165E+12   6.58240E+07   4.41100E+09   6.84641E+07   7.35026E+04   8.73186E+11   3.65987E+12   3.76515E+09
   1.30972E-03   1.28880E+02   1.12512E+07   3.10350E+12   2.44746E+19   4.55966E+12   1.73239E+08   1.23875E+10   1.91960E+08   1.05365E+05   8.76559E+11   3.66506E+12   3.55786E+08
   1.31440E-03   1.35620E+02   1.98994E+07   3.10301E+12   2.44746E+19   5.80067E+12   3.56574E+08   2.64243E+10   4.12040E+08   1.39942E+05   8.83690E+11   3.67132E+12   5.03043E+07
   1.31674E-03   1.40151E+02   2.95123E+07   3.10351E+12   2.44746E+19   6.85671E+12   5.82073E+08   4.40803E+10   6.90188E+08   1.69146E+05   8.92038E+11   3.67519E+12   1.29419E+07
   1.32026E-03   1.43312E+02   3.75940E+07   3.10586E+12   2.44746E+19   9.03253E+12   8.03447E+08   6.13546E+10   9.65848E+08   1.95609E+05   9.11597E+11   3.68267E+12   4.98533E+06
   1.32377E-03   1.46620E+02   4.35645E+07   3.11069E+12   2.44746E+19   1.16658E+13   1.01591E+09   7.80182E+10   1.23585E+09   2.28730E+05   9.37890E+11   3.69272E+12   1.81081E+06
   1.32963E-03   1.50183E+02   4.79358E+07   3.12572E+12   2.44746E+19   1.65325E+13   1.26005E+09   9.62175E+10   1.53989E+09   2.77690E+05   9.91406E+11   3.71682E+12   6.09951E+05
   1.33548E-03   1.53732E+02   5.03961E+07   3.15062E+12   2.44746E+19   2.14488E+13   1.50108E+09   1.13609E+11   1.83705E+09   3.38225E+05   1.05127E+12   3.75136E+12   2.02269E+05
   1.34251E-03   1.56468E+02   4.97976E+07   3.19422E+12   2.44746E+19   2.66249E+13   1.68847E+09   1.25449E+11   2.05144E+09   4.03343E+05   1.11996E+12   3.80734E+12   8.65807E+04
   1.34719E-03   1.58225E+02   4.69384E+07   3.23090E+12   2.44746E+19   2.93237E+13   1.73860E+09   1.27455E+11   2.09933E+09   4.49354E+05   1.15835E+12   3.85279E+12   4.94883E+04
   1.35656E-03   1.59262E+02   4.12108E+07   3.31701E+12   2.44746E+19   3.25386E+13   1.72055E+09   1.22731E+11   2.04315E+09   4.98712E+05   1.20686E+12   3.95743E+12   3.62362E+04
   1.36475E-03   1.59664E+02   3.31100E+07   3.39918E+12   2.44746E+19   3.31525E+13   1.53151E+09   1.06537E+11   1.78944E+09   5.22751E+05   1.21698E+12   4.05665E+12   3.18582E+04
   1.37178E-03   1.59109E+02   2.50752E+07   3.46851E+12   2.44746E+19   3.22559E+13   1.27350E+09   8.62228E+10   1.46073E+09   5.16704E+05   1.20222E+12   4.14092E+12   3.80389E+04
   1.37881E-03   1.57888E+02   1.75190E+07   3.53237E+12   2.44746E+19   3.03435E+13   9.91847E+08   6.50349E+10   1.11288E+09   4.90277E+05   1.16977E+12   4.21974E+12   5.60183E+04
   1.38700E-03   1.55735E+02   1.07524E+07   3.59656E+12   2.44746E+19   2.73966E+13   7.05442E+08   4.44035E+10   7.69835E+08   4.42007E+05   1.11895E+12   4.30111E+12   1.10576E+05
   1.39871E-03   1.51246E+02   5.09814E+06   3.66744E+12   2.44746E+19   2.29613E+13   4.23193E+08   2.51466E+10   4.44482E+08   3.56132E+05   1.04162E+12   4.39573E+12   4.53550E+05
   1.41042E-03   1.43513E+02   1.54091E+06   3.71722E+12   2.44746E+19   1.89995E+13   2.38962E+08   1.30672E+10   2.38684E+08   2.51814E+05   9.72833E+11   4.46825E+12   4.99605E+06
   1.42330E-03   1.31956E+02   3.18094E+05   3.75341E+12   2.44746E+19   1.55505E+13   1.44122E+08   7.48840E+09   1.40100E+08   1.50683E+05   9.12828E+11   4.52859E+12   1.52742E+08
   1.43853E-03   1.14450E+02   7.90941E+04   3.77769E+12   2.44746E+19   1.25238E+13   9.10109E+07   4.66736E+09   8.79688E+07   6.87595E+04   8.43687E+11   4.58052E+12   1.74145E+10
   1.45726E-03   8.77751E+01   1.18131E+05   3.75870E+12   2.44746E+19   9.88036E+12   5.65058E+07   2.88976E+09   5.45314E+07   5.83608E+04   7.26565E+10   4.56585E+12   8.03127E+11
   1.47248E-03   5.66951E+01   4.07495E+05   3.74099E+12   2.44746E+19   8.27347E+12   3.94528E+07   2.01536E+09   3.80887E+07   1.86006E+04   2.62642E+08   4.54920E+12   8.92168E+11
   1.49239E-03   2.11452E+01   1.68002E+06   3.71803E+12   2.44746E+19   6.66007E+12   2.55192E+07   1.30417E+09   2.46677E+07   4.71446E+03   4.07826E+06   4.52762E+12   9.13983E+11
   1.50000E-03   7.85506E+00   1.33046E+06   3.70931E+12   2.44746E+19   6.15286E+12   2.17796E+07   1.11297E+09   2.10534E+07   3.53554E+03   2.07424E+06   4.51944E+12   9.22160E+11
   1.50703E-03   2.28291E+01   9.72588E+05   3.70130E+12   2.44746E+19   5.72797E+12   1.88751E+07   9.64477E+08   1.82460E+07   5.02916E+03   4.70929E+06   4.51193E+12   9.29673E+11
   1.51522E-03   3.93613E+01   1.67993E+06   3.69198E+12   2.44746E+19   5.27830E+12   1.60376E+07   8.19095E+08   1.54948E+07   9.36664E+03   2.49164E+07   4.50319E+12   9.38378E+11
   1.52459E-03   5.80379E+01   2.70986E+06   3.68138E+12   2.44746E+19   4.82212E+12   1.39235E+07   7.00764E+08   1.31153E+07   2.05668E+04   3.44671E+08   4.49327E+12   9.47968E+11
   1.53279E-03   7.61879E+01   3.29342E+06   3.67216E+12   2.44746E+19   4.49173E+12   1.58739E+07   7.86090E+08   1.37078E+07   4.26461E+04   8.28755E+09   4.48480E+12   9.48504E+11
   1.54098E-03   9.24698E+01   1.40914E+06   3.66333E+12   2.44746E+19   4.19582E+12   1.52818E+07   8.04782E+08   1.38215E+07   6.77550E+04   1.92040E+11   4.47991E+12   7.69700E+11
   1.54918E-03   1.07939E+02   1.19630E+06   3.65572E+12   2.44746E+19   3.94731E+12   1.78252E+07   1.02560E+09   1.70182E+07   6.07410E+04   8.62136E+11   4.48706E+12   9.26893E+10
   1.55504E-03   1.20367E+02   4.99630E+06   3.65048E+12   2.44746E+19   4.03807E+12   6.58081E+07   4.41021E+09   6.84481E+07   9.36774E+04   9.46607E+11   4.49291E+12   4.08174E+09
   1.55972E-03   1.28880E+02   1.12512E+07   3.64680E+12   2.44746E+19   4.55582E+12   1.73219E+08   1.23865E+10   1.91941E+08   1.34247E+05   9.50445E+11   4.49792E+12   3.85776E+08
   1.56440E-03   1.35620E+02   1.98994E+07   3.64436E+12   2.44746E+19   5.79651E+12   3.56546E+08   2.64229E+10   4.12013E+08   1.78121E+05   9.57697E+11   4.50409E+12   5.45171E+07
   1.56674E-03   1.40151E+02   2.95123E+07   3.64394E+12   2.44746E+19   6.85234E+12   5.82039E+08   4.40785E+10   6.90155E+08   2.15076E+05   9.66037E+11   4.50797E+12   1.40155E+07
   1.57026E-03   1.43312E+02   3.75940E+07   3.64505E+12   2.44746E+19   9.02775E+12   8.03398E+08   6.13521E+10   9.65800E+08   2.48167E+05   9.85452E+11   4.51559E+12   5.38922E+06
   1.57377E-03   1.46620E+02   4.35645E+07   3.64882E+12   2.44746E+19   1.16605E+13   1.01584E+09   7.80147E+10   1.23578E+09   2.89332E+05   1.01141E+12   4.52598E+12   1.95276E+06
   1.57963E-03   1.50183E+02   4.79358E+07   3.66251E+12   2.44746E+19   1.65260E+13   1.25993E+09   9.62114E+10   1.53977E+09   3.49169E+05   1.06388E+12   4.55112E+12   6.54538E+05
   1.58548E-03   1.53732E+02   5.03961E+07   3.68662E+12   2.44746E+19   2.14409E+13   1.50088E+09   1.13599E+11   1.83686E+09   4.22433E+05   1.12210E+12   4.58730E+12   2.15896E+05
   1.59251E-03   1.56468E+02   4.97976E+07   3.72983E+12   2.44746E+19   2.66152E+13   1.68817E+09   1.25432E+11   2.05115E+09   4.99652E+05   1.18812E+12   4.64593E+12   9.18507E+04
   1.59719E-03   1.58225E+02   4.69384E+07   3.76650E+12   2.44746E+19   2.93128E+13   1.73823E+09   1.27436E+11   2.09898E+09   5.53753E+05   1.22446E+12   4.69343E+12   5.23129E+04
   1.60656E-03   1.59262E+02   4.12108E+07   3.85275E+12   2.44746E+19   3.25260E+13   1.72008E+09   1.22707E+11   2.04269E+09   6.08909E+05   1.26862E+12   4.80242E+12   3.80903E+04
   1.61475E-03   1.59664E+02   3.31100E+07   3.93492E+12   2.44746E+19   3.31390E+13   1.53100E+09   1.06511E+11   1.78894E+09   6.34012E+05   1.27503E+12   4.90535E+12   3.33777E+04
   1.62178E-03   1.59109E+02   2.50752E+07   4.00397E+12   2.44746E+19   3.22418E+13   1.27298E+09   8.61962E+10   1.46023E+09   6.23858E+05   1.25741E+12   4.99247E+12   3.97852E+04
   1.62881E-03   1.57888E+02   1.75190E+07   4.06717E+12   2.44746E+19   3.03294E+13   9.91346E+08   6.50084E+10   1.11240E+09   5.89973E+05   1.22254E+12   5.07370E+12   5.85453E+04
   1.63700E-03   1.55735E+02   1.07524E+07   4.13011E+12   2.44746E+19   2.73826E+13   7.05003E+08   4.43809E+10   7.69410E+08   5.30510E+05   1.16950E+12   5.15730E+12   1.15571E+05
   1.64871E-03   1.51246E+02   5.09814E+06   4.19836E+12   2.44746E+19   2.29479E+13   4.22836E+08   2.51282E+10   4.44139E+08   4.26649E+05   1.09007E+12   5.25401E+12   4.74644E+05
   1.66042E-03   1.43513E+02   1.54091E+06   4.24473E+12   2.44746E+19   1.89865E+13   2.38679E+08   1.30527E+10   2.38410E+08   3.01547E+05   1.02019E+12   5.32762E+12   5.23925E+06
   1.67330E-03   1.31956E+02   3.18094E+05   4.27648E+12   2.44746E+19   1.55381E+13   1.43901E+08   7.47709E+09   1.39886E+08   1.80524E+05   9.59837E+11   5.38830E+12   1.60608E+08
   1.68853E-03   1.14450E+02   7.90941E+04   4.29482E+12   2.44746E+19   1.25121E+13   9.08427E+07   4.65875E+09   8.78059E+07   8.24806E+04   8.90188E+11   5.43979E+12   1.83743E+10
   1.70726E-03   8.77751E+01   1.18131E+05   4.26821E+12   2.44746E+19   9.87164E+12   5.64071E+07   2.88470E+09   5.44358E+07   7.03735E+04   7.71536E+10   5.41837E+12   8.52834E+11
   1.72248E-03   5.66951E+01   4.07495E+05   4.24443E+12   2.44746E+19   8.26652E+12   3.93870E+07   2.01198E+09   3.80248E+07   2.25237E+04   2.80376E+08   5.39588E+12   9.52199E+11
   1.74239E-03   2.11452E+01   1.68002E+06   4.21365E+12   2.44746E+19   6.65472E+12   2.54785E+07   1.30208E+09   2.46281E+07   5.73787E+03   4.39355E+06   5.36679E+12   9.81549E+11
   1.75000E-03   7.85506E+00   1.33046E+06   4.20198E+12   2.44746E+19   6.14800E+12   2.17455E+07   1.11121E+09   2.10201E+07   4.31089E+03   2.24257E+06   5.35577E+12   9.92563E+11
   1.75703E-03   2.28291E+01   9.72588E+05   4.19125E+12   2.44746E+19   5.72346E+12   1.88457E+07   9.62960E+08   1.82173E+07   6.14208E+03   5.09321E+06   5.34565E+12   1.00268E+12
   1.76522E-03   3.93613E+01   1.67992E+06   4.17878E+12   2.44746E+19   5.27417E+12   1.60128E+07   8.17813E+08   1.54706E+07   1.14605E+04   2.69612E+07   5.33390E+12   1.01439E+12
   1.77459E-03   5.80379E+01   2.70986E+06   4.16462E+12   2.44746E+19   4.81841E+12   1.39032E+07   6.99714E+08   1.30954E+07   2.52152E+04   3.73597E+08   5.32057E+12   1.02737E+12
   1.78279E-03   7.61879E+01   3.29342E+06   4.15229E+12   2.44746E+19   4.48832E+12   1.58566E+07   7.85190E+08   1.36908E+07   5.23730E+04   9.00108E+09   5.30916E+12   1.03015E+12
   1.79098E-03   9.24698E+01   1.40914E+06   4.14017E+12   2.44746E+19   4.19252E+12   1.52662E+07   8.03970E+08   1.38061E+07   8.33217E+04   2.08961E+11   5.30189E+12   8.37521E+11
   1.79918E-03   1.07939E+02   1.19630E+06   4.12863E+12   2.44746E+19   3.94354E+12   1.78084E+07   1.02473E+09   1.70016E+07   7.47253E+04   9.39136E+11   5.30851E+12   1.00968E+11
   1.80504E-03   1.20367E+02   4.99630E+06   4.12058E+12   2.44746E+19   4.03396E+12   6.57894E+07   4.40926E+09   6.84296E+07   1.15255E+05   1.03178E+12   5.31409E+12   4.44901E+09
   1.80972E-03   1.28880E+02   1.12512E+07   4.11470E+12   2.44746E+19   4.55141E+12   1.73197E+08   1.23856E+10   1.91919E+08   1.65128E+05   1.03614E+12   5.31892E+12   4.20557E+08
   1.81440E-03   1.35620E+02   1.98994E+07   4.11020E+12   2.44746E+19   5.79172E+12   3.56515E+08   2.64213E+10   4.11982E+08   2.18888E+05   1.04350E+12   5.32500E+12   5.94018E+07
   1.81674E-03   1.40151E+02   2.95123E+07   4.10883E+12   2.44746E+19   6.84732E+12   5.82000E+08   4.40766E+10   6.90117E+08   2.64052E+05   1.05182E+12   5.32890E+12   1.52601E+07
   1.82026E-03   1.43312E+02   3.75940E+07   4.10864E+12   2.44746E+19   9.02227E+12   8.03342E+08   6.13492E+10   9.65745E+08   3.04031E+05   1.07106E+12   5.33670E+12   5.85738E+06
   1.82377E-03   1.46620E+02   4.35645E+07   4.11132E+12   2.44746E+19   1.16544E+13   1.01576E+09   7.80106E+10   1.23570E+09   3.53472E+05   1.09661E+12   5.34748E+12   2.11727E+06
   1.82963E-03   1.50183E+02   4.79358E+07   4.12373E+12   2.44746E+19   1.65186E+13   1.25979E+09   9.62043E+10   1.53963E+09   4.24177E+05   1.14786E+12   5.37385E+12   7.06205E+05
   1.83548E-03   1.53732E+02   5.03961E+07   4.14719E+12   2.44746E+19   2.14318E+13   1.50066E+09   1.13588E+11   1.83665E+09   5.09970E+05   1.20416E+12   5.41193E+12   2.31686E+05
   1.84251E-03   1.56468E+02   4.97976E+07   4.19032E+12   2.44746E+19   2.66041E+13   1.68783E+09   1.25415E+11   2.05082E+09   5.98678E+05   1.26714E+12   5.47361E+12   9.79589E+04
   1.84719E-03   1.58225E+02   4.69384E+07   4.22723E+12   2.44746E+19   2.93005E+13   1.73782E+09   1.27416E+11   2.09858E+09   6.60404E+05   1.30111E+12   5.52347E+12   5.55878E+04
   1.85656E-03   1.59262E+02   4.12108E+07   4.31420E+12   2.44746E+19   3.25116E+13   1.71955E+09   1.22680E+11   2.04217E+09   7.20357E+05   1.34027E+12   5.63746E+12   4.02416E+04
   1.86475E-03   1.59664E+02   3.31100E+07   4.39688E+12   2.44746E+19   3.31234E+13   1.53040E+09   1.06481E+11   1.78837E+09   7.45901E+05   1.34242E+12   5.74463E+12   3.51421E+04
   1.87178E-03   1.59109E+02   2.50752E+07   4.46604E+12   2.44746E+19   3.22261E+13   1.27240E+09   8.61667E+10   1.45966E+09   7.31347E+05   1.32154E+12   5.83502E+12   4.18142E+04
   1.87881E-03   1.57888E+02   1.75190E+07   4.52895E+12   2.44746E+19   3.03135E+13   9.90801E+08   6.49815E+10   1.11187E+09   6.89922E+05   1.28388E+12   5.91904E+12   6.14828E+04
   1.88700E-03   1.55735E+02   1.07524E+07   4.59098E+12   2.44746E+19   2.73668E+13   7.04506E+08   4.43556E+10   7.68929E+08   6.19341E+05   1.22826E+12   6.00520E+12   1.21378E+05
   1.89871E-03   1.51246E+02   5.09814E+06   4.65695E+12   2.44746E+19   2.29325E+13   4.22431E+08   2.51075E+10   4.43748E+08   4.97691E+05   1.14636E+12   6.10439E+12   4.99155E+05
   1.91042E-03   1.43513E+02   1.54091E+06   4.70011E+12   2.44746E+19   1.89718E+13   2.38357E+08   1.30362E+10   2.38099E+08   3.51884E+05   1.07515E+12   6.17933E+12   5.52150E+06
   1.92330E-03   1.31956E+02   3.18094E+05   4.72752E+12   2.44746E+19   1.55240E+13   1.43649E+08   7.46422E+09   1.39643E+08   2.10883E+05   1.01428E+12   6.24052E+12   1.69718E+08
   1.93853E-03   1.14450E+02   7.90941E+04   4.73989E+12   2.44746E+19   1.24987E+13   9.06514E+07   4.64896E+09   8.76206E+07   9.65187E+04   9.43883E+11   6.29166E+12   1.94826E+10
   1.95726E-03   8.77751E+01   1.18131E+05   4.70521E+12   2.44746E+19   9.86170E+12   5.62944E+07   2.87892E+09   5.43266E+07   8.27487E+04   8.22955E+10   6.26307E+12   9.09669E+11
   1.97248E-03   5.66951E+01   4.07495E+05   4.67498E+12   2.44746E+19   8.25862E+12   3.93122E+07   2.00813E+09   3.79523E+07   2.65846E+04   3.00508E+08   6.23436E+12   1.02037E+12
   1.99239E-03   2.11452E+01   1.68002E+06   4.63592E+12   2.44746E+19   6.64869E+12   2.54327E+07   1.29972E+09   2.45835E+07   6.80271E+03   4.74771E+06   6.19730E+12   1.05771E+12
   2.00000E-03   7.85506E+00   1.33046E+06   4.62113E+12   2.44746E+19   6.14252E+12   2.17070E+07   1.10923E+09   2.09827E+07   5.11900E+03   2.43097E+06   6.18328E+12   1.07172E+12
   2.00703E-03   2.28291E+01   9.72588E+05   4.60753E+12   2.44746E+19   5.71844E+12   1.88128E+07   9.61265E+08   1.81853E+07   7.30369E+03   5.52275E+06   6.17041E+12   1.08458E+12
   2.01522E-03   3.93613E+01   1.67992E+06   4.59175E+12   2.44746E+19   5.26961E+12   1.59855E+07   8.16399E+08   1.54439E+07   1.36493E+04   2.92477E+07   6.15548E+12   1.09948E+12
   2.02459E-03   5.80379E+01   2.70986E+06   4.57383E+12   2.44746E+19   4.81430E+12   1.38808E+07   6.98551E+08   1.30734E+07   3.00824E+04   4.05891E+08   6.13855E+12   1.11602E+12
   2.03279E-03   7.61879E+01   3.29342E+06   4.55822E+12   2.44746E+19   4.48456E+12   1.58375E+07   7.84199E+08   1.36720E+07   6.25708E+04   9.79615E+09   6.12405E+12   1.12113E+12
   2.04098E-03   9.24698E+01   1.40914E+06   4.54266E+12   2.44746E+19   4.18888E+12   1.52489E+07   8.03076E+08   1.37892E+07   9.96575E+04   2.27785E+11   6.11428E+12   9.12968E+11
   2.04918E-03   1.07939E+02   1.19630E+06   4.52704E+12   2.44746E+19   3.93940E+12   1.77900E+07   1.02379E+09   1.69835E+07   8.94035E+04   1.02472E+12   6.12038E+12   1.10169E+11
   2.05504E-03   1.20367E+02   4.99630E+06   4.51607E+12   2.44746E+19   4.02943E+12   6.57686E+07   4.40818E+09   6.84093E+07   1.37901E+05   1.12640E+12   6.12572E+12   4.85702E+09
   2.05972E-03   1.28880E+02   1.12512E+07   4.50792E+12   2.44746E+19   4.54655E+12   1.73173E+08   1.23843E+10   1.91894E+08   1.97522E+05   1.13129E+12   6.13038E+12   4.59180E+08
   2.06440E-03   1.35620E+02   1.98994E+07   4.50129E+12   2.44746E+19   5.78645E+12   3.56480E+08   2.64196E+10   4.11948E+08   2.61596E+05   1.13875E+12   6.13641E+12   6.48236E+07
   2.06674E-03   1.40151E+02   2.95123E+07   4.49894E+12   2.44746E+19   6.84180E+12   5.81957E+08   4.40744E+10   6.90075E+08   3.15291E+05   1.14702E+12   6.14036E+12   1.66413E+07
   2.07026E-03   1.43312E+02   3.75940E+07   4.49744E+12   2.44746E+19   9.01624E+12   8.03280E+08   6.13461E+10   9.65685E+08   3.62312E+05   1.16603E+12   6.14838E+12   6.37674E+06
   2.07377E-03   1.46620E+02   4.35645E+07   4.49904E+12   2.44746E+19   1.16477E+13   1.01567E+09   7.80062E+10   1.23561E+09   4.20142E+05   1.19111E+12   6.15964E+12   2.29971E+06
   2.07963E-03   1.50183E+02   4.79358E+07   4.51025E+12   2.44746E+19   1.65105E+13   1.25964E+09   9.61966E+10   1.53948E+09   5.01569E+05   1.24096E+12   6.18739E+12   7.63484E+05
   2.08548E-03   1.53732E+02   5.03961E+07   4.53323E+12   2.44746E+19   2.14219E+13   1.50042E+09   1.13576E+11   1.83641E+09   5.99554E+05   1.29512E+12   6.22762E+12   2.49186E+05
   2.09251E-03   1.56468E+02   4.97976E+07   4.57658E+12   2.44746E+19   2.65919E+13   1.68746E+09   1.25396E+11   2.05046E+09   6.99050E+05   1.35469E+12   6.29269E+12   1.04727E+05
   2.09719E-03   1.58225E+02   4.69384E+07   4.61396E+12   2.44746E+19   2.92868E+13   1.73737E+09   1.27393E+11   2.09813E+09   7.67884E+05   1.38605E+12   6.34516E+12   5.92165E+04
   2.10656E-03   1.59262E+02   4.12108E+07   4.70217E+12   2.44746E+19   3.24958E+13   1.71896E+09   1.22651E+11   2.04160E+09   8.31657E+05   1.41967E+12   6.46468E+12   4.26256E+04
   2.11475E-03   1.59664E+02   3.31100E+07   4.78583E+12   2.44746E+19   3.31065E+13   1.52976E+09   1.06448E+11   1.78775E+09   8.57066E+05   1.41712E+12   6.57655E+12   3.70976E+04
   2.12178E-03   1.59109E+02   2.50752E+07   4.85547E+12   2.44746E+19   3.22086E+13   1.27175E+09   8.61336E+10   1.45904E+09   8.37887E+05   1.39262E+12   6.67055E+12   4.40631E+04
   2.12881E-03   1.57888E+02   1.75190E+07   4.91842E+12   2.44746E+19   3.02959E+13   9.90188E+08   6.49502E+10   1.11127E+09   7.88928E+05   1.35186E+12   6.75766E+12   6.47384E+04
   2.13700E-03   1.55735E+02   1.07524E+07   4.97986E+12   2.44746E+19   2.73494E+13   7.03959E+08   4.43277E+10   7.68400E+08   7.07419E+05   1.29338E+12   6.84670E+12   1.27813E+05
   2.14871E-03   1.51246E+02   5.09814E+06   5.04390E+12   2.44746E+19   2.29157E+13   4.21988E+08   2.50848E+10   4.43319E+08   5.68350E+05   1.20868E+12   6.94867E+12   5.26293E+05
   2.16042E-03   1.43513E+02   1.54091E+06   5.08409E+12   2.44746E+19   1.89556E+13   2.38005E+08   1.30182E+10   2.37758E+08   4.02145E+05   1.13592E+12   7.02517E+12   5.83358E+06
   2.17330E-03   1.31956E+02   3.18094E+05   5.10732E+12   2.44746E+19   1.55085E+13   1.43374E+08   7.45015E+09   1.39376E+08   2.41321E+05   1.07437E+12   7.08703E+12   1.79773E+08
   2.18853E-03   1.14450E+02   7.90941E+04   5.11383E+12   2.44746E+19   1.24842E+13   9.04426E+07   4.63828E+09   8.74184E+07   1.10654E+05   1.00299E+12   7.13793E+12   2.07027E+10
   2.20726E-03   8.77751E+01   1.18131E+05   5.07083E+12   2.44746E+19   9.85089E+12   5.61721E+07   2.87265E+09   5.42081E+07   9.52679E+04   8.79149E+10   7.10194E+12   9.71782E+11
   2.22248E-03   5.66951E+01   4.07495E+05   5.03397E+12   2.44746E+19   8.25006E+12   3.92311E+07   2.00397E+09   3.78737E+07   3.07052E+04   3.22392E+08   7.06683E+12   1.09448E+12
   2.24239E-03   2.11452E+01   1.68002E+06   4.98640E+12   2.44746E+19   6.64219E+12   2.53832E+07   1.29717E+09   2.45353E+07   7.88655E+03   5.12959E+06   7.02157E+12   1.14004E+12
   2.25000E-03   7.85506E+00   1.33046E+06   4.96839E+12   2.44746E+19   6.13662E+12   2.16656E+07   1.10710E+09   2.09424E+07   5.94231E+03   2.63355E+06   7.00447E+12   1.15714E+12
   2.25703E-03   2.28291E+01   9.72588E+05   4.95186E+12   2.44746E+19   5.71302E+12   1.87776E+07   9.59451E+08   1.81510E+07   8.48809E+03   5.98446E+06   6.98878E+12   1.17282E+12
   2.26522E-03   3.93613E+01   1.67992E+06   4.93268E+12   2.44746E+19   5.26469E+12   1.59558E+07   8.14873E+08   1.54150E+07   1.58829E+04   3.17046E+07   6.97059E+12   1.19096E+12
   2.27459E-03   5.80379E+01   2.70986E+06   4.91091E+12   2.44746E+19   4.80988E+12   1.38565E+07   6.97300E+08   1.30498E+07   3.50529E+04   4.40543E+08   6.94997E+12   1.21116E+12
