         Time_s                                                                                                                         1                                                                                                                         2                                                                                                                         3                                                                                                                         4                                                                                                                         5                                                                                                                         6                                                                                                                         7
   8.460000E-06   4.7552E+12   3.0982E+11   6.5084E+09   4.7552E+12   4.2805E+15   0.0000E+00   4.2805E+15
   8.530000E-06   4.7296E+12   3.0973E+11   6.4344E+09   4.7296E+12   4.2805E+15   0.0000E+00   4.2805E+15
   8.600000E-06   4.7046E+12   3.0964E+11   6.3599E+09   4.7046E+12   4.2805E+15   0.0000E+00   4.2805E+15
   8.660000E-06   4.6836E+12   3.0958E+11   6.2961E+09   4.6836E+12   4.2805E+15   0.0000E+00   4.2805E+15
   8.720000E-06   4.6630E+12   3.0952E+11   6.2323E+09   4.6630E+12   4.2806E+15   0.0000E+00   4.2806E+15
   8.780000E-06   4.6427E+12   3.0947E+11   6.1685E+09   4.6427E+12   4.2806E+15   0.0000E+00   4.2806E+15
   8.840000E-06   4.6229E+12   3.0942E+11   6.1048E+09   4.6229E+12   4.2806E+15   0.0000E+00   4.2806E+15
   8.900000E-06   4.6035E+12   3.0938E+11   6.0414E+09   4.6035E+12   4.2806E+15   0.0000E+00   4.2806E+15
   8.960000E-06   4.5843E+12   3.0934E+11   5.9787E+09   4.5843E+12   4.2806E+15   0.0000E+00   4.2806E+15
   9.020000E-06   4.5655E+12   3.0931E+11   5.9165E+09   4.5655E+12   4.2807E+15   0.0000E+00   4.2807E+15
   9.080000E-06   4.5471E+12   3.0928E+11   5.8548E+09   4.5471E+12   4.2807E+15   0.0000E+00   4.2807E+15
   9.140000E-06   4.5292E+12   3.0926E+11   5.7936E+09   4.5292E+12   4.2807E+15   0.0000E+00   4.2807E+15
   9.200000E-06   4.5116E+12   3.0924E+11   5.7330E+09   4.5116E+12   4.2807E+15   0.0000E+00   4.2807E+15
   9.260000E-06   4.4945E+12   3.0922E+11   5.6732E+09   4.4945E+12   4.2807E+15   0.0000E+00   4.2807E+15
   9.320000E-06   4.4778E+12   3.0921E+11   5.6144E+09   4.4778E+12   4.2808E+15   0.0000E+00   4.2808E+15
   9.380000E-06   4.4616E+12   3.0920E+11   5.5565E+09   4.4616E+12   4.2808E+15   0.0000E+00   4.2808E+15
   9.440000E-06   4.4458E+12   3.0920E+11   5.4999E+09   4.4458E+12   4.2808E+15   0.0000E+00   4.2808E+15
   9.500000E-06   4.4305E+12   3.0920E+11   5.4447E+09   4.4305E+12   4.2808E+15   0.0000E+00   4.2808E+15
   9.570000E-06   4.4133E+12   3.0920E+11   5.3822E+09   4.4133E+12   4.2808E+15   0.0000E+00   4.2808E+15
   9.640000E-06   4.3967E+12   3.0921E+11   5.3223E+09   4.3967E+12   4.2808E+15   0.0000E+00   4.2808E+15
   9.710000E-06   4.3809E+12   3.0921E+11   5.2652E+09   4.3809E+12   4.2808E+15   0.0000E+00   4.2808E+15
   9.780000E-06   4.3657E+12   3.0923E+11   5.2113E+09   4.3657E+12   4.2809E+15   0.0000E+00   4.2809E+15
   9.860000E-06   4.3494E+12   3.0924E+11   5.1541E+09   4.3494E+12   4.2809E+15   0.0000E+00   4.2809E+15
   9.940000E-06   4.3341E+12   3.0926E+11   5.1023E+09   4.3341E+12   4.2809E+15   0.0000E+00   4.2809E+15
