          Time         dTime           E/N             E            AR           AR*          AR^+          E(W)        AR(W)*       AR(W)^+             1             2             3             4             5             6             7             8             9             V             J           MuN
  1.000000E-09  1.000000E-09  1.078843E-02  1.000000E+00  1.834734E+19  0.000000E+00  1.000000E+00  6.665373E-03  0.000000E+00  7.280146E-09  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  6.687672E+06  0.000000E+00  7.280146E+00  6.250000E+01  0.000000E+00  1.652109E+24
  1.010000E-07  1.000000E-09  1.089449E+00  1.000000E+00  1.834734E+19  0.000000E+00  1.000000E+00  3.732144E+00  0.000000E+00  7.352947E-07  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.709248E+07  0.000000E+00  7.280146E+00  6.250000E+01  3.845947E-12  2.837392E+22
  2.010000E-07  1.000000E-09  2.167034E+00  1.000000E+00  1.834734E+19  1.075381E-06  1.000000E+00  8.787858E+00  5.110603E-14  1.463309E-06  1.472228E+02  1.548360E-14  0.000000E+00  2.276433E-14  6.476087E-22  5.919113E-02  5.582433E+07  7.828930E-06  7.280146E+00  6.250000E+01  4.561323E-12  1.683415E+22
  3.010000E-07  1.000000E-09  3.242481E+00  1.000000E+00  1.834734E+19  5.713860E-03  1.000000E+00  1.449558E+01  7.122653E-10  2.191324E-06  2.915430E+05  1.026010E-10  0.000000E+00  2.181925E-10  1.828299E-14  3.145023E+02  6.133504E+07  4.159774E-02  7.280146E+00  6.250000E+01  5.033714E-12  1.239524E+22
  4.010000E-07  1.000000E-09  4.314728E+00  1.000000E+00  1.834734E+19  1.887196E-01  1.000000E+00  2.061921E+01  4.619674E-08  2.919338E-06  4.655147E+06  3.826469E-09  0.000000E+00  9.310497E-09  1.994444E-11  1.038750E+04  6.468169E+07  1.373906E+00  7.280146E+00  6.250000E+01  5.786386E-12  1.069881E+22
  5.010000E-07  1.000000E-09  5.382717E+00  1.000000E+00  1.834734E+19  1.177396E+00  1.000000E+00  2.696532E+01  4.708183E-07  3.647353E-06  1.703866E+07  2.520465E-08  9.897858E-04  6.440854E-08  7.763058E-10  6.480622E+04  6.626545E+07  8.571612E+00  7.280146E+00  6.250000E+01  7.016829E-12  1.039448E+22
  6.010000E-07  1.000000E-09  6.445393E+00  1.000000E+00  1.834734E+19  3.701623E+00  1.000000E+00  3.341444E+01  2.135263E-06  4.375368E-06  3.618713E+07  8.123455E-08  3.017334E-01  2.117852E-07  7.673129E-09  2.037448E+05  6.701736E+07  2.694836E+01  7.280146E+00  6.250000E+01  8.460251E-12  1.046288E+22
  7.010000E-07  1.000000E-09  7.501709E+00  1.000000E+00  1.834734E+19  8.311838E+00  1.000000E+00  3.991628E+01  6.368485E-06  5.103382E-06  6.033170E+07  1.849386E-07  5.930482E+00  4.870409E-07  3.868852E-08  4.575003E+05  6.744628E+07  6.051139E+01  7.280146E+00  6.250000E+01  9.942892E-12  1.056247E+22
  8.010000E-07  1.000000E-09  8.550622E+00  1.000000E+00  1.834734E+19  1.542226E+01  1.000000E+00  4.645135E+01  1.484586E-05  5.831397E-06  8.844111E+07  3.464033E-07  5.480391E+01  9.180555E-07  1.331937E-07  8.488719E+05  6.774751E+07  1.122763E+02  7.280146E+00  6.250000E+01  1.140065E-11  1.062346E+22
  9.010000E-07  1.000000E-09  9.591096E+00  1.000000E+00  1.834734E+19  2.537251E+01  1.000000E+00  5.301147E+01  2.951453E-05  6.559411E-06  1.199840E+08  5.741803E-07  3.094231E+02  1.528808E-06  3.605079E-07  1.396554E+06  6.799052E+07  1.847156E+02  7.280146E+00  6.250000E+01  1.281687E-11  1.064599E+22
  1.001000E-06  1.000000E-09  1.062210E+01  1.000000E+00  1.834734E+19  3.845725E+01  1.000000E+00  5.959276E+01  5.255174E-05  7.287426E-06  1.545642E+08  8.759604E-07  1.244552E+03  2.341188E-06  8.282175E-07  2.116764E+06  6.820424E+07  2.799744E+02  7.280146E+00  6.250000E+01  1.418597E-11  1.063827E+22
  1.101000E-06  1.000000E-09  1.164263E+01  1.000000E+00  1.834734E+19  5.493709E+01  1.000000E+00  6.619312E+01  8.633604E-05  8.015442E-06  1.918983E+08  1.258769E-06  3.913658E+03  3.375493E-06  1.690127E-06  3.023848E+06  6.840114E+07  3.999500E+02  7.280146E+00  6.250000E+01  1.550865E-11  1.060974E+22
  1.201000E-06  1.000000E-09  1.265167E+01  1.000000E+00  1.834734E+19  7.504620E+01  1.000000E+00  7.281125E+01  1.334252E-04  8.743459E-06  2.318293E+08  1.729006E-06  1.023768E+04  4.650189E-06  3.153882E-06  4.130694E+06  6.858533E+07  5.463473E+02  7.280146E+00  6.250000E+01  1.679151E-11  1.057035E+22
  1.301000E-06  1.000000E-09  1.364822E+01  1.000000E+00  1.834734E+19  9.899566E+01  1.000000E+00  7.944629E+01  1.965405E-04  9.471479E-06  2.740164E+08  2.292762E-06  2.322421E+04  6.183401E-06  5.488079E-06  5.448920E+06  6.876194E+07  7.207029E+02  7.280146E+00  6.250000E+01  1.803075E-11  1.052097E+22
  1.401000E-06  1.000000E-09  1.463130E+01  1.000000E+00  1.834734E+19  1.269782E+02  1.000000E+00  8.609748E+01  2.785491E-04  1.019951E-05  3.182515E+08  2.955594E-06  4.708399E+04  7.991507E-06  9.029138E-06  6.989135E+06  6.893158E+07  9.244198E+02  7.280146E+00  6.250000E+01  1.922925E-11  1.046579E+22
  1.501000E-06  1.000000E-09  1.559994E+01  1.000000E+00  1.834734E+19  1.591569E+02  1.000000E+00  9.276428E+01  3.824470E-04  1.092754E-05  3.644189E+08  3.722306E-06  8.724874E+04  1.008875E-05  1.418532E-05  8.760317E+06  6.909423E+07  1.158686E+03  7.280146E+00  6.250000E+01  2.039246E-11  1.040920E+22
  1.601000E-06  1.000000E-09  1.655319E+01  1.000000E+00  1.834734E+19  1.956812E+02  1.000000E+00  9.944620E+01  5.113461E-04  1.165560E-05  4.116713E+08  4.597444E-06  1.494996E+05  1.248894E-05  2.144304E-05  1.077069E+07  6.925045E+07  1.424588E+03  7.280146E+00  6.250000E+01  2.150521E-11  1.035050E+22
  1.701000E-06  1.000000E-09  1.749010E+01  1.000000E+00  1.834734E+19  2.366730E+02  1.000000E+00  1.061428E+02  6.684546E-04  1.238368E-05  4.608930E+08  5.585091E-06  2.421564E+05  1.520454E-05  3.136790E-05  1.302696E+07  6.940222E+07  1.723014E+03  7.280146E+00  6.250000E+01  2.259659E-11  1.029236E+22
  1.801000E-06  1.000000E-09  1.840975E+01  1.000000E+00  1.834734E+19  2.822395E+02  1.000000E+00  1.128537E+02  8.570660E-04  1.311181E-05  5.117957E+08  6.688973E-06  3.738135E+05  1.824736E-05  4.460913E-05  1.553503E+07  6.955031E+07  2.054745E+03  7.280146E+00  6.250000E+01  2.366208E-11  1.023347E+22
  1.901000E-06  1.000000E-09  1.931123E+01  1.000000E+00  1.834734E+19  3.324541E+02  1.000000E+00  1.195785E+02  1.080539E-03  1.383999E-05  5.621652E+08  7.910607E-06  5.464343E+05  2.162120E-05  6.189442E-05  1.829894E+07  6.968913E+07  2.420315E+03  7.280146E+00  6.250000E+01  2.466311E-11  1.017755E+22
  2.001000E-06  1.000000E-09  2.019366E+01  1.000000E+00  1.834734E+19  3.873881E+02  1.000000E+00  1.263169E+02  1.342283E-03  1.456824E-05  6.149276E+08  9.254258E-06  7.773161E+05  2.534085E-05  8.403895E-05  2.132262E+07  6.982701E+07  2.820242E+03  7.280146E+00  6.250000E+01  2.566408E-11  1.012253E+22
  2.101000E-06  1.000000E-09  2.105615E+01  1.000000E+00  1.834734E+19  4.470776E+02  1.000000E+00  1.330687E+02  1.645750E-03  1.529658E-05  6.676401E+08  1.072032E-05  1.066632E+06  2.940697E-05  1.119319E-04  2.460805E+07  6.995834E+07  3.254790E+03  7.280146E+00  6.250000E+01  2.661806E-11  1.006821E+22
  2.201000E-06  1.000000E-09  2.189787E+01  1.000000E+00  1.834734E+19  5.115393E+02  1.000000E+00  1.398335E+02  1.994408E-03  1.602504E-05  7.202628E+08  1.230985E-05  1.418123E+06  3.382302E-05  1.465366E-04  2.815615E+07  7.008363E+07  3.724081E+03  7.280146E+00  6.250000E+01  2.753439E-11  1.001778E+22
  2.301000E-06  1.000000E-09  2.271797E+01  1.000000E+00  1.834734E+19  5.807889E+02  1.000000E+00  1.466112E+02  2.391739E-03  1.675364E-05  7.741612E+08  1.402507E-05  1.849282E+06  3.859752E-05  1.888968E-04  3.196779E+07  7.020648E+07  4.228228E+03  7.280146E+00  6.250000E+01  2.843804E-11  9.968792E+21
  2.401000E-06  1.000000E-09  2.351566E+01  1.000000E+00  1.834734E+19  6.548051E+02  1.000000E+00  1.534016E+02  2.841222E-03  1.748241E-05  8.279053E+08  1.586533E-05  2.355638E+06  4.372867E-05  2.401110E-04  3.604179E+07  7.032458E+07  4.767077E+03  7.280146E+00  6.250000E+01  2.930607E-11  9.920846E+21
  2.501000E-06  1.000000E-09  2.429014E+01  1.000000E+00  1.834734E+19  7.335413E+02  1.000000E+00  1.602044E+02  3.346311E-03  1.821137E-05  8.803580E+08  1.782861E-05  2.930090E+06  4.920934E-05  3.013264E-04  4.037559E+07  7.043537E+07  5.340288E+03  7.280146E+00  6.250000E+01  3.012691E-11  9.876442E+21
  2.601000E-06  1.000000E-09  2.504064E+01  1.000000E+00  1.834734E+19  8.169570E+02  1.000000E+00  1.670195E+02  3.910428E-03  1.894056E-05  9.334813E+08  1.991630E-05  3.594321E+06  5.504651E-05  3.737545E-04  4.496696E+07  7.054335E+07  5.947566E+03  7.280146E+00  6.250000E+01  3.093373E-11  9.833719E+21
  2.701000E-06  1.000000E-09  2.576644E+01  1.000000E+00  1.834734E+19  9.049694E+02  1.000000E+00  1.738467E+02  4.536952E-03  1.966999E-05  9.843306E+08  2.212432E-05  4.310154E+06  6.122665E-05  4.586230E-04  4.981134E+07  7.064412E+07  6.588310E+03  7.280146E+00  6.250000E+01  3.168398E-11  9.793756E+21
  2.801000E-06  1.000000E-09  2.646680E+01  1.000000E+00  1.834734E+19  9.975046E+02  1.000000E+00  1.806858E+02  5.229202E-03  2.039970E-05  1.036127E+09  2.445386E-05  5.125895E+06  6.775598E-05  5.572086E-04  5.490466E+07  7.074284E+07  7.261979E+03  7.280146E+00  6.250000E+01  3.243139E-11  9.756469E+21
  2.901000E-06  1.000000E-09  2.714105E+01  1.000000E+00  1.834734E+19  1.094460E+03  1.000000E+00  1.875366E+02  5.990436E-03  2.112971E-05  1.085824E+09  2.689949E-05  5.994004E+06  7.461630E-05  6.707918E-04  6.024127E+07  7.083480E+07  7.967828E+03  7.280146E+00  6.250000E+01  3.313007E-11  9.721118E+21
  3.001000E-06  1.000000E-09  2.778851E+01  1.000000E+00  1.834734E+19  1.195705E+03  1.000000E+00  1.943989E+02  6.823825E-03  2.186006E-05  1.135263E+09  2.946099E-05  6.939399E+06  8.181085E-05  8.006383E-04  6.581403E+07  7.092422E+07  8.704910E+03  7.280146E+00  6.250000E+01  3.380892E-11  9.686507E+21
  3.101000E-06  1.000000E-09  2.840855E+01  1.000000E+00  1.834734E+19  1.301094E+03  1.000000E+00  2.012725E+02  7.732439E-03  2.259074E-05  1.182837E+09  3.213241E-05  7.934109E+06  8.932016E-05  9.479940E-04  7.161484E+07  7.100822E+07  9.472156E+03  7.280146E+00  6.250000E+01  3.444828E-11  9.653990E+21
  3.201000E-06  1.000000E-09  2.900055E+01  1.000000E+00  1.834734E+19  1.410481E+03  1.000000E+00  2.081571E+02  8.719243E-03  2.332180E-05  1.229527E+09  3.491117E-05  8.990277E+06  9.713780E-05  1.114096E-03  7.763573E+07  7.108840E+07  1.026851E+04  7.280146E+00  6.250000E+01  3.506557E-11  9.624188E+21
  3.301000E-06  1.000000E-09  2.956393E+01  1.000000E+00  1.834734E+19  1.523717E+03  1.000000E+00  2.150525E+02  9.787093E-03  2.405325E-05  1.273769E+09  3.779097E-05  1.005960E+07  1.052432E-04  1.300160E-03  8.386847E+07  7.116247E+07  1.109289E+04  7.280146E+00  6.250000E+01  3.564121E-11  9.597420E+21
  3.401000E-06  1.000000E-09  3.009814E+01  1.000000E+00  1.834734E+19  1.640621E+03  1.000000E+00  2.219584E+02  1.093873E-02  2.478509E-05  1.316637E+09  4.076936E-05  1.116496E+07  1.136323E-04  1.507317E-03  9.030309E+07  7.123292E+07  1.194396E+04  7.280146E+00  6.250000E+01  3.618953E-11  9.571857E+21
  3.501000E-06  1.000000E-09  3.060264E+01  1.000000E+00  1.834734E+19  1.760993E+03  1.000000E+00  2.288744E+02  1.217675E-02  2.551733E-05  1.355943E+09  4.383711E-05  1.224436E+07  1.222743E-04  1.736615E-03  9.692861E+07  7.129648E+07  1.282029E+04  7.280146E+00  6.250000E+01  3.668478E-11  9.548776E+21
  3.601000E-06  1.000000E-09  3.107695E+01  1.000000E+00  1.834734E+19  1.884628E+03  1.000000E+00  2.358003E+02  1.350360E-02  2.624999E-05  1.396367E+09  4.699756E-05  1.342000E+07  1.311887E-04  1.989020E-03  1.037337E+08  7.136073E+07  1.372037E+04  7.280146E+00  6.250000E+01  3.718681E-11  9.525372E+21
  3.701000E-06  1.000000E-09  3.152058E+01  1.000000E+00  1.834734E+19  2.011302E+03  1.000000E+00  2.427354E+02  1.492158E-02  2.698306E-05  1.432295E+09  5.023351E-05  1.451619E+07  1.403133E-04  2.265388E-03  1.107061E+08  7.141677E+07  1.464257E+04  7.280146E+00  6.250000E+01  3.762658E-11  9.504733E+21
  3.801000E-06  1.000000E-09  3.193310E+01  1.000000E+00  1.834734E+19  2.140784E+03  1.000000E+00  2.496795E+02  1.643282E-02  2.771653E-05  1.466697E+09  5.354477E-05  1.561307E+07  1.496545E-04  2.566455E-03  1.178330E+08  7.146966E+07  1.558522E+04  7.280146E+00  6.250000E+01  3.804254E-11  9.485223E+21
  3.901000E-06  1.000000E-09  3.231412E+01  1.000000E+00  1.834734E+19  2.272842E+03  1.000000E+00  2.566319E+02  1.803927E-02  2.845039E-05  1.498876E+09  5.692311E-05  1.667774E+07  1.591857E-04  2.892855E-03  1.251018E+08  7.151821E+07  1.654662E+04  7.280146E+00  6.250000E+01  3.842924E-11  9.468238E+21
  4.001000E-06  1.000000E-09  3.266324E+01  1.000000E+00  1.834734E+19  2.407239E+03  1.000000E+00  2.635922E+02  1.974273E-02  2.918464E-05  1.529208E+09  6.036336E-05  1.771678E+07  1.688938E-04  3.245087E-03  1.324993E+08  7.156342E+07  1.752505E+04  7.280146E+00  6.250000E+01  3.879094E-11  9.452848E+21
  4.101000E-06  1.000000E-09  3.298012E+01  1.000000E+00  1.834734E+19  2.543718E+03  1.000000E+00  2.705599E+02  2.154481E-02  2.991925E-05  1.554528E+09  6.385053E-05  1.861981E+07  1.787270E-04  3.623481E-03  1.400114E+08  7.160077E+07  1.851864E+04  7.280146E+00  6.250000E+01  3.909058E-11  9.440196E+21
  4.201000E-06  1.000000E-09  3.326446E+01  1.000000E+00  1.834734E+19  2.682015E+03  1.000000E+00  2.775342E+02  2.344693E-02  3.065421E-05  1.580127E+09  6.739049E-05  1.955714E+07  1.887164E-04  4.028195E-03  1.476235E+08  7.163819E+07  1.952546E+04  7.280146E+00  6.250000E+01  3.939111E-11  9.427490E+21
  4.301000E-06  1.000000E-09  3.351597E+01  1.000000E+00  1.834734E+19  2.821849E+03  1.000000E+00  2.845146E+02  2.545030E-02  3.138948E-05  1.600113E+09  7.095994E-05  2.030736E+07  1.987777E-04  4.459184E-03  1.553202E+08  7.166718E+07  2.054347E+04  7.280146E+00  6.250000E+01  3.962410E-11  9.417623E+21
  4.401000E-06  1.000000E-09  3.373441E+01  1.000000E+00  1.834734E+19  2.962951E+03  1.000000E+00  2.915004E+02  2.755596E-02  3.212504E-05  1.620491E+09  7.456762E-05  2.108909E+07  2.089536E-04  4.916285E-03  1.630868E+08  7.169654E+07  2.157072E+04  7.280146E+00  6.250000E+01  3.986023E-11  9.407600E+21
  4.501000E-06  1.000000E-09  3.391955E+01  1.000000E+00  1.834734E+19  3.105019E+03  1.000000E+00  2.984909E+02  2.976471E-02  3.286084E-05  1.635153E+09  7.818748E-05  2.166184E+07  2.191493E-04  5.399041E-03  1.709065E+08  7.171752E+07  2.260499E+04  7.280146E+00  6.250000E+01  4.002922E-11  9.400428E+21
  4.601000E-06  1.000000E-09  3.407122E+01  1.000000E+00  1.834734E+19  3.247787E+03  1.000000E+00  3.054854E+02  3.207715E-02  3.359687E-05  1.649897E+09  8.182905E-05  2.224671E+07  2.294107E-04  5.906949E-03  1.787647E+08  7.173849E+07  2.364437E+04  7.280146E+00  6.250000E+01  4.019842E-11  9.393253E+21
  4.701000E-06  1.000000E-09  3.418927E+01  1.000000E+00  1.834734E+19  3.390937E+03  1.000000E+00  3.124829E+02  3.449370E-02  3.433306E-05  1.658833E+09  8.546504E-05  2.260557E+07  2.396386E-04  6.439133E-03  1.866440E+08  7.175114E+07  2.468651E+04  7.280146E+00  6.250000E+01  4.030061E-11  9.388923E+21
  4.801000E-06  1.000000E-09  3.427357E+01  1.000000E+00  1.834734E+19  3.534204E+03  1.000000E+00  3.194830E+02  3.701452E-02  3.506939E-05  1.667791E+09  8.910644E-05  2.296860E+07  2.498846E-04  6.994733E-03  1.945297E+08  7.176378E+07  2.572952E+04  7.280146E+00  6.250000E+01  4.040278E-11  9.384595E+21
  4.901000E-06  1.000000E-09  3.432405E+01  1.000000E+00  1.834734E+19  3.677254E+03  1.000000E+00  3.264845E+02  3.963958E-02  3.580581E-05  1.670786E+09  9.272371E-05  2.309073E+07  2.600410E-04  7.572431E-03  2.024035E+08  7.176800E+07  2.677095E+04  7.280146E+00  6.250000E+01  4.043689E-11  9.383151E+21
  5.001000E-06  1.000000E-09  3.434066E+01  1.000000E+00  1.834734E+19  3.819874E+03  1.000000E+00  3.334871E+02  4.236863E-02  3.654228E-05  1.673781E+09  9.633094E-05  2.321321E+07  2.701702E-04  8.171207E-03  2.102536E+08  7.177221E+07  2.780924E+04  7.280146E+00  6.250000E+01  4.047096E-11  9.381709E+21
  5.101000E-06  1.000000E-09  3.432337E+01  1.000000E+00  1.834734E+19  3.961708E+03  1.000000E+00  3.404896E+02  4.520126E-02  3.727875E-05  1.670786E+09  9.989636E-05  2.309073E+07  2.801565E-04  8.789275E-03  2.180604E+08  7.176800E+07  2.884182E+04  7.280146E+00  6.250000E+01  4.043689E-11  9.383151E+21
  5.201000E-06  1.000000E-09  3.427222E+01  1.000000E+00  1.834734E+19  4.102409E+03  1.000000E+00  3.474911E+02  4.813675E-02  3.801517E-05  1.667791E+09  1.034324E-04  2.296860E+07  2.900593E-04  9.424664E-03  2.258048E+08  7.176378E+07  2.986613E+04  7.280146E+00  6.250000E+01  4.040278E-11  9.384595E+21
  5.301000E-06  1.000000E-09  3.418724E+01  1.000000E+00  1.834734E+19  4.241760E+03  1.000000E+00  3.544911E+02  5.117419E-02  3.875150E-05  1.658833E+09  1.069092E-04  2.260557E+07  2.997666E-04  1.007582E-02  2.334750E+08  7.175114E+07  3.088063E+04  7.280146E+00  6.250000E+01  4.030061E-11  9.388923E+21
  5.401000E-06  1.000000E-09  3.406852E+01  1.000000E+00  1.834734E+19  4.379443E+03  1.000000E+00  3.614887E+02  5.431250E-02  3.948769E-05  1.649897E+09  1.103415E-04  2.224671E+07  3.093463E-04  1.074053E-02  2.410533E+08  7.173849E+07  3.188298E+04  7.280146E+00  6.250000E+01  4.019842E-11  9.393253E+21
  5.501000E-06  1.000000E-09  3.391618E+01  1.000000E+00  1.834734E+19  4.515199E+03  1.000000E+00  3.684831E+02  5.755035E-02  4.022371E-05  1.635153E+09  1.136972E-04  2.166184E+07  3.186784E-04  1.141673E-02  2.485256E+08  7.171752E+07  3.287131E+04  7.280146E+00  6.250000E+01  4.002922E-11  9.400428E+21
  5.601000E-06  1.000000E-09  3.373037E+01  1.000000E+00  1.834734E+19  4.648729E+03  1.000000E+00  3.754735E+02  6.088624E-02  4.095952E-05  1.620491E+09  1.169930E-04  2.108909E+07  3.278381E-04  1.210198E-02  2.558754E+08  7.169654E+07  3.384342E+04  7.280146E+00  6.250000E+01  3.986023E-11  9.407600E+21
  5.701000E-06  1.000000E-09  3.351127E+01  1.000000E+00  1.834734E+19  4.779780E+03  1.000000E+00  3.824593E+02  6.431846E-02  4.169507E-05  1.600113E+09  1.201953E-04  2.030736E+07  3.366991E-04  1.279393E-02  2.630887E+08  7.166718E+07  3.479750E+04  7.280146E+00  6.250000E+01  3.962410E-11  9.417623E+21
  5.801000E-06  1.000000E-09  3.325910E+01  1.000000E+00  1.834734E+19  4.908075E+03  1.000000E+00  3.894397E+02  6.784510E-02  4.243034E-05  1.580127E+09  1.233243E-04  1.955714E+07  3.453501E-04  1.348995E-02  2.701503E+08  7.163819E+07  3.573150E+04  7.280146E+00  6.250000E+01  3.939111E-11  9.427490E+21
  5.901000E-06  1.000000E-09  3.297411E+01  1.000000E+00  1.834734E+19  5.033365E+03  1.000000E+00  3.964139E+02  7.146405E-02  4.316530E-05  1.554528E+09  1.263438E-04  1.861981E+07  3.536548E-04  1.418747E-02  2.770465E+08  7.160077E+07  3.664363E+04  7.280146E+00  6.250000E+01  3.909058E-11  9.440196E+21
  6.001000E-06  1.000000E-09  3.265658E+01  1.000000E+00  1.834734E+19  5.155400E+03  1.000000E+00  4.033815E+02  7.517306E-02  4.389990E-05  1.529208E+09  1.292756E-04  1.771678E+07  3.617069E-04  1.488376E-02  2.837636E+08  7.156342E+07  3.753206E+04  7.280146E+00  6.250000E+01  3.879094E-11  9.452848E+21
  6.101000E-06  1.000000E-09  3.230682E+01  1.000000E+00  1.834734E+19  5.273939E+03  1.000000E+00  4.103417E+02  7.896964E-02  4.463415E-05  1.498876E+09  1.320853E-04  1.667774E+07  3.693769E-04  1.557608E-02  2.902882E+08  7.151821E+07  3.839504E+04  7.280146E+00  6.250000E+01  3.842924E-11  9.468238E+21
  6.201000E-06  1.000000E-09  3.192517E+01  1.000000E+00  1.834734E+19  5.388762E+03  1.000000E+00  4.172941E+02  8.285118E-02  4.536801E-05  1.466697E+09  1.347824E-04  1.561307E+07  3.767089E-04  1.626170E-02  2.966083E+08  7.146966E+07  3.923097E+04  7.280146E+00  6.250000E+01  3.804254E-11  9.485223E+21
  6.301000E-06  1.000000E-09  3.151202E+01  1.000000E+00  1.834734E+19  5.499665E+03  1.000000E+00  4.242381E+02  8.681491E-02  4.610148E-05  1.432295E+09  1.373575E-04  1.451619E+07  3.836701E-04  1.693794E-02  3.027126E+08  7.141677E+07  4.003836E+04  7.280146E+00  6.250000E+01  3.762658E-11  9.504733E+21
  6.401000E-06  1.000000E-09  3.106777E+01  1.000000E+00  1.834734E+19  5.606454E+03  1.000000E+00  4.311731E+02  9.085788E-02  4.683454E-05  1.396367E+09  1.398099E-04  1.342000E+07  3.902647E-04  1.760211E-02  3.085905E+08  7.136073E+07  4.081581E+04  7.280146E+00  6.250000E+01  3.718681E-11  9.525372E+21
  6.501000E-06  1.000000E-09  3.059286E+01  1.000000E+00  1.834734E+19  5.708935E+03  1.000000E+00  4.380989E+02  9.497704E-02  4.756719E-05  1.355943E+09  1.421148E-04  1.224436E+07  3.963991E-04  1.825148E-02  3.142312E+08  7.129648E+07  4.156188E+04  7.280146E+00  6.250000E+01  3.668478E-11  9.548776E+21
  6.601000E-06  1.000000E-09  3.008776E+01  1.000000E+00  1.834734E+19  5.806930E+03  1.000000E+00  4.450148E+02  9.916918E-02  4.829943E-05  1.316637E+09  1.443019E-04  1.116496E+07  4.021981E-04  1.888344E-02  3.196251E+08  7.123292E+07  4.227530E+04  7.280146E+00  6.250000E+01  3.618953E-11  9.571857E+21
  6.701000E-06  1.000000E-09  2.955296E+01  1.000000E+00  1.834734E+19  5.900274E+03  1.000000E+00  4.519206E+02  1.034310E-01  4.903127E-05  1.273769E+09  1.463376E-04  1.005960E+07  4.075320E-04  1.949541E-02  3.247629E+08  7.116247E+07  4.295486E+04  7.280146E+00  6.250000E+01  3.564121E-11  9.597420E+21
  6.801000E-06  1.000000E-09  2.898900E+01  1.000000E+00  1.834734E+19  5.988814E+03  1.000000E+00  4.588159E+02  1.077590E-01  4.976271E-05  1.229527E+09  1.482306E-04  8.990277E+06  4.124409E-04  2.008490E-02  3.296364E+08  7.108840E+07  4.359944E+04  7.280146E+00  6.250000E+01  3.506557E-11  9.624188E+21
  6.901000E-06  1.000000E-09  2.839644E+01  1.000000E+00  1.834734E+19  6.072417E+03  1.000000E+00  4.657004E+02  1.121497E-01  5.049376E-05  1.182837E+09  1.499671E-04  7.934109E+06  4.168716E-04  2.064958E-02  3.342380E+08  7.100822E+07  4.420808E+04  7.280146E+00  6.250000E+01  3.444828E-11  9.653990E+21
  7.001000E-06  1.000000E-09  2.777584E+01  1.000000E+00  1.834734E+19  6.150983E+03  1.000000E+00  4.725739E+02  1.165994E-01  5.122445E-05  1.135263E+09  1.515541E-04  6.939399E+06  4.208538E-04  2.118737E-02  3.385625E+08  7.092422E+07  4.478006E+04  7.280146E+00  6.250000E+01  3.380892E-11  9.686507E+21
  7.101000E-06  1.000000E-09  2.712784E+01  1.000000E+00  1.834734E+19  6.224417E+03  1.000000E+00  4.794361E+02  1.211045E-01  5.195479E-05  1.085824E+09  1.529829E-04  5.994004E+06  4.243581E-04  2.169628E-02  3.426044E+08  7.083480E+07  4.531466E+04  7.280146E+00  6.250000E+01  3.313007E-11  9.721118E+21
  7.201000E-06  1.000000E-09  2.645307E+01  1.000000E+00  1.834734E+19  6.292625E+03  1.000000E+00  4.862868E+02  1.256611E-01  5.268480E-05  1.036127E+09  1.542639E-04  5.125895E+06  4.274296E-04  2.217439E-02  3.463587E+08  7.074284E+07  4.581123E+04  7.280146E+00  6.250000E+01  3.243139E-11  9.756469E+21
  7.301000E-06  1.000000E-09  2.575218E+01  1.000000E+00  1.834734E+19  6.355528E+03  1.000000E+00  4.931257E+02  1.302654E-01  5.341451E-05  9.843306E+08  1.553773E-04  4.310154E+06  4.299899E-04  2.261993E-02  3.498210E+08  7.064412E+07  4.626917E+04  7.280146E+00  6.250000E+01  3.168398E-11  9.793756E+21
  7.401000E-06  1.000000E-09  2.502589E+01  1.000000E+00  1.834734E+19  6.413080E+03  1.000000E+00  4.999528E+02  1.349136E-01  5.414394E-05  9.334813E+08  1.563422E-04  3.594321E+06  4.321130E-04  2.303146E-02  3.529888E+08  7.054335E+07  4.668816E+04  7.280146E+00  6.250000E+01  3.093373E-11  9.833719E+21
  7.501000E-06  1.000000E-09  2.427490E+01  1.000000E+00  1.834734E+19  6.465261E+03  1.000000E+00  5.067678E+02  1.396018E-01  5.487312E-05  8.803580E+08  1.571372E-04  2.930090E+06  4.337196E-04  2.340777E-02  3.558609E+08  7.043537E+07  4.706804E+04  7.280146E+00  6.250000E+01  3.012691E-11  9.876442E+21
  7.601000E-06  1.000000E-09  2.349995E+01  1.000000E+00  1.834734E+19  6.512043E+03  1.000000E+00  5.135705E+02  1.443259E-01  5.560208E-05  8.279053E+08  1.577809E-04  2.355638E+06  4.348820E-04  2.374775E-02  3.584359E+08  7.032458E+07  4.740862E+04  7.280146E+00  6.250000E+01  2.930607E-11  9.920846E+21
  7.701000E-06  1.000000E-09  2.270181E+01  1.000000E+00  1.834734E+19  6.553441E+03  1.000000E+00  5.203607E+02  1.490822E-01  5.633084E-05  7.741612E+08  1.582545E-04  1.849282E+06  4.355224E-04  2.405065E-02  3.607146E+08  7.020648E+07  4.771001E+04  7.280146E+00  6.250000E+01  2.843804E-11  9.968792E+21
