          TIME           E/N             E            AR           AR*          AR^+          E(W)
   1.50000E-04   1.27895E+00   2.62759E-54   1.83000E+19   8.31632E-19   1.00000E+00   1.00000E+00
   1.50500E-04   1.27895E+00   2.72511E-54   1.83000E+19   8.12700E-19   1.00000E+00   1.00000E+00
   1.51000E-04   3.80535E+00   2.18209E-54   1.83000E+19   7.91235E-19   1.00000E+00   1.00000E+00
   1.51500E-04   6.23805E+00   1.87947E-54   1.83000E+19   7.70337E-19   1.00000E+00   1.00000E+00
   1.52000E-04   8.51715E+00   1.71018E-54   1.83000E+19   7.49991E-19   1.00000E+00   1.00000E+00
   1.52500E-04   1.05865E+01   1.59218E-54   1.83000E+19   7.30184E-19   1.00000E+00   1.00000E+00
   1.53000E-04   1.23950E+01   1.51680E-54   1.83000E+19   7.13541E-19   1.00000E+00   1.00000E+00
   1.53500E-04   1.38985E+01   1.47371E-54   1.83000E+19   6.99329E-19   1.00000E+00   1.00000E+00
   1.54000E-04   1.50600E+01   1.43063E-54   1.83000E+19   6.85117E-19   1.00000E+00   1.00000E+00
   1.54500E-04   1.58505E+01   1.38754E-54   1.83000E+19   6.70906E-19   1.00000E+00   1.00000E+00
   1.55000E-04   1.62505E+01   1.34445E-54   1.83000E+19   6.56694E-19   1.00000E+00   1.00000E+00
   1.55500E-04   1.62505E+01   1.30136E-54   1.83000E+19   6.42482E-19   1.00000E+00   1.00000E+00
   1.56000E-04   1.58505E+01   1.25827E-54   1.83000E+19   6.28271E-19   1.00000E+00   1.00000E+00
   1.56500E-04   1.50600E+01   1.21518E-54   1.83000E+19   6.14059E-19   1.00000E+00   1.00000E+00
   1.57000E-04   1.38985E+01   1.17209E-54   1.83000E+19   5.99847E-19   1.00000E+00   1.00000E+00
   1.57500E-04   1.23950E+01   1.12901E-54   1.83000E+19   5.85635E-19   1.00000E+00   1.00000E+00
   1.58000E-04   1.05865E+01   1.08592E-54   1.83000E+19   5.71424E-19   1.00000E+00   1.00000E+00
   1.58500E-04   8.51715E+00   9.57542E-55   1.83000E+19   5.56338E-19   1.00000E+00   1.00000E+00
   1.59000E-04   6.23805E+00   8.92680E-55   1.83000E+19   5.41651E-19   1.00000E+00   1.00000E+00
   1.59500E-04   3.80535E+00   8.72683E-55   1.83000E+19   5.27352E-19   1.00000E+00   1.00000E+00
   1.60000E-04   1.27895E+00   9.98577E-55   1.83000E+19   5.13430E-19   1.00000E+00   1.00000E+00
   1.60500E-04   1.27895E+00   1.03832E-54   1.83000E+19   5.01684E-19   1.00000E+00   1.00000E+00
   1.61000E-04   3.80535E+00   8.34070E-55   1.83000E+19   4.88441E-19   1.00000E+00   1.00000E+00
   1.61500E-04   6.23805E+00   7.18250E-55   1.83000E+19   4.75548E-19   1.00000E+00   1.00000E+00
   1.62000E-04   8.51715E+00   6.52848E-55   1.83000E+19   4.62996E-19   1.00000E+00   1.00000E+00
   1.62500E-04   1.05865E+01   6.07344E-55   1.83000E+19   4.50776E-19   1.00000E+00   1.00000E+00
   1.63000E-04   1.23950E+01   5.77864E-55   1.83000E+19   4.40450E-19   1.00000E+00   1.00000E+00
   1.63500E-04   1.38985E+01   5.61684E-55   1.83000E+19   4.31721E-19   1.00000E+00   1.00000E+00
   1.64000E-04   1.50600E+01   5.45503E-55   1.83000E+19   4.22993E-19   1.00000E+00   1.00000E+00
   1.64500E-04   1.58505E+01   5.29323E-55   1.83000E+19   4.14264E-19   1.00000E+00   1.00000E+00
   1.65000E-04   1.62505E+01   5.13142E-55   1.83000E+19   4.05535E-19   1.00000E+00   1.00000E+00
   1.65500E-04   1.62505E+01   4.96962E-55   1.83000E+19   3.96807E-19   1.00000E+00   1.00000E+00
   1.66000E-04   1.58505E+01   4.80781E-55   1.83000E+19   3.88078E-19   1.00000E+00   1.00000E+00
   1.66500E-04   1.50600E+01   4.64601E-55   1.83000E+19   3.79350E-19   1.00000E+00   1.00000E+00
   1.67000E-04   1.38985E+01   4.48420E-55   1.83000E+19   3.70621E-19   1.00000E+00   1.00000E+00
   1.67500E-04   1.23950E+01   4.32240E-55   1.83000E+19   3.61892E-19   1.00000E+00   1.00000E+00
   1.68000E-04   1.05865E+01   4.16059E-55   1.83000E+19   3.53164E-19   1.00000E+00   1.00000E+00
   1.68500E-04   8.51715E+00   3.66619E-55   1.83000E+19   3.43845E-19   1.00000E+00   1.00000E+00
   1.69000E-04   6.23805E+00   3.41376E-55   1.83000E+19   3.34773E-19   1.00000E+00   1.00000E+00
   1.69500E-04   3.80535E+00   3.33344E-55   1.83000E+19   3.25941E-19   1.00000E+00   1.00000E+00
   1.70000E-04   1.27895E+00   3.80447E-55   1.83000E+19   3.17342E-19   1.00000E+00   1.00000E+00
   1.70500E-04   1.27895E+00   3.96524E-55   1.83000E+19   3.10045E-19   1.00000E+00   1.00000E+00
   1.71000E-04   3.80535E+00   3.19460E-55   1.83000E+19   3.01866E-19   1.00000E+00   1.00000E+00
   1.71500E-04   6.23805E+00   2.75068E-55   1.83000E+19   2.93903E-19   1.00000E+00   1.00000E+00
   1.72000E-04   8.51715E+00   2.49777E-55   1.83000E+19   2.86150E-19   1.00000E+00   1.00000E+00
   1.72500E-04   1.05865E+01   2.32201E-55   1.83000E+19   2.78601E-19   1.00000E+00   1.00000E+00
   1.73000E-04   1.23950E+01   2.20653E-55   1.83000E+19   2.72188E-19   1.00000E+00   1.00000E+00
   1.73500E-04   1.38985E+01   2.14560E-55   1.83000E+19   2.66819E-19   1.00000E+00   1.00000E+00
   1.74000E-04   1.50600E+01   2.08467E-55   1.83000E+19   2.61451E-19   1.00000E+00   1.00000E+00
   1.74500E-04   1.58505E+01   2.02373E-55   1.83000E+19   2.56083E-19   1.00000E+00   1.00000E+00
   1.75000E-04   1.62505E+01   1.96280E-55   1.83000E+19   2.50714E-19   1.00000E+00   1.00000E+00
   1.75500E-04   1.62505E+01   1.90187E-55   1.83000E+19   2.45346E-19   1.00000E+00   1.00000E+00
   1.76000E-04   1.58505E+01   1.84094E-55   1.83000E+19   2.39977E-19   1.00000E+00   1.00000E+00
   1.76500E-04   1.50600E+01   1.78000E-55   1.83000E+19   2.34609E-19   1.00000E+00   1.00000E+00
   1.77000E-04   1.38985E+01   1.71907E-55   1.83000E+19   2.29240E-19   1.00000E+00   1.00000E+00
   1.77500E-04   1.23950E+01   1.65814E-55   1.83000E+19   2.23872E-19   1.00000E+00   1.00000E+00
   1.78000E-04   1.05865E+01   1.59721E-55   1.83000E+19   2.18504E-19   1.00000E+00   1.00000E+00
   1.78500E-04   8.51715E+00   1.40657E-55   1.83000E+19   2.12742E-19   1.00000E+00   1.00000E+00
   1.79000E-04   6.23805E+00   1.30826E-55   1.83000E+19   2.07132E-19   1.00000E+00   1.00000E+00
   1.79500E-04   3.80535E+00   1.27608E-55   1.83000E+19   2.01670E-19   1.00000E+00   1.00000E+00
   1.80000E-04   1.27895E+00   1.45284E-55   1.83000E+19   1.96352E-19   1.00000E+00   1.00000E+00
   1.80500E-04   1.27895E+00   1.51752E-55   1.83000E+19   1.91816E-19   1.00000E+00   1.00000E+00
   1.81000E-04   3.80535E+00   1.22593E-55   1.83000E+19   1.86758E-19   1.00000E+00   1.00000E+00
   1.81500E-04   6.23805E+00   1.05553E-55   1.83000E+19   1.81834E-19   1.00000E+00   1.00000E+00
   1.82000E-04   8.51715E+00   9.57630E-56   1.83000E+19   1.77040E-19   1.00000E+00   1.00000E+00
   1.82500E-04   1.05865E+01   8.89646E-56   1.83000E+19   1.72373E-19   1.00000E+00   1.00000E+00
   1.83000E-04   1.23950E+01   8.44345E-56   1.83000E+19   1.68385E-19   1.00000E+00   1.00000E+00
   1.83500E-04   1.38985E+01   8.21339E-56   1.83000E+19   1.65079E-19   1.00000E+00   1.00000E+00
   1.84000E-04   1.50600E+01   7.98333E-56   1.83000E+19   1.61773E-19   1.00000E+00   1.00000E+00
   1.84500E-04   1.58505E+01   7.75327E-56   1.83000E+19   1.58467E-19   1.00000E+00   1.00000E+00
   1.85000E-04   1.62505E+01   7.52320E-56   1.83000E+19   1.55161E-19   1.00000E+00   1.00000E+00
   1.85500E-04   1.62505E+01   7.29314E-56   1.83000E+19   1.51855E-19   1.00000E+00   1.00000E+00
   1.86000E-04   1.58505E+01   7.06308E-56   1.83000E+19   1.48549E-19   1.00000E+00   1.00000E+00
   1.86500E-04   1.50600E+01   6.83302E-56   1.83000E+19   1.45243E-19   1.00000E+00   1.00000E+00
   1.87000E-04   1.38985E+01   6.60295E-56   1.83000E+19   1.41937E-19   1.00000E+00   1.00000E+00
   1.87500E-04   1.23950E+01   6.37289E-56   1.83000E+19   1.38631E-19   1.00000E+00   1.00000E+00
   1.88000E-04   1.05865E+01   6.14283E-56   1.83000E+19   1.35325E-19   1.00000E+00   1.00000E+00
   1.88500E-04   8.51715E+00   5.40679E-56   1.83000E+19   1.31758E-19   1.00000E+00   1.00000E+00
   1.89000E-04   6.23805E+00   5.02371E-56   1.83000E+19   1.28286E-19   1.00000E+00   1.00000E+00
   1.89500E-04   3.80535E+00   4.89503E-56   1.83000E+19   1.24905E-19   1.00000E+00   1.00000E+00
   1.90000E-04   1.27895E+00   5.56021E-56   1.83000E+19   1.21613E-19   1.00000E+00   1.00000E+00
   1.90500E-04   1.27895E+00   5.81927E-56   1.83000E+19   1.18790E-19   1.00000E+00   1.00000E+00
   1.91000E-04   3.80535E+00   4.71310E-56   1.83000E+19   1.15659E-19   1.00000E+00   1.00000E+00
   1.91500E-04   6.23805E+00   4.05804E-56   1.83000E+19   1.12612E-19   1.00000E+00   1.00000E+00
   1.92000E-04   8.51715E+00   3.67870E-56   1.83000E+19   1.09644E-19   1.00000E+00   1.00000E+00
   1.92500E-04   1.05865E+01   3.41536E-56   1.83000E+19   1.06755E-19   1.00000E+00   1.00000E+00
   1.93000E-04   1.23950E+01   3.23743E-56   1.83000E+19   1.04274E-19   1.00000E+00   1.00000E+00
   1.93500E-04   1.38985E+01   3.15035E-56   1.83000E+19   1.02235E-19   1.00000E+00   1.00000E+00
   1.94000E-04   1.50600E+01   3.06327E-56   1.83000E+19   1.00197E-19   1.00000E+00   1.00000E+00
   1.94500E-04   1.58505E+01   2.97619E-56   1.83000E+19   9.81585E-20   1.00000E+00   1.00000E+00
   1.95000E-04   1.62505E+01   2.88911E-56   1.83000E+19   9.61200E-20   1.00000E+00   1.00000E+00
   1.95500E-04   1.62505E+01   2.80204E-56   1.83000E+19   9.40816E-20   1.00000E+00   1.00000E+00
   1.96000E-04   1.58505E+01   2.71496E-56   1.83000E+19   9.20432E-20   1.00000E+00   1.00000E+00
   1.96500E-04   1.50600E+01   2.62788E-56   1.83000E+19   9.00048E-20   1.00000E+00   1.00000E+00
   1.97000E-04   1.38985E+01   2.54080E-56   1.83000E+19   8.79663E-20   1.00000E+00   1.00000E+00
   1.97500E-04   1.23950E+01   2.45373E-56   1.83000E+19   8.59279E-20   1.00000E+00   1.00000E+00
   1.98000E-04   1.05865E+01   2.36665E-56   1.83000E+19   8.38895E-20   1.00000E+00   1.00000E+00
   1.98500E-04   8.51715E+00   2.08212E-56   1.83000E+19   8.16796E-20   1.00000E+00   1.00000E+00
   1.99000E-04   6.23805E+00   1.93273E-56   1.83000E+19   7.95281E-20   1.00000E+00   1.00000E+00
   1.99500E-04   3.80535E+00   1.88135E-56   1.83000E+19   7.74332E-20   1.00000E+00   1.00000E+00
   2.00000E-04   1.27895E+00   2.13232E-56   1.83000E+19   7.53936E-20   1.00000E+00   1.00000E+00
