EXCITATION	
C2H6 -> CH3 CH3	
6.38	
SPECIES: e / C2H6	
PROCESS: E + C2H6 -> E + CH3 + CH3, Excitation	
PARAM.:  E = 6.38 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
6.38	0
6.5	8.444E-26
7	8.79169E-24
7.5	3.99119E-23
8	9.46387E-23
8.5	1.68734E-22
9	2.56805E-22
9.5	3.5388E-22
10	4.55889E-22
11	6.62987E-22
12	8.61919E-22
13	1.04493E-21
14	1.2091E-21
15	1.35411E-21
16	1.4809E-21
17	1.59102E-21
18	1.68617E-21
19	1.76807E-21
20	1.83831E-21
30	2.14694E-21
40	2.14605E-21
50	2.06058E-21
60	1.9546E-21
70	1.84851E-21
80	1.74895E-21
90	1.6577E-21
100	1.5748E-21
-----------------------------
