EXCITATION	
C2H5 -> C2H3 H2	
5.36	
SPECIES: e / C2H5	
PROCESS: E + C2H5 -> E + C2H3 + H2, Excitation	
PARAM.:  E = 5.36 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
5.36	0
5.5	5.57377E-25
5.75	1.01704E-23
5.9	2.44746E-23
6	3.82193E-23
6.5	1.59325E-22
7	3.58091E-22
7.5	6.12709E-22
8	9.01363E-22
8.5	1.20656E-21
9	1.51554E-21
9.5	1.81952E-21
10	2.11276E-21
11	2.65448E-21
12	3.12843E-21
13	3.53474E-21
14	3.87886E-21
15	4.16799E-21
16	4.40951E-21
17	4.61025E-21
18	4.77626E-21
19	4.91279E-21
20	5.02429E-21
30	5.36373E-21
40	5.16587E-21
50	4.86037E-21
60	4.55169E-21
70	4.26686E-21
80	4.01114E-21
90	3.78327E-21
100	3.58021E-21	
-----------------------------
