EXCITATION	
C2H3 -> CH2 CH	
8.7	
SPECIES: e / C2H3	
PROCESS: E + C2H3 -> E + CH2 CH, Excitation	
PARAM.:  E = 8.7 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
8.7	0
8.8	9.08897E-27
8.9	6.96831E-26
9	2.25494E-25
9.1	5.12736E-25
9.2	9.61101E-25
9.3	1.59461E-24
9.4	2.43239E-24
9.5	3.48927E-24
9.6	4.77644E-24
9.8	8.07088E-24
9.9	1.00863E-23
10	1.23491E-23
11	4.78449E-23
12	1.02064E-22
13	1.67491E-22
14	2.37958E-22
15	3.09191E-22
16	3.7848E-22
17	4.44231E-22
18	5.05597E-22
19	5.62219E-22
20	6.14038E-22
30	9.20858E-22
40	1.01287E-21
50	1.02295E-21
60	1.00116E-21
70	9.67151E-22
80	9.29245E-22
90	8.91088E-22
100	8.5429E-22
-----------------------------
