         Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13                                                                                                               14                                                                                                               15                                                                                                               16                                                                                                               17                                                                                                               18                                                                                                               19                                                                                                               20                                                                                                               21                                                                                                               22                                                                                                               23                                                                                                               24                                                                                                               25                                                                                                               26                                                                                                               27                                                                                                               28                                                                                                               29                                                                                                               30                                                                                                               31                                                                                                               32                                                                                                               33                                                                                                               34                                                                                                               35                                                                                                               36                                                                                                               37                                                                                                               38                                                                                                               39
   0.000000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   2.1586E+19   0.0000E+00   0.0000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.000000E-06   1.0000E+06   1.2100E+05   5.4231E+04   2.1994E+09   8.7173E+06   2.7708E-20   2.1586E+19   1.7223E+05   1.7491E+05   4.2457E-08   1.0000E+06   3.1510E-03   2.6120E-18   4.2849E-18   1.1525E-17   3.9641E-28   4.9762E+00   8.9348E+08   5.0411E-06   1.4706E-06   2.7184E-16   3.3335E-02   2.0281E-03   1.5090E-11   2.9385E-26   3.0846E-26   4.6963E-37   5.3071E-22   2.4390E-36   6.6813E-47   4.1302E-35   2.1420E-16   9.8457E-31   7.4725E-31   5.0105E-42   1.2512E-24   5.8919E-35   1.7950E+09   3.0931E+09
   2.000000E-06   1.0000E+06   4.0971E+07   2.8170E+06   3.4177E+10   9.9370E+07   3.6626E-18   2.1586E+19   3.2209E+05   3.6191E+05   1.3635E-06   1.0000E+06   7.7192E-01   3.5261E-16   5.4460E-16   1.7329E-15   4.3042E-24   1.6965E+03   4.7306E+10   2.2653E-04   6.4351E-05   2.6020E-13   9.5036E+01   1.1145E-01   2.2631E-06   4.1776E-21   4.6719E-21   1.1130E-30   2.0687E-18   7.6522E-33   4.2169E-42   8.2161E-30   6.8767E-12   2.9227E-26   2.3317E-26   3.5545E-36   9.2997E-18   6.1703E-27   9.4794E+10   8.1527E+10
   3.000000E-06   1.0000E+06   1.0147E+08   3.6230E+06   7.2812E+10   2.0758E+08   9.2135E-18   2.1586E+19   4.6532E+05   5.4743E+05   1.6890E-06   1.0000E+06   3.5412E+00   2.7669E-15   4.2301E-15   1.3700E-14   4.4538E-23   7.9208E+03   1.0699E+11   9.1447E-04   2.5891E-04   1.2835E-12   8.7578E+02   4.6172E-01   8.5675E-05   2.8259E-19   3.1899E-19   9.3207E-29   3.6414E-17   2.3951E-31   1.6416E-40   5.9163E-28   2.4044E-10   1.8221E-24   1.4655E-24   2.7838E-34   1.4318E-15   3.6745E-24   2.1440E+11   1.7991E+11
   4.000000E-06   1.0000E+06   1.6535E+08   3.7644E+06   1.1247E+11   3.1848E+08   1.4552E-17   2.1586E+19   6.0755E+05   7.3269E+05   1.7450E-06   1.0000E+06   8.5770E+00   9.8401E-15   1.5009E-14   4.8794E-14   1.6771E-22   1.9259E+04   1.6878E+11   2.1375E-03   6.0460E-04   3.1658E-12   3.2878E+03   1.0873E+00   7.6248E-04   3.7307E-18   4.2176E-18   1.2719E-27   2.0351E-16   1.9817E-30   1.4066E-39   7.8100E-27   2.0715E-09   2.3166E-23   1.8658E-23   3.6669E-33   3.0309E-14   1.7951E-22   3.3821E+11   2.8142E+11
   5.000000E-06   1.0000E+06   2.3022E+08   3.7881E+06   1.5242E+11   4.3016E+08   1.9753E-17   2.1586E+19   7.4948E+05   9.1787E+05   1.7544E-06   1.0000E+06   1.5934E+01   2.4341E-14   3.7097E-14   1.2076E-13   4.2290E-22   3.5799E+04   2.3118E+11   3.9105E-03   1.1057E-03   5.9186E-12   8.3254E+03   1.9953E+00   3.5598E-03   2.3313E-17   2.6365E-17   8.0094E-27   6.8634E-16   8.9231E-30   6.3915E-39   4.8433E-26   9.5081E-09   1.4191E-22   1.1433E-22   2.2650E-32   2.6142E-13   2.8170E-21   4.6326E+11   3.8384E+11
   6.000000E-06   1.0000E+06   2.9511E+08   3.7881E+06   1.9239E+11   5.4185E+08   2.4888E-17   2.1586E+19   8.9141E+05   1.1031E+06   1.7544E-06   1.0000E+06   2.5617E+01   4.9083E-14   7.4783E-14   2.4354E-13   8.5837E-22   5.7504E+04   2.9360E+11   6.2368E-03   1.7631E-03   9.5312E-12   1.6969E+04   3.1867E+00   1.1626E-02   9.5798E-17   1.0834E-16   3.2951E-26   1.7491E-15   2.8554E-29   2.0491E-38   1.9737E-25   3.0739E-08   5.7615E-22   4.6420E-22   9.2079E-32   1.3694E-12   2.3456E-20   5.8833E+11   4.8628E+11
   7.000000E-06   1.0000E+06   3.6000E+08   3.7881E+06   2.3235E+11   6.5355E+08   3.0022E-17   2.1586E+19   1.0333E+06   1.2882E+06   1.7544E-06   1.0000E+06   3.7650E+01   8.6874E-14   1.3235E-13   4.3109E-13   1.5235E-21   8.4372E+04   3.5601E+11   9.1165E-03   2.5769E-03   1.4003E-11   3.0192E+04   4.6614E+00   3.0327E-02   3.0168E-16   3.4120E-16   1.0379E-25   3.7368E-15   7.3531E-29   5.2793E-38   6.1722E-25   7.9651E-08   1.8000E-21   1.4503E-21   2.8776E-31   5.2405E-12   1.3097E-19   7.1340E+11   5.8873E+11
   8.000000E-06   1.0000E+06   4.2489E+08   3.7881E+06   2.7231E+11   7.6524E+08   3.5156E-17   2.1586E+19   1.1753E+06   1.4734E+06   1.7544E-06   9.9999E+05   5.2062E+01   1.4056E-13   2.1412E-13   6.9751E-13   2.4684E-21   1.1640E+05   4.1843E+11   1.2550E-02   3.5472E-03   1.9334E-11   4.8969E+04   6.4196E+00   6.7850E-02   7.9172E-16   8.9543E-16   2.7241E-25   7.0756E-15   1.6307E-28   1.1710E-37   1.6106E-24   1.7737E-07   4.6973E-21   3.7846E-21   7.5099E-31   1.6194E-11   5.5840E-19   8.3847E+11   6.9117E+11
   9.000000E-06   1.0000E+06   4.8978E+08   3.7881E+06   3.1227E+11   8.7693E+08   4.0290E-17   2.1586E+19   1.3172E+06   1.6586E+06   1.7544E-06   9.9999E+05   6.8887E+01   2.1301E-13   3.2448E-13   1.0571E-12   3.7437E-21   1.5360E+05   4.8084E+11   1.6536E-02   4.6738E-03   2.5525E-11   7.4272E+04   8.4612E+00   1.3579E-01   1.8182E-15   2.0563E-15   6.2559E-25   1.2273E-14   3.2428E-28   2.3288E-37   3.6821E-24   3.5373E-07   1.0742E-20   8.6551E-21   1.7175E-30   4.2744E-11   1.9347E-18   9.6355E+11   7.9361E+11
