Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,5.47,0.0
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,5.5,3.17518e-27
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,6.0,1.2566400000000001e-23
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,6.5,6.80329e-23
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,7.0,1.68335e-22
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,7.5,3.02789e-22
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,8.0,4.59291e-22
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,8.5,6.27664e-22
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,8.6,6.62046e-22
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,8.8,7.31101e-22
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,9.0,8.00251e-22
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,9.5,9.71651e-22
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,10.0,1.13823e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,11.0,1.4486299999999999e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,12.0,1.72266e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,13.0,1.9593e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,14.0,2.16097e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,15.0,2.33138e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,16.0,2.47451e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,17.0,2.5941299999999998e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,18.0,2.6936399999999998e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,19.0,2.77599e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,20.0,2.84372e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,30.0,3.06391e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,40.0,2.96237e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,50.0,2.7931499999999998e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,60.0,2.6193e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,70.0,2.4577e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,80.0,2.31199e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,90.0,2.1817799999999998e-21
47,EXCITATION,C2H5 -> C2H2 H2 H,5.47,e / C2H5,E + C2H5 -> E + C2H2 H2 H,100.0,2.0655299999999998e-21
