,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,6.95,0.0
1,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,7.0,4.03474e-27
2,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,7.5,4.13566e-24
3,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,8.0,2.25476e-23
4,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,8.5,5.77031e-23
5,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,9.0,1.07639e-22
6,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,9.5,1.69052e-22
7,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,10.0,2.38584e-22
8,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,11.0,3.90798e-22
9,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,12.0,5.47192e-22
10,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,13.0,6.97892e-22
11,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,14.0,8.378659999999999e-22
12,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,15.0,9.65001e-22
13,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,16.0,1.07884e-21
14,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,17.0,1.1797999999999998e-21
15,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,18.0,1.26876e-21
16,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,19.0,1.34676e-21
17,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,20.0,1.4148999999999998e-21
18,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,30.0,1.74583e-21
19,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,40.0,1.78389e-21
20,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,50.0,1.73325e-21
21,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,60.0,1.65631e-21
22,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,70.0,1.57436e-21
23,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,80.0,1.49506e-21
24,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,90.0,1.42103e-21
25,42,EXCITATION,C2H6(v13) -> CH4 CH2,6.95,e / C2H6(v13),E + C2H6(v13) -> E + CH4 CH2,100.0,1.35294e-21
