Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,12.55,0.0
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,15.0,1.54123e-22
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,16.0,3.37622e-22
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,17.0,5.77052e-22
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,17.5,7.124359999999999e-22
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,18.0,8.55616e-22
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,18.5,1.0048199999999999e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,19.0,1.15845e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,20.0,1.47365e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,21.0,1.79218e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,22.0,2.10745e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,23.0,2.41482e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,24.0,2.7111399999999998e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,26.0,3.2634099999999998e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,30.0,4.1912e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,40.0,5.63152e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,50.0,6.2806599999999995e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,60.0,6.52698e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,70.0,6.566909999999999e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,80.0,6.4991799999999996e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,90.0,6.37536e-21
129,IONIZATION,C3H6 -> CH3 C2H3+,12.55,e / C3H6,E + C3H6 -> E + E + CH3 + C2H3+,100.0,6.22336e-21
