,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,4.0,0.0
1,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,4.5,1.42978e-22
2,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,5.0,7.63893e-22
3,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,5.5,1.7911999999999998e-21
4,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,6.0,3.04745e-21
5,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,6.5,4.39028e-21
6,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,7.0,5.72703e-21
7,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,7.5,7.00359e-21
8,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,8.0,8.19166e-21
9,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,8.5,9.27901e-21
10,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,9.0,1.0263099999999997e-20
11,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,9.5,1.11467e-20
12,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,10.0,1.1935899999999999e-20
13,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,11.0,1.32599e-20
14,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,12.0,1.4295399999999998e-20
15,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,13.0,1.50976e-20
16,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,14.0,1.5713299999999998e-20
17,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,15.0,1.618e-20
18,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,16.0,1.6527699999999998e-20
19,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,17.0,1.6780299999999994e-20
20,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,18.0,1.69565e-20
21,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,19.0,1.7071199999999994e-20
22,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,20.0,1.7136199999999994e-20
23,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,30.0,1.6465299999999998e-20
24,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,40.0,1.5150299999999998e-20
25,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,50.0,1.3895499999999998e-20
26,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,60.0,1.2802899999999999e-20
27,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,70.0,1.1867e-20
28,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,80.0,1.1063599999999999e-20
29,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,90.0,1.0369099999999999e-20
30,39,EXCITATION,C2H6(v24) -> C2H4 H2,4.0,e / C2H6(v24),E + C2H6(v24) -> E + C2H4 H2,100.0,9.763419999999999e-21
