Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.0,9.999999999999999e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.012,9.577e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.025,7.014999999999999e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.043,4.474e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.059,2.813e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.071,1.882e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.079,1.689e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.088,2e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.1,3.275e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.119,4.964e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.159,7.521e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.233,1.0224e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,0.488,1.4534999999999999e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,1.169,2.1300999999999997e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,1.493,2.2633999999999997e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,2.189,2.0601999999999999e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,3.358,1.7625999999999998e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,4.702,1.6548999999999998e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,7.559,1.73e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,11.252,1.6238e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,20.735,1.2082999999999998e-19
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,37.602,7.587999999999999e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,65.092,4.1479999999999995e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,107.61,2.199e-20
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,183.308,9.84e-21
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,342.09,3.77e-21
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,565.23,1.74e-21
6,ELASTIC,C2H4,1.95e-05,e / C2H4,E + C2H4 -> E + C2H4,878.767,8.8e-22
