,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,2.66,0.0
1,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,3.0,2.44878e-22
2,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,4.0,4.93348e-21
3,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,5.0,1.11575e-20
4,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,6.0,1.61798e-20
5,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,7.0,1.97661e-20
6,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,8.0,2.2217899999999998e-20
7,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,9.0,2.38518e-20
8,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,10.0,2.49101e-20
9,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,12.0,2.5933e-20
10,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,15.0,2.60395e-20
11,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,17.0,2.56746e-20
12,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,18.0,2.5428099999999998e-20
13,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,19.0,2.51554e-20
14,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,20.0,2.4865e-20
15,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,30.0,2.1823799999999998e-20
16,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,40.0,1.92719e-20
17,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,50.0,1.72652e-20
18,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,60.0,1.5667699999999998e-20
19,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,70.0,1.4368599999999998e-20
20,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,80.0,1.3290899999999997e-20
21,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,90.0,1.2381399999999999e-20
22,59,EXCITATION,C3H8(v2) -> C3H6 H2,2.66,e / C3H8(v2),E + C3H8(v2) -> E + C3H6 H2,100.0,1.16024e-20
