       Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12
   1.5410E+00   4.9991E+18   4.9468E+18   3.8049E+18   3.8083E+18   1.5331E+17   1.1273E+17   1.1283E+17   1.2629E+17   1.2629E+17   1.2629E+17   6.5369E+17   3.2837E+17
   1.5580E+00   4.9746E+18   4.9220E+18   3.8147E+18   3.8176E+18   1.5325E+17   1.1354E+17   1.1362E+17   1.2680E+17   1.2680E+17   1.2680E+17   6.5225E+17   3.2763E+17
   1.5760E+00   4.9492E+18   4.8964E+18   3.8248E+18   3.8272E+18   1.5318E+17   1.1437E+17   1.1444E+17   1.2733E+17   1.2733E+17   1.2733E+17   6.5074E+17   3.2686E+17
   1.5940E+00   4.9244E+18   4.8714E+18   3.8345E+18   3.8364E+18   1.5311E+17   1.1519E+17   1.1524E+17   1.2784E+17   1.2784E+17   1.2784E+17   6.4924E+17   3.2611E+17
   1.6120E+00   4.9002E+18   4.8470E+18   3.8439E+18   3.8453E+18   1.5303E+17   1.1598E+17   1.1603E+17   1.2835E+17   1.2835E+17   1.2835E+17   6.4777E+17   3.2538E+17
   1.6300E+00   4.8766E+18   4.8232E+18   3.8529E+18   3.8539E+18   1.5295E+17   1.1676E+17   1.1679E+17   1.2883E+17   1.2883E+17   1.2883E+17   6.4631E+17   3.2466E+17
   1.6490E+00   4.8523E+18   4.7987E+18   3.8622E+18   3.8626E+18   1.5287E+17   1.1756E+17   1.1758E+17   1.2933E+17   1.2933E+17   1.2933E+17   6.4480E+17   3.2387E+17
   1.6680E+00   4.8286E+18   4.7748E+18   3.8711E+18   3.8711E+18   1.5277E+17   1.1834E+17   1.1834E+17   1.2982E+17   1.2982E+17   1.2982E+17   6.4330E+17   3.2310E+17
   1.6870E+00   4.8055E+18   4.7515E+18   3.8798E+18   3.8792E+18   1.5268E+17   1.1911E+17   1.1909E+17   1.3029E+17   1.3029E+17   1.3029E+17   6.4183E+17   3.2233E+17
   1.7060E+00   4.7829E+18   4.7287E+18   3.8880E+18   3.8869E+18   1.5258E+17   1.1985E+17   1.1982E+17   1.3075E+17   1.3075E+17   1.3075E+17   6.4038E+17   3.2157E+17
   1.7250E+00   4.7608E+18   4.7065E+18   3.8959E+18   3.8944E+18   1.5248E+17   1.2057E+17   1.2052E+17   1.3119E+17   1.3119E+17   1.3119E+17   6.3893E+17   3.2083E+17
   1.7450E+00   4.7382E+18   4.6837E+18   3.9040E+18   3.9019E+18   1.5237E+17   1.2131E+17   1.2125E+17   1.3164E+17   1.3164E+17   1.3164E+17   6.3745E+17   3.2006E+17
   1.7650E+00   4.7163E+18   4.6617E+18   3.9119E+18   3.9092E+18   1.5226E+17   1.2204E+17   1.2195E+17   1.3208E+17   1.3208E+17   1.3208E+17   6.3599E+17   3.1931E+17
   1.7850E+00   4.6949E+18   4.6401E+18   3.9193E+18   3.9162E+18   1.5214E+17   1.2274E+17   1.2264E+17   1.3251E+17   1.3251E+17   1.3251E+17   6.3455E+17   3.1857E+17
   1.8050E+00   4.6740E+18   4.6190E+18   3.9264E+18   3.9228E+18   1.5202E+17   1.2341E+17   1.2330E+17   1.3291E+17   1.3291E+17   1.3291E+17   6.3312E+17   3.1784E+17
   1.8260E+00   4.6526E+18   4.5975E+18   3.9336E+18   3.9295E+18   1.5190E+17   1.2411E+17   1.2398E+17   1.3333E+17   1.3333E+17   1.3333E+17   6.3165E+17   3.1709E+17
   1.8470E+00   4.6318E+18   4.5766E+18   3.9405E+18   3.9358E+18   1.5177E+17   1.2478E+17   1.2463E+17   1.3373E+17   1.3373E+17   1.3373E+17   6.3020E+17   3.1635E+17
   1.8680E+00   4.6115E+18   4.5562E+18   3.9471E+18   3.9419E+18   1.5164E+17   1.2543E+17   1.2526E+17   1.3411E+17   1.3411E+17   1.3411E+17   6.2877E+17   3.1562E+17
   1.8890E+00   4.5918E+18   4.5364E+18   3.9534E+18   3.9476E+18   1.5150E+17   1.2606E+17   1.2587E+17   1.3448E+17   1.3448E+17   1.3448E+17   6.2736E+17   3.1490E+17
   1.9110E+00   4.5717E+18   4.5162E+18   3.9597E+18   3.9534E+18   1.5136E+17   1.2669E+17   1.2649E+17   1.3485E+17   1.3485E+17   1.3485E+17   6.2591E+17   3.1416E+17
   1.9330E+00   4.5522E+18   4.4965E+18   3.9656E+18   3.9588E+18   1.5121E+17   1.2731E+17   1.2709E+17   1.3520E+17   1.3520E+17   1.3520E+17   6.2449E+17   3.1343E+17
   1.9550E+00   4.5331E+18   4.4774E+18   3.9713E+18   3.9640E+18   1.5106E+17   1.2790E+17   1.2767E+17   1.3554E+17   1.3554E+17   1.3554E+17   6.2308E+17   3.1271E+17
   1.9780E+00   4.5138E+18   4.4580E+18   3.9770E+18   3.9691E+18   1.5090E+17   1.2850E+17   1.2825E+17   1.3588E+17   1.3588E+17   1.3588E+17   6.2164E+17   3.1197E+17
   2.0010E+00   4.4950E+18   4.4391E+18   3.9823E+18   3.9739E+18   1.5075E+17   1.2908E+17   1.2880E+17   1.3621E+17   1.3621E+17   1.3621E+17   6.2022E+17   3.1126E+17
   2.0240E+00   4.4768E+18   4.4208E+18   3.9874E+18   3.9784E+18   1.5058E+17   1.2963E+17   1.2934E+17   1.3652E+17   1.3652E+17   1.3652E+17   6.1882E+17   3.1057E+17
   2.0470E+00   4.4590E+18   4.4030E+18   3.9922E+18   3.9827E+18   1.5042E+17   1.3016E+17   1.2985E+17   1.3681E+17   1.3681E+17   1.3681E+17   6.1745E+17   3.0989E+17
   2.0710E+00   4.4410E+18   4.3849E+18   3.9969E+18   3.9868E+18   1.5025E+17   1.3070E+17   1.3037E+17   1.3711E+17   1.3711E+17   1.3711E+17   6.1604E+17   3.0918E+17
   2.0950E+00   4.4236E+18   4.3674E+18   4.0013E+18   3.9907E+18   1.5007E+17   1.3120E+17   1.3086E+17   1.3738E+17   1.3738E+17   1.3738E+17   6.1468E+17   3.0849E+17
   2.1190E+00   4.4066E+18   4.3504E+18   4.0054E+18   3.9943E+18   1.4989E+17   1.3169E+17   1.3133E+17   1.3764E+17   1.3764E+17   1.3764E+17   6.1331E+17   3.0780E+17
   2.1440E+00   4.3894E+18   4.3331E+18   4.0095E+18   3.9978E+18   1.4971E+17   1.3218E+17   1.3180E+17   1.3789E+17   1.3789E+17   1.3789E+17   6.1192E+17   3.0708E+17
   2.1690E+00   4.3728E+18   4.3164E+18   4.0132E+18   4.0010E+18   1.4952E+17   1.3265E+17   1.3224E+17   1.3814E+17   1.3814E+17   1.3814E+17   6.1054E+17   3.0638E+17
   2.1940E+00   4.3566E+18   4.3002E+18   4.0167E+18   4.0040E+18   1.4934E+17   1.3309E+17   1.3267E+17   1.3836E+17   1.3836E+17   1.3836E+17   6.0920E+17   3.0569E+17
   2.2190E+00   4.3409E+18   4.2845E+18   4.0200E+18   4.0067E+18   1.4915E+17   1.3351E+17   1.3307E+17   1.3858E+17   1.3858E+17   1.3858E+17   6.0787E+17   3.0501E+17
   2.2450E+00   4.3250E+18   4.2686E+18   4.0231E+18   4.0093E+18   1.4895E+17   1.3393E+17   1.3347E+17   1.3878E+17   1.3878E+17   1.3878E+17   6.0651E+17   3.0432E+17
   2.2710E+00   4.3096E+18   4.2532E+18   4.0260E+18   4.0116E+18   1.4875E+17   1.3433E+17   1.3385E+17   1.3897E+17   1.3897E+17   1.3897E+17   6.0518E+17   3.0364E+17
   2.2970E+00   4.2947E+18   4.2383E+18   4.0286E+18   4.0137E+18   1.4855E+17   1.3470E+17   1.3420E+17   1.3915E+17   1.3915E+17   1.3915E+17   6.0387E+17   3.0297E+17
   2.3240E+00   4.2797E+18   4.2232E+18   4.0311E+18   4.0157E+18   1.4834E+17   1.3507E+17   1.3455E+17   1.3932E+17   1.3932E+17   1.3932E+17   6.0253E+17   3.0229E+17
   2.3510E+00   4.2651E+18   4.2086E+18   4.0333E+18   4.0173E+18   1.4814E+17   1.3542E+17   1.3488E+17   1.3948E+17   1.3948E+17   1.3948E+17   6.0122E+17   3.0162E+17
   2.3780E+00   4.2509E+18   4.1944E+18   4.0353E+18   4.0188E+18   1.4793E+17   1.3574E+17   1.3519E+17   1.3962E+17   1.3962E+17   1.3962E+17   5.9993E+17   3.0097E+17
   2.4060E+00   4.2367E+18   4.1802E+18   4.0371E+18   4.0201E+18   1.4771E+17   1.3606E+17   1.3549E+17   1.3975E+17   1.3975E+17   1.3975E+17   5.9861E+17   3.0032E+17
   2.4340E+00   4.2229E+18   4.1664E+18   4.0387E+18   4.0212E+18   1.4749E+17   1.3636E+17   1.3577E+17   1.3987E+17   1.3987E+17   1.3987E+17   5.9731E+17   2.9970E+17
   2.4620E+00   4.2095E+18   4.1530E+18   4.0401E+18   4.0220E+18   1.4727E+17   1.3664E+17   1.3603E+17   1.3998E+17   1.3998E+17   1.3998E+17   5.9604E+17   2.9896E+17
   2.4910E+00   4.1960E+18   4.1396E+18   4.0413E+18   4.0227E+18   1.4701E+17   1.3688E+17   1.3625E+17   1.4005E+17   1.4005E+17   1.4005E+17   5.9466E+17   2.9814E+17
   2.5200E+00   4.1830E+18   4.1266E+18   4.0424E+18   4.0232E+18   1.4689E+17   1.3722E+17   1.3658E+17   1.4023E+17   1.4023E+17   1.4023E+17   5.9365E+17   2.9746E+17
   2.5500E+00   4.1699E+18   4.1135E+18   4.0431E+18   4.0234E+18   1.4658E+17   1.3739E+17   1.3673E+17   1.4023E+17   1.4023E+17   1.4023E+17   5.9217E+17   2.9679E+17
   2.5800E+00   4.1573E+18   4.1009E+18   4.0438E+18   4.0236E+18   1.4642E+17   1.3769E+17   1.3700E+17   1.4037E+17   1.4037E+17   1.4037E+17   5.9110E+17   2.9613E+17
   2.6100E+00   4.1449E+18   4.0886E+18   4.0441E+18   4.0234E+18   1.4612E+17   1.3783E+17   1.3712E+17   1.4036E+17   1.4036E+17   1.4036E+17   5.8969E+17   2.9550E+17
   2.6410E+00   4.1326E+18   4.0763E+18   4.0444E+18   4.0231E+18   1.4594E+17   1.3807E+17   1.3735E+17   1.4046E+17   1.4046E+17   1.4046E+17   5.8858E+17   2.9485E+17
   2.6720E+00   4.1207E+18   4.0644E+18   4.0443E+18   4.0226E+18   1.4571E+17   1.3825E+17   1.3751E+17   1.4049E+17   1.4049E+17   1.4049E+17   5.8734E+17   2.9423E+17
   2.7030E+00   4.1091E+18   4.0528E+18   4.0442E+18   4.0220E+18   1.4549E+17   1.3843E+17   1.3767E+17   1.4053E+17   1.4053E+17   1.4053E+17   5.8618E+17   2.9364E+17
   2.7350E+00   4.0975E+18   4.0412E+18   4.0438E+18   4.0211E+18   1.4528E+17   1.3861E+17   1.3783E+17   1.4057E+17   1.4057E+17   1.4057E+17   5.8502E+17   2.9302E+17
   2.7670E+00   4.0862E+18   4.0300E+18   4.0433E+18   4.0200E+18   1.4502E+17   1.3873E+17   1.3793E+17   1.4056E+17   1.4056E+17   1.4056E+17   5.8377E+17   2.9242E+17
   2.8000E+00   4.0749E+18   4.0188E+18   4.0425E+18   4.0187E+18   1.4475E+17   1.3883E+17   1.3801E+17   1.4053E+17   1.4053E+17   1.4053E+17   5.8250E+17   2.9180E+17
   2.8330E+00   4.0638E+18   4.0078E+18   4.0415E+18   4.0172E+18   1.4433E+17   1.3877E+17   1.3793E+17   1.4034E+17   1.4034E+17   1.4034E+17   5.8089E+17   2.9119E+17
   2.8660E+00   4.0532E+18   3.9973E+18   4.0404E+18   4.0156E+18   1.4407E+17   1.3884E+17   1.3799E+17   1.4030E+17   1.4030E+17   1.4030E+17   5.7968E+17   2.9060E+17
   2.9000E+00   4.0425E+18   3.9867E+18   4.0391E+18   4.0138E+18   1.4380E+17   1.3890E+17   1.3803E+17   1.4024E+17   1.4024E+17   1.4024E+17   5.7844E+17   2.9000E+17
   2.9340E+00   4.0322E+18   3.9764E+18   4.0376E+18   4.0119E+18   1.4353E+17   1.3895E+17   1.3806E+17   1.4018E+17   1.4018E+17   1.4018E+17   5.7722E+17   2.8939E+17
   2.9690E+00   4.0219E+18   3.9662E+18   4.0359E+18   4.0097E+18   1.4325E+17   1.3898E+17   1.3807E+17   1.4010E+17   1.4010E+17   1.4010E+17   5.7599E+17   2.8877E+17
   3.0040E+00   4.0120E+18   3.9562E+18   4.0343E+18   4.0076E+18   1.4320E+17   1.3921E+17   1.3829E+17   1.4024E+17   1.4024E+17   1.4024E+17   5.7530E+17   2.8815E+17
   3.0390E+00   4.0021E+18   3.9465E+18   4.0322E+18   4.0050E+18   1.4270E+17   1.3900E+17   1.3806E+17   1.3992E+17   1.3992E+17   1.3992E+17   5.7357E+17   2.8754E+17
   3.0750E+00   3.9923E+18   3.9368E+18   4.0300E+18   4.0024E+18   1.4241E+17   1.3898E+17   1.3803E+17   1.3981E+17   1.3981E+17   1.3981E+17   5.7235E+17   2.8692E+17
   3.1110E+00   3.9830E+18   3.9275E+18   4.0278E+18   3.9997E+18   1.4234E+17   1.3916E+17   1.3819E+17   1.3990E+17   1.3990E+17   1.3990E+17   5.7163E+17   2.8631E+17
   3.1480E+00   3.9733E+18   3.9180E+18   4.0252E+18   3.9967E+18   1.4184E+17   1.3892E+17   1.3793E+17   1.3956E+17   1.3956E+17   1.3956E+17   5.6993E+17   2.8570E+17
   3.1850E+00   3.9641E+18   3.9089E+18   4.0226E+18   3.9936E+18   1.4155E+17   1.3887E+17   1.3787E+17   1.3943E+17   1.3943E+17   1.3943E+17   5.6872E+17   2.8509E+17
   3.2230E+00   3.9549E+18   3.8997E+18   4.0198E+18   3.9903E+18   1.4125E+17   1.3880E+17   1.3779E+17   1.3928E+17   1.3928E+17   1.3928E+17   5.6750E+17   2.8448E+17
   3.2610E+00   3.9459E+18   3.8908E+18   4.0168E+18   3.9869E+18   1.4095E+17   1.3873E+17   1.3769E+17   1.3912E+17   1.3912E+17   1.3912E+17   5.6630E+17   2.8391E+17
   3.3000E+00   3.9369E+18   3.8819E+18   4.0137E+18   3.9834E+18   1.4065E+17   1.3863E+17   1.3759E+17   1.3896E+17   1.3896E+17   1.3896E+17   5.6507E+17   2.8333E+17
   3.3390E+00   3.9283E+18   3.8733E+18   4.0106E+18   3.9798E+18   1.4051E+17   1.3870E+17   1.3763E+17   1.3895E+17   1.3895E+17   1.3895E+17   5.6428E+17   2.8275E+17
   3.3780E+00   3.9197E+18   3.8648E+18   4.0072E+18   3.9760E+18   1.4020E+17   1.3858E+17   1.3750E+17   1.3876E+17   1.3876E+17   1.3876E+17   5.6304E+17   2.8212E+17
   3.4180E+00   3.9111E+18   3.8564E+18   4.0036E+18   3.9720E+18   1.3989E+17   1.3845E+17   1.3736E+17   1.3857E+17   1.3857E+17   1.3857E+17   5.6183E+17   2.8145E+17
   3.4580E+00   3.9027E+18   3.8482E+18   4.0000E+18   3.9680E+18   1.3951E+17   1.3824E+17   1.3714E+17   1.3830E+17   1.3830E+17   1.3830E+17   5.6048E+17   2.8081E+17
   3.4990E+00   3.8944E+18   3.8399E+18   3.9961E+18   3.9637E+18   1.3921E+17   1.3811E+17   1.3699E+17   1.3810E+17   1.3810E+17   1.3810E+17   5.5927E+17   2.8016E+17
   3.5400E+00   3.8862E+18   3.8318E+18   3.9922E+18   3.9594E+18   1.3879E+17   1.3785E+17   1.3671E+17   1.3778E+17   1.3778E+17   1.3778E+17   5.5786E+17   2.7953E+17
   3.5820E+00   3.8780E+18   3.8238E+18   3.9881E+18   3.9548E+18   1.3850E+17   1.3771E+17   1.3656E+17   1.3759E+17   1.3759E+17   1.3759E+17   5.5668E+17   2.7888E+17
   3.6240E+00   3.8700E+18   3.8159E+18   3.9840E+18   3.9504E+18   1.3828E+17   1.3763E+17   1.3647E+17   1.3746E+17   1.3746E+17   1.3746E+17   5.5574E+17   2.7829E+17
   3.6670E+00   3.8620E+18   3.8080E+18   3.9796E+18   3.9456E+18   1.3790E+17   1.3738E+17   1.3621E+17   1.3716E+17   1.3716E+17   1.3716E+17   5.5439E+17   2.7769E+17
   3.7110E+00   3.8539E+18   3.8000E+18   3.9751E+18   3.9407E+18   1.3761E+17   1.3723E+17   1.3604E+17   1.3696E+17   1.3696E+17   1.3696E+17   5.5323E+17   2.7707E+17
   3.7550E+00   3.8461E+18   3.7923E+18   3.9705E+18   3.9358E+18   1.3731E+17   1.3705E+17   1.3585E+17   1.3673E+17   1.3673E+17   1.3673E+17   5.5212E+17   2.7648E+17
   3.8000E+00   3.8382E+18   3.7845E+18   3.9658E+18   3.9306E+18   1.3702E+17   1.3688E+17   1.3567E+17   1.3653E+17   1.3653E+17   1.3653E+17   5.5098E+17   2.7591E+17
   3.8450E+00   3.8304E+18   3.7769E+18   3.9608E+18   3.9254E+18   1.3648E+17   1.3644E+17   1.3522E+17   1.3605E+17   1.3605E+17   1.3605E+17   5.4929E+17   2.7534E+17
   3.8910E+00   3.8226E+18   3.7692E+18   3.9558E+18   3.9200E+18   1.3620E+17   1.3627E+17   1.3504E+17   1.3584E+17   1.3584E+17   1.3584E+17   5.4817E+17   2.7467E+17
   3.9370E+00   3.8150E+18   3.7617E+18   3.9508E+18   3.9146E+18   1.3579E+17   1.3596E+17   1.3471E+17   1.3549E+17   1.3549E+17   1.3549E+17   5.4681E+17   2.7399E+17
   3.9840E+00   3.8073E+18   3.7542E+18   3.9455E+18   3.9090E+18   1.3552E+17   1.3578E+17   1.3452E+17   1.3527E+17   1.3527E+17   1.3527E+17   5.4571E+17   2.7331E+17
   4.0310E+00   3.7998E+18   3.7468E+18   3.9403E+18   3.9034E+18   1.3525E+17   1.3560E+17   1.3433E+17   1.3506E+17   1.3506E+17   1.3506E+17   5.4463E+17   2.7272E+17
   4.0790E+00   3.7922E+18   3.7394E+18   3.9348E+18   3.8977E+18   1.3485E+17   1.3528E+17   1.3400E+17   1.3471E+17   1.3471E+17   1.3471E+17   5.4330E+17   2.7210E+17
   4.1280E+00   3.7846E+18   3.7319E+18   3.9293E+18   3.8918E+18   1.3458E+17   1.3508E+17   1.3380E+17   1.3449E+17   1.3449E+17   1.3449E+17   5.4221E+17   2.7150E+17
   4.1770E+00   3.7771E+18   3.7245E+18   3.9236E+18   3.8858E+18   1.3407E+17   1.3464E+17   1.3335E+17   1.3402E+17   1.3402E+17   1.3402E+17   5.4063E+17   2.7091E+17
   4.2270E+00   3.7696E+18   3.7171E+18   3.9178E+18   3.8797E+18   1.3380E+17   1.3445E+17   1.3314E+17   1.3379E+17   1.3379E+17   1.3379E+17   5.3956E+17   2.7020E+17
   4.2770E+00   3.7621E+18   3.7098E+18   3.9119E+18   3.8736E+18   1.3329E+17   1.3400E+17   1.3269E+17   1.3333E+17   1.3333E+17   1.3333E+17   5.3798E+17   2.6961E+17
   4.3280E+00   3.7547E+18   3.7025E+18   3.9060E+18   3.8673E+18   1.3303E+17   1.3380E+17   1.3247E+17   1.3310E+17   1.3310E+17   1.3310E+17   5.3691E+17   2.6889E+17
   4.3800E+00   3.7471E+18   3.6952E+18   3.8999E+18   3.8609E+18   1.3260E+17   1.3342E+17   1.3209E+17   1.3270E+17   1.3270E+17   1.3270E+17   5.3550E+17   2.6822E+17
   4.4320E+00   3.7397E+18   3.6879E+18   3.8937E+18   3.8545E+18   1.3234E+17   1.3321E+17   1.3187E+17   1.3247E+17   1.3247E+17   1.3247E+17   5.3444E+17   2.6759E+17
   4.4850E+00   3.7322E+18   3.6806E+18   3.8874E+18   3.8480E+18   1.3186E+17   1.3278E+17   1.3144E+17   1.3203E+17   1.3203E+17   1.3203E+17   5.3293E+17   2.6696E+17
   4.5390E+00   3.7247E+18   3.6732E+18   3.8810E+18   3.8413E+18   1.3160E+17   1.3257E+17   1.3121E+17   1.3179E+17   1.3179E+17   1.3179E+17   5.3186E+17   2.6630E+17
   4.5930E+00   3.7172E+18   3.6659E+18   3.8745E+18   3.8346E+18   1.3108E+17   1.3209E+17   1.3073E+17   1.3130E+17   1.3130E+17   1.3130E+17   5.3027E+17   2.6566E+17
   4.6480E+00   3.7098E+18   3.6585E+18   3.8680E+18   3.8278E+18   1.3082E+17   1.3187E+17   1.3050E+17   1.3106E+17   1.3106E+17   1.3106E+17   5.2920E+17   2.6498E+17
   4.7040E+00   3.7022E+18   3.6511E+18   3.8612E+18   3.8208E+18   1.3033E+17   1.3142E+17   1.3004E+17   1.3060E+17   1.3060E+17   1.3060E+17   5.2764E+17   2.6430E+17
   4.7600E+00   3.6948E+18   3.6438E+18   3.8545E+18   3.8138E+18   1.3007E+17   1.3119E+17   1.2980E+17   1.3035E+17   1.3035E+17   1.3035E+17   5.2658E+17   2.6363E+17
   4.8170E+00   3.6871E+18   3.6364E+18   3.8475E+18   3.8067E+18   1.2946E+17   1.3061E+17   1.2922E+17   1.2977E+17   1.2977E+17   1.2977E+17   5.2477E+17   2.6307E+17
   4.8750E+00   3.6796E+18   3.6290E+18   3.8406E+18   3.7995E+18   1.2920E+17   1.3037E+17   1.2898E+17   1.2952E+17   1.2952E+17   1.2952E+17   5.2370E+17   2.6226E+17
   4.9340E+00   3.6719E+18   3.6215E+18   3.8334E+18   3.7922E+18   1.2874E+17   1.2994E+17   1.2854E+17   1.2907E+17   1.2907E+17   1.2907E+17   5.2220E+17   2.6154E+17
   4.9930E+00   3.6643E+18   3.6140E+18   3.8263E+18   3.7849E+18   1.2847E+17   1.2970E+17   1.2829E+17   1.2882E+17   1.2882E+17   1.2882E+17   5.2112E+17   2.6089E+17
   5.0530E+00   3.6566E+18   3.6065E+18   3.8190E+18   3.7774E+18   1.2793E+17   1.2917E+17   1.2776E+17   1.2829E+17   1.2829E+17   1.2829E+17   5.1943E+17   2.6018E+17
   5.1140E+00   3.6488E+18   3.5990E+18   3.8116E+18   3.7698E+18   1.2745E+17   1.2871E+17   1.2730E+17   1.2782E+17   1.2782E+17   1.2782E+17   5.1788E+17   2.5949E+17
   5.1760E+00   3.6411E+18   3.5914E+18   3.8042E+18   3.7622E+18   1.2718E+17   1.2846E+17   1.2704E+17   1.2756E+17   1.2756E+17   1.2756E+17   5.1678E+17   2.5874E+17
   5.2380E+00   3.6333E+18   3.5838E+18   3.7966E+18   3.7545E+18   1.2663E+17   1.2792E+17   1.2650E+17   1.2702E+17   1.2702E+17   1.2702E+17   5.1507E+17   2.5811E+17
   5.3010E+00   3.6256E+18   3.5762E+18   3.7891E+18   3.7468E+18   1.2636E+17   1.2767E+17   1.2624E+17   1.2675E+17   1.2675E+17   1.2675E+17   5.1397E+17   2.5733E+17
   5.3650E+00   3.6176E+18   3.5685E+18   3.7813E+18   3.7389E+18   1.2582E+17   1.2714E+17   1.2571E+17   1.2622E+17   1.2622E+17   1.2622E+17   5.1228E+17   2.5661E+17
   5.4300E+00   3.6098E+18   3.5607E+18   3.7735E+18   3.7310E+18   1.2555E+17   1.2688E+17   1.2545E+17   1.2596E+17   1.2596E+17   1.2596E+17   5.1117E+17   2.5590E+17
   5.4960E+00   3.6017E+18   3.5529E+18   3.7655E+18   3.7229E+18   1.2503E+17   1.2637E+17   1.2493E+17   1.2544E+17   1.2544E+17   1.2544E+17   5.0951E+17   2.5512E+17
   5.5630E+00   3.5936E+18   3.5450E+18   3.7574E+18   3.7147E+18   1.2446E+17   1.2580E+17   1.2437E+17   1.2488E+17   1.2488E+17   1.2488E+17   5.0773E+17   2.5448E+17
   5.6300E+00   3.5856E+18   3.5371E+18   3.7494E+18   3.7066E+18   1.2418E+17   1.2554E+17   1.2410E+17   1.2461E+17   1.2461E+17   1.2461E+17   5.0660E+17   2.5365E+17
