Date,exp,Voltage [V],Temp_F [C],Temp_A [C],Temp_B [C],Electrolyte [M],Ci_LA [M],Ci_K [M],Time [hr],CF_LA [M],CA_LA [M],CB_LA [M],CF_K [M],CA_K [M],CB_K [M],pH_F,pH_A,pH_B,VF_Tank [L],VA_Tank [L],VB_Tank [L],VF_Line [L],VA_Line [L],VB_Line [L],SEC [kWh/kg],Current [A]
220516,1,20,20.2,19.8,19.6,0.25,0.5,1,0,0.46037664,-0.006020435,-0.006066255,1.0359541,0.0035,0.011473731,13.49,9.23,10.93,0.8,0.8,0.78,0.2,0.2,0.22,0,0
220516,1,20,21.1,20.1,20.5,0.25,0.5,1,1,0.44715996,-0.005833395,-0.005349545,1.0848421,0.0035,0.025684215,13.45,9.79,12.24,0.82,0.79,0.77,0.2,0.2,0.22,28.90470248,0.1
220516,1,20,21.9,21.4,21.1,0.25,0.5,1,2,0.43424742,-0.005177045,-0.004383835,1.0305261,0.0035,0.586655732,13.45,8.91,12.57,0.88,0.76,0.73,0.2,0.2,0.22,16.38018953,0.2
220516,1,20,22.3,21.7,21.6,0.25,0.5,1,3,0.42352871,-0.003198155,-0.00341378,0.9546181,0.0035,0.637128781,13.38,4.25,12.82,0.89,0.75,0.72,0.2,0.2,0.22,10.87802067,0.3
220516,1,20,22.6,22.2,21.9,0.25,0.5,1,4,0.409354765,0.007311985,-0.002479405,0.7763125,0.007054651,0.732307831,13.25,3.52,13.04,0.9,0.75,0.71,0.2,0.2,0.22,4.37100317,0.4
220516,1,20,21.4,20.9,20.7,0.25,0.5,1,6.5,0.27290461,0.11921711,0.006714695,0.401772609,0.014825888,1.05859568,12.54,2.64,13.49,0.95,0.68,0.78,0.2,0.2,0.22,1.547795198,0.8
220516,1,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.2,0.22,,
220516,1,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.2,0.22,,
220516,1,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.2,0.22,,
220516,1,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.2,0.22,,
220524,2,20,22.6,22.7,23.2,0.25,0.5,1,0,0.48894725,-0.00568186,-0.006195,1.08756,0.004422275,0.015311638,13.48,10.81,11.74,0.81,0.8,0.78,0.19,0.2,0.22,0,0.1
220524,2,20,24,23.9,24.4,0.25,0.5,1,1,0.471361,0.00344751,-0.005183415,1.0794069,0.006910843,0.624144311,13.41,3.97,12.87,0.83,0.79,0.76,0.19,0.2,0.22,2.651417937,0.4
220524,2,20,25.2,25.2,25.6,0.25,0.5,1,2,0.4442368,0.02620972,-0.003147275,0.8815696,0.009375576,0.787778897,13.29,3.3,13.14,0.83,0.79,0.76,0.19,0.2,0.22,1.979124291,0.6
220524,2,20,26.1,26.2,26.7,0.25,0.5,1,3,0.3949303,0.08612135,-0.001619665,0.644229081,0.012481917,0.96318147,13.01,2.83,13.33,0.79,0.8,0.79,0.19,0.2,0.22,1.253582411,0.8
220524,2,20,26.3,26.5,26.9,0.25,0.5,1,4,0.29135155,0.19984555,0.00112956,0.408440884,0.016443128,1.081267,12.41,2.52,13.51,0.74,0.81,0.8,0.19,0.2,0.22,0.860944942,0.9
220524,2,20,24.7,24.2,24.7,0.25,0.5,1,5.1,0.10937225,0.338813,0.01047539,0.240781504,0.017037018,1.14772923,11.62,2.39,13.65,0.72,0.78,0.9,0.19,0.2,0.22,0,
220524,2,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.2,0.22,,
220524,2,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.2,0.22,,
220524,2,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.2,0.22,,
220524,2,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.2,0.22,,
220527,3,10,,,,0.25,0.5,1,0,0.42815735,-0.006195,-0.006195,1.0223856,0.003691356,0.012162391,13.5,9.97,11.08,0.81,0.81,0.79,0.19,0.19,0.21,0,0
220527,3,10,,,,0.25,0.5,1,1,0.4142726,-0.00533775,-0.00451501,0.979,0.004603265,0.027117401,13.51,10.81,12.31,0.85,0.79,0.76,0.19,0.19,0.21,2.878938216,0.1
220527,3,10,,,,0.25,0.5,1,2,0.40225745,-0.004202745,-0.003163275,1.0196725,0.00598478,0.593382032,13.46,10.96,12.64,0.9,0.79,0.75,0.19,0.19,0.21,3.118862594,0.1
220527,3,10,,,,0.25,0.5,1,3,0.39052,-0.002758035,-0.002158705,0.9302524,0.007075959,0.634723952,13.38,10.96,12.82,0.9,0.78,0.73,0.19,0.19,0.21,3.022607963,0.2
220527,3,10,23.5,23.5,24.2,0.25,0.5,1,4,0.37917455,-0.000845395,-0.001408045,0.8356509,0.007939445,0.680278291,13.32,10.87,13,0.95,0.78,0.71,0.19,0.19,0.21,3.356210546,0.2
220527,3,10,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.19,0.21,,
220527,3,10,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.19,0.21,,
220530,4,20,23.8,23.8,24.3,0.25,0.5,1,0,0.4185546,-0.00586945,-0.006195,1.0712556,0.009765807,0.014768284,13.49,10.54,11.6,0.81,0.8,0.81,0.19,0.2,0.19,0,0
220530,4,20,23,23.1,23.6,0.25,0.5,1,1,0.40242465,0.000516805,-0.004449905,1.0495276,0.006633962,0.625747119,13.4,3.86,12.81,0.83,0.8,0.77,0.19,0.2,0.19,3.341403787,0.4
220530,4,20,23.6,23.8,24.3,0.25,0.5,1,3,0.3067429,0.0696537,-0.00204625,0.611484769,0.012159948,0.93895692,13.05,2.78,13.4,0.82,0.79,0.78,0.19,0.2,0.19,1.416009573,0.7
220530,4,20,24,24.1,24.6,0.25,0.5,1,4,0.30595355,0.2109697,-6.21E-06,0.378576756,0.0157958,1.05697675,12.28,2.45,13.5,0.75,0.81,0.81,0.19,0.2,0.19,0.754058129,0.8
220530,4,20,23.8,23.9,24.4,0.25,0.5,1,5,0.09830205,0.39153645,0.007126285,0.229101616,0.018821592,1.19804812,11.26,2.29,13.57,0.68,0.86,0.87,0.19,0.2,0.19,0.531752002,0.8
220530,4,20,23.3,23.4,24,0.25,0.5,1,6,-0.005370785,0.4639632,0.01362819,0.004459955,0.019363232,1.23054252,10.7,2.3,13.61,0.61,0.9,0.92,0.19,0.2,0.19,0.508700778,0.2
220530,4,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.2,0.19,,
220530,4,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.2,0.19,,
220530,4,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.2,0.19,,
220530,4,20,,,,0.25,0.5,1,,,,,,,,,,,,,,0.19,0.2,0.19,,
220603,5,30,25.6,25.7,26.2,0.25,0.5,1,0,0.49808,-0.006195,-0.006195,1.0223856,0.003584805,0.011217628,13.51,8.63,10.4,0.83,0.8,0.79,0.17,0.2,0.21,0,0.1
220603,5,30,24.9,25.1,25.6,0.25,0.5,1,1,0.47424555,0.01197234,-0.003969835,0.9681616,0.00750757,0.659901179,13.4,3.31,12.96,0.83,0.8,0.78,0.17,0.2,0.21,2.963616589,0.8
220603,5,30,,,,0.25,0.5,1,2,0.392996,0.10748015,-0.001990175,0.580378441,0.012761074,0.95833548,12.97,2.64,13.41,0.79,0.81,0.79,0.17,0.2,0.21,1.584165024,1.5
220603,5,30,,,,0.25,0.5,1,4,-0.00600336,0.4482619,0.008697385,0.003934734,0.01958,1.23704428,10.72,2.25,13.71,0.6,0.9,0.89,0.17,0.2,0.21,0.798954912,0.2
220603,5,30,,,,0.25,0.5,1,5,-0.006195,0.44310055,0.01506601,0.00387428,0.019254872,1.19967227,11.01,2.94,13.67,0.56,0.9,1,0.17,0.2,0.21,0.852749926,0.2
220603,5,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.17,0.2,0.21,,
220603,5,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.17,0.2,0.21,,
220603,5,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.17,0.2,0.21,,
220603,5,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.17,0.2,0.21,,
220603,5,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.17,0.2,0.21,,
220608,6,30,22.7,22.7,23.2,0.25,1,2,0,0.9865815,-0.00499074,-0.006195,1.93975,0.005995418,0.018520854,13.83,11.12,11.93,0.82,0.81,0.82,0.18,0.19,0.18,0,0.1
220608,6,30,21.1,21.4,21.8,0.25,1,2,1,0.9369805,0.025803545,-0.0037942,1.6103461,0.009225956,0.774266321,13.74,3.37,13.25,0.82,0.8,0.79,0.18,0.19,0.18,2.905315409,1.1
220608,6,30,21.6,21.8,22.2,0.25,1,2,1.666666667,0.902022,0.07617725,-0.002156175,1.3494096,0.011881024,0.99873523,13.67,2.99,13.56,0.82,0.8,0.79,0.18,0.19,0.18,2.241246873,1.4
220608,6,30,23.3,23.3,23.8,0.25,1,2,4,0.4620494,0.5640235,0.01061682,0.009108418,0.02147945,1.66500032,12.12,2.23,13.89,0.56,0.93,0.96,0.18,0.19,0.18,1.006619666,1.9
220608,6,30,21.9,21.9,22.5,0.25,1,2,5,-0.004290175,0.83241,0.021000355,0.005006813,0.020556248,1.79649472,10.91,2.11,13.93,0.4,1,1,0.18,0.19,0.18,0.838444824,1
220608,6,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.19,0.18,,
220608,6,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.19,0.18,,
220608,6,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.19,0.18,,
220608,6,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.19,0.18,,
220608,6,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.19,0.18,,
220609,7,30,20.7,20.9,21.3,0.25,1,2,0,0.914509,-0.006195,-0.006195,1.8897424,0.003605107,0.013034419,13.97,6.55,11.48,0.82,0.8,1.8,0.18,0.2,-0.8,0,0.1
220609,7,30,19.8,19.9,20.5,0.25,1,2,1,0.93251,0.00343711,-0.00403515,1.5965676,0.006256087,0.659099128,13.95,3.95,12.97,0.86,0.79,1.78,0.18,0.2,-0.8,5.484457959,0.7
220609,7,30,20.9,21.1,21.4,0.25,1,2,2,0.8918695,0.04111564,-0.00250665,1.4343589,0.009584029,0.86314075,13.76,3.17,13.44,0.88,0.78,1.77,0.18,0.2,-0.8,3.390908319,1.2
220609,7,30,22.1,22.3,22.7,0.25,1,2,3,0.822087,0.1348432,-0.0002144,1.0685389,0.013389572,1.05050163,13.6,2.77,13.69,0.83,0.79,1.78,0.18,0.2,-0.8,2.269550678,1.7
220609,7,30,23.3,23.4,23.8,0.25,1,2,4,0.67462,0.33685705,0.00429807,0.6874864,0.01768545,1.34772108,13.04,2.45,13.85,0.73,0.83,1.82,0.18,0.2,-0.8,1.473741621,2
220609,7,30,21.9,21.2,21.2,0.25,1,2,6,-0.00596448,0.8274965,0.020059005,0.004412722,0.020284938,1.619068,10.92,2.13,13.97,0.45,1.1,2.1,0.18,0.2,-0.8,0.796727348,0.3
220609,7,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.2,-0.8,,
220609,7,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.2,-0.8,,
220609,7,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.2,-0.8,,
220609,7,30,,,,0.25,1,2,,,,,,,,,,,,,,0.18,0.2,-0.8,,
220613,8,30,21.9,21.4,22,0.25,1,2,0,0.965021,-0.006195,-0.006195,1.9981741,0.003595459,0.013451511,13.91,5.74,11.56,0.81,0.81,1.86,0.19,0.19,-0.86,0,0.1
220613,8,30,20.8,20.8,21.3,0.25,1,2,1,0.915156,0.012955675,-0.003057245,1.7124624,0.008142143,0.710621201,13.85,3.63,13.13,0.85,0.78,1.8,0.19,0.19,-0.86,2.805584808,0.7
220613,8,30,22.6,22.6,23,0.25,1,2,2,0.8565825,0.09022505,-0.001025155,1.3357261,0.0128631,1.00843675,13.6,2.94,13.43,0.81,0.78,1.81,0.19,0.19,-0.86,1.682126848,1.2
220613,8,30,23.9,24,24.5,0.25,1,2,3,0.754032,0.2444703,0.00190062,0.9437869,0.017469242,1.20616947,13.21,2.57,13.61,0.73,0.78,1.85,0.19,0.19,-0.86,1.302886845,1.7
220613,8,30,24.2,24.2,24.8,0.25,1,2,3.5,0.6406685,0.38285115,0.004782185,0.65524,0.019905272,1.33631507,12.77,2.39,13.73,0.68,0.8,1.89,0.19,0.19,-0.86,1.076356317,1.8
220613,8,30,24.3,24.1,24.7,0.25,1,2,4,0.44065315,0.559966,0.008459675,0.450880369,0.01958,1.44887408,11.89,2.27,13.83,0.56,0.89,1.91,0.19,0.19,-0.86,0.851880249,2
220613,8,30,24.2,24.2,24.7,0.25,1,2,4.5,0.1753536,0.73623,0.013488785,0.288603184,0.020990552,1.53552643,11.39,2.15,13.78,0.49,0.92,1.96,0.19,0.19,-0.86,0.763532366,1.9
220613,8,30,22.7,22.8,23.3,0.25,1,2,5,-0.004823405,0.821043,0.01965593,0.004481185,0.020501978,1.56499387,11.16,2.18,13.79,0.41,0.93,2,0.19,0.19,-0.86,0.79303461,1.9
220613,8,30,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.19,-0.86,,
220613,8,30,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.19,-0.86,,
220614,9,30,21.6,21.7,22.1,0.25,0.5,1,0,0.48327375,-0.005766865,-0.00596829,1.0902781,0.00376505,0.013965134,13.57,5.26,11.54,0.8,0.81,0.82,0.2,0.19,1.18,0,0.1
220614,9,30,19.5,19.7,20.1,0.25,0.5,1,1,0.466157345,0.00237826,-0.00355676,1.0712556,0.00613372,0.630395601,13.56,3.74,12.98,0.79,0.79,0.84,0.2,0.19,1.18,5.232409079,0.6
220614,9,30,20.2,20.3,20.6,0.25,0.5,1,2,0.433008125,0.04099819,-0.00060569,0.7466796,0.009161842,0.822383943,13.33,3.08,13.36,0.79,0.79,0.81,0.2,0.19,1.18,2.905477988,1
220614,9,30,21.3,21.3,21.7,0.25,0.5,1,3,0.323587735,0.168370135,0.00037209,0.388439809,0.01416924,1.05373907,12.15,2.63,13.63,0.83,0.81,0.74,0.2,0.19,1.18,1.568251355,1.4
220614,9,30,21.1,20.7,21.5,0.25,0.5,1,4,0.00708185,0.433770235,0.004461995,0.007571535,0.018550922,1.25005068,10.73,2.31,13.74,0.9,0.9,0.62,0.2,0.19,1.18,0.870637683,0.8
220614,9,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.19,1.18,,
220614,9,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.19,1.18,,
220614,9,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.19,1.18,,
220614,9,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.19,1.18,,
220614,9,30,,,,0.25,0.5,1,,,,,,,,,,,,,,0.2,0.19,1.18,,
220615,10,30,22.8,22.9,23.2,0.25,3,6,0,2.22334885,-0.0056886,-0.0060002,5.6052698,0.005857143,0.586335459,14.75,11.19,12.64,0.82,0.82,1.82,0.18,0.18,0.18,0,0.2
220615,10,30,22.7,22.8,23.3,0.25,3,6,0.5,3.3639953,0.001075385,-0.003917635,5.1858378,0.00882534,1.253417665,14.71,10.84,13.17,0.9,0.79,1.8,0.18,0.18,0.18,7.558346539,1.2
220615,10,30,22.7,22.8,23.4,0.25,3,6,1,2.8887758,0.01741147,-0.002812965,4.7404832,0.011318142,1.461402077,14.61,3.84,13.48,0.91,0.77,1.75,0.18,0.18,0.18,5.526610089,1.5
220615,10,30,23.5,23.7,24,0.25,3,6,1.5,2.64436055,0.0489134,-0.000956705,4.4151032,0.014233802,1.666669135,14.54,3.41,13.46,0.95,0.74,1.73,0.18,0.18,0.18,4.248740884,1.9
220615,10,30,24,24,24.3,0.25,3,6,2,2.6296338,0.104461125,-0.00179508,3.9573792,0.017307128,1.539204497,14.49,3.15,13.48,0.95,0.73,1.69,0.18,0.18,0.18,3.230344302,2.1
220615,10,30,24.6,24.5,25.2,0.25,3,6,2.5,2.6821879,0.178598125,-0.000398215,3.71288,0.020176442,1.730149666,14.43,2.94,13.62,0.95,0.72,1.7,0.18,0.18,0.18,2.708158631,2.4
220615,10,30,25.2,25.2,25.7,0.25,3,6,3,2.28797285,0.25988117,0.00172433,3.2317178,0.019796832,1.8230375,14.37,2.82,13.75,0.95,0.72,1.68,0.18,0.18,0.18,2.459280512,2.6
220615,10,30,25.6,25.6,26.1,0.25,3,6,3.5,2.37551015,0.36678082,0.004805865,2.99502,0.022403808,2.01040534,14.29,2.69,13.8,0.92,0.73,1.7,0.18,0.18,0.18,2.174186996,2.8
220615,10,30,25.8,26,26.4,0.25,3,6,4,2.25713515,0.47412832,0.008268815,2.6769248,0.0239288,2.07187224,14.21,2.61,13.88,0.9,0.74,1.7,0.18,0.18,0.18,2.026957157,2.9
220615,10,30,,,,0.25,3,6,,,,,,,,,,,,,,0.18,0.18,0.18,,
220620,11,30,22.8,22.3,21.7,0.25,1,2,0,0.9885465,-0.006195,-0.006195,1.9230736,0.003626151,0.01261753,13.88,9.05,11.43,0.8,0.8,1.9,0.2,0.2,0.1,0,0.1
220620,11,30,21,21,22.8,0.25,1,2,1,0.9379955,0.009873,-0.004644535,1.6793136,0.007576866,0.788422459,13.85,3.6,12.86,0.84,0.79,1.78,0.2,0.2,0.1,4.084081778,0.9
220620,11,30,22.1,22.2,23.2,0.25,1,2,2,0.8801775,0.0714568,-0.00333441,1.2810421,0.011419964,1.15097387,13.68,2.97,13.28,0.82,0.79,1.81,0.2,0.2,0.1,2.48057891,1.4
220620,11,30,22.7,22.8,23.7,0.25,1,2,3,0.7854075,0.1989927,0.00063691,0.9762901,0.015149048,1.53879963,13.27,2.58,13.61,0.77,0.8,1.86,0.2,0.2,0.1,1.792157549,1.8
220620,11,30,23,23.3,23.6,0.25,1,2,4,0.550389,0.47321085,0.008290905,0.524936596,0.019905272,1.59448075,12.18,2.31,13.79,0.61,0.9,1.92,0.2,0.2,0.1,1.08997521,1.8
220620,11,30,23.1,23,23.6,0.25,1,2,5,0.038461435,0.8034745,0.01711646,0.210183109,0.020610522,1.59448075,11.16,2.18,13.8,0.5,1.1,1.92,0.2,0.2,0.1,0.730864992,1.5
220620,11,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.1,,
220620,11,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.1,,
220620,11,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.1,,
220620,11,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.1,,
220621,12,30,24.5,24,24.9,0.25,1,2,0,0.97582383,-0.006195,-0.006195,1.9175164,0.003652126,0.012656004,13.82,4.96,11.31,0.8,0.8,1.84,0.2,0.2,0.16,0,0.1
220621,12,30,20.8,21,21.6,0.25,1,2,1,0.935166485,-0.004632065,-0.00541778,1.7982301,0.004603265,0.030677798,13.82,10.69,12.4,0.88,0.79,1.8,0.2,0.2,0.16,14.88898519,0.3
220621,12,30,19.8,20,20.7,0.25,1,2,2,0.85757344,0.019034915,-0.003309575,1.4041936,0.00893749,0.697775025,13.75,3.6,13.13,0.95,0.74,1.74,0.2,0.2,0.16,2.769033068,0.5
220621,12,30,20,20.3,20.9,0.25,1,2,3,0.81875625,0.060770725,-0.002197625,1.2018924,0.011618291,0.804836523,13.65,3.15,13.32,0.95,0.74,1.72,0.2,0.2,0.16,2.049796265,0.7
220621,12,30,20.1,20.4,20.9,0.25,1,2,4,0.764485545,0.13008047,-0.00067562,1.0495276,0.014287608,0.92765675,13.5,2.91,13.47,0.91,0.72,1.7,0.2,0.2,0.16,1.6926432,0.8
220621,12,30,20.3,20.4,21,0.25,1,2,5,0.69799875,0.23700785,0.0014383,0.7736176,0.016875,1.06021467,13.17,2.71,13.54,0.88,0.78,1.76,0.2,0.2,0.16,1.301166851,0.9
220621,12,30,20.2,20.4,20.9,0.25,1,2,6,0.577157345,0.38974629,0.0046919,0.551441569,0.019200698,1.10395008,12.45,2.55,13.6,0.78,0.79,1.68,0.2,0.2,0.16,1.071773183,1
220621,12,30,20.2,20.3,20.9,0.25,1,2,7,0.388549725,0.5891707,0.009179025,0.403106164,0.021153482,1.15421875,11.75,2.44,13.7,0.7,0.8,1.8,0.2,0.2,0.16,0.825400319,1
220621,12,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.16,,
220621,12,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.16,,
220622,13,30,21.8,21.6,22.8,0.25,1,2,0,0.97871656,-0.00462933,-0.006195,1.8869661,0.00880932,0.013011966,13.86,11.54,11.41,0.8,0.8,1.84,0.2,0.2,0.16,0,0.1
220622,13,30,19.8,19.9,20.5,0.25,1,2,1,0.929270315,-0.001045285,-0.005027685,1.7871525,0.010670034,0.58841728,13.82,11.56,12.62,0.88,0.79,1.8,0.2,0.2,0.16,5.893694638,0.2
220622,13,30,19.1,19.3,20,0.25,1,2,3,0.866674065,0.007030465,-0.003380345,1.3630981,0.013061825,0.670489651,13.79,11.45,13.04,0.95,0.74,1.74,0.2,0.2,0.16,6.429151414,0.3
220622,13,30,19.1,19.3,20,0.25,1,2,5,0.813216485,0.017384555,-0.00176472,1.1610189,0.015149048,0.749986503,13.66,5.21,12.89,0.95,0.74,1.72,0.2,0.2,0.16,6.250935044,0.2
220622,13,30,19.6,19.8,20.5,0.25,1,2,7,0.771524455,0.03455682,-0.00020552,0.95191,0.018118058,0.813367864,13.53,4.18,13.33,0.91,0.72,1.7,0.2,0.2,0.16,4.94027255,0.3
220622,13,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.16,,
220622,13,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.16,,
220622,13,30,,,,0.25,1,2,,,,,,,,,,,,,,0.2,0.2,0.16,,
220624,14,30,24.7,24.7,25.3,0.25,3,6,0,2.907528125,-0.004343355,-0.005105665,5.1745322,0.01013485,0.58217212,14.76,11.59,12.67,0.85,0.8,1.72,0.15,0.2,0.28,0,0.1
220624,14,30,23.7,24,24.5,0.25,3,6,1,2.64040094,0.04634212,-0.003267865,4.577625,0.012261889,1.338733015,14.56,3.39,13.27,0.92,0.78,1.82,0.15,0.2,0.28,2.82037931,1.6
220624,14,30,25.2,25.6,26,0.25,3,6,3,2.35583625,0.36325203,0.005028675,3.0885098,0.020067962,1.9522135,14.25,2.58,13.79,0.9,0.75,1.69,0.15,0.2,0.28,1.776434704,2.6
220624,14,30,26,26.4,26.8,0.25,3,6,4,2.234660625,0.8773626,0.012711805,2.55662,0.022621472,2.25328984,14.07,2.38,13.85,0.9,0.8,1.79,0.15,0.2,0.28,1.045547831,2.8
220624,14,30,26.2,26.4,26.8,0.25,3,6,6,1.91542531,1.19644375,0.036425385,1.5580152,0.025784792,2.75412864,13.46,2.2,14.09,0.6,0.95,1.88,0.15,0.2,0.28,1.125872065,2.8
220624,14,30,,,,0.25,3,6,7,1.58210375,1.5123958,0.050324,1.251948962,0.0266598,2.93368934,13.01,2.1,14.2,0.4,1.1,1.9,0.15,0.2,0.28,0.938503748,2.6
220624,14,30,,,,0.25,3,6,,,,,,,,,,,,,,0.15,0.2,0.28,,
220624,14,30,,,,0.25,3,6,,,,,,,,,,,,,,0.15,0.2,0.28,,
220624,14,30,,,,0.25,3,6,,,,,,,,,,,,,,0.15,0.2,0.28,,
220627,15,30,26,26.1,26.9,0.25,1,2,0,0.982066015,-0.00580286,-0.005775015,1.9369701,0.003784137,0.014951507,13.9,9.69,11.69,0.81,0.81,1.8,0.19,0.19,0.2,0,0.2
220627,15,30,23.4,23.7,24.4,0.25,1,2,1,0.93744297,0.00825099,-0.00371678,1.5942662,0.006905518,0.0825735,13.85,3.62,12.85,0.88,0.79,1.78,0.19,0.19,0.2,4.249573907,0.8
220627,15,30,22.8,22.9,23.4,0.25,1,2,3,0.868453045,0.074556125,-0.002160395,1.1287928,0.010600438,0.23167544,13.65,2.96,13.24,0.85,0.79,1.78,0.19,0.19,0.2,4.652035452,1.8
220627,15,30,23.4,23.4,23.9,0.25,1,2,4,0.769744845,0.21767953,-0.000154385,0.5906862,0.014341418,0.45972454,13.31,2.57,13.5,0.749,0.81,1.79,0.19,0.19,0.2,2.567727015,1.8
220627,15,30,23.2,23.1,23.9,0.25,1,2,6,0.0108308,0.8237644,0.00911553,0.014233802,0.02093625,0.86148854,10.91,2.11,13.7,0.48,1.1,1.95,0.19,0.19,0.2,0.7072098,0.6
220627,15,30,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.19,0.2,,
220627,15,30,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.19,0.2,,
220627,15,30,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.19,0.2,,
220627,15,30,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.19,0.2,,
220629,16,10,23.6,23.6,24.3,0.25,1,2,0,0.99474461,-0.006195,-0.006195,1.94402,0.003672271,0.013364868,13.84,8.45,11.59,0.81,0.82,1.82,0.19,0.18,0.18,0,0
220629,16,10,20.3,20.5,21.1,0.25,1,2,1,0.94515039,-0.005795525,-0.00552235,1.8053672,0.004057781,0.027443449,13.89,10.65,12.32,0.89,0.79,1.74,0.19,0.18,0.18,5.916283773,0.1
220629,16,10,19.2,19.5,20,0.25,1,2,2,0.90080844,-0.00440763,-0.004741635,1.6482312,0.006213522,0.047392598,13.81,11.26,12.65,0.95,0.76,1.7,0.19,0.18,0.18,3.501741902,0.2
220629,16,10,19.1,19.2,19.9,0.25,1,2,3,0.863724845,-0.001419455,-0.003906025,1.4849208,0.008878742,0.075578485,13.8,11.48,12.89,1,0.74,1.69,0.19,0.18,0.18,2.983329468,0.2
220629,16,10,19.3,19.5,20.1,0.25,1,2,4,0.870966405,0.002234375,-0.003034375,1.3181742,0.010450561,0.108846,13.7,11.4,13.01,0.96,0.71,1.74,0.19,0.18,0.18,2.686671631,0.2
220629,16,10,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.18,0.18,,
220629,16,10,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.18,0.18,,
220629,16,10,,,,0.25,1,2,,,,,,,,,,,,,,0.19,0.18,0.18,,
220630,17,30,26.4,26.5,27,0.25,3,6,0,2.8289365,0.00270957,-0.004663895,5.05879,0.006969428,0.056369954,14.73,4.53,12.64,0.84,0.8,1.77,0.16,0.2,0.23,0,1
220630,17,30,24.6,25,25.3,0.25,3,6,1,2.6866297,0.06995248,-0.00241775,4.1513776,0.013470188,0.29793144,14.52,3.22,13.35,0.9,0.78,1.72,0.16,0.2,0.23,2.255018596,1.7
220630,17,30,25,25.3,25.6,0.25,3,6,2,2.53602735,0.217948085,0.000418485,3.5221264,0.017847648,0.61951014,14.38,2.8,13.65,0.93,0.78,1.69,0.16,0.2,0.23,1.776687008,2.3
220630,17,30,25.6,26,26.4,0.25,3,6,3,2.4083578,0.421681055,0.00606283,2.7969525,0.021370778,1.41132267,14.19,2.54,13.78,0.89,0.79,1.69,0.16,0.2,0.23,1.571598935,2.7
220630,17,30,26.3,26.6,26.9,0.25,3,6,4,2.1634496,0.67609805,0.01465566,2.1655861,0.024146912,1.74385088,14.02,2.41,13.94,0.8,0.81,1.74,0.16,0.2,0.23,1.415505539,2.9
220630,17,30,26.6,26.8,27.2,0.25,3,6,5,2.1651541,0.93351515,0.024000655,1.6268869,0.02583945,1.96140272,13.82,2.31,14.04,0.7,0.9,1.94,0.16,0.2,0.23,1.251769471,2.9
